tile_id,xmin,ymin,xmax,ymax,native_px240,native_frac
t11_529,109890,5284710,119880,5294700,686,0.22821024617431804
t11_530,109890,5294700,119880,5304690,1654,0.550232867598137
t11_531,109890,5304690,119880,5314680,2171,0.7222222222222222
t11_532,109890,5314680,119880,5324670,2111,0.7022621423819029
t11_533,109890,5324670,119880,5334660,2222,0.7391882900864937
t11_534,109890,5334660,119880,5344650,1925,0.6403858948769129
t11_535,109890,5344650,119880,5354640,1774,0.5901530272787758
t11_536,109890,5354640,119880,5364630,1203,0.4001996007984032
t11_537,109890,5364630,119880,5374620,1753,0.583166999334664
t11_538,109890,5374620,119880,5384610,1225,0.4075182967398536
t11_539,109890,5384610,119880,5394600,1068,0.35528942115768464
t11_540,109890,5394600,119880,5404590,1269,0.4221556886227545
t11_541,109890,5404590,119880,5414580,1409,0.46872920825016634
t11_542,109890,5414580,119880,5424570,1429,0.47538256819693947
t11_543,109890,5424570,119880,5434560,1396,0.4644045242847638
t11_544,109890,5434560,119880,5444550,1148,0.3819028609447771
t11_545,109890,5444550,119880,5454540,1015,0.33765801729873585
t11_546,109890,5454540,119880,5464530,1827,0.6077844311377245
t11_547,109890,5464530,119880,5474520,2401,0.7987358616101131
t11_548,109890,5474520,119880,5484510,2243,0.7461743180306054
t11_549,109890,5484510,119880,5494500,2004,0.6666666666666666
t11_550,109890,5494500,119880,5504490,2098,0.6979374584165003
t11_551,109890,5504490,119880,5514480,2126,0.7072521623419827
t11_552,109890,5514480,119880,5524470,2295,0.7634730538922155
t11_553,109890,5524470,119880,5534460,2201,0.7322022621423819
t11_554,109890,5534460,119880,5544450,2320,0.7717897538256819
t11_555,109890,5544450,119880,5554440,2378,0.791084497671324
t11_556,109890,5554440,119880,5564430,2294,0.7631403858948769
t11_557,109890,5564430,119880,5574420,1802,0.5994677312042581
t11_558,109890,5574420,119880,5584410,242,0.08050565535595476
t11_569,109890,5684310,119880,5694300,77,0.025615435795076514
t11_570,109890,5694300,119880,5704290,286,0.09514304723885562
t11_571,109890,5704290,119880,5714280,1379,0.4587491683300067
t11_572,109890,5714280,119880,5724270,1602,0.5329341317365269
t11_573,109890,5724270,119880,5734260,1640,0.5455755156353959
t11_574,109890,5734260,119880,5744250,1769,0.5884896872920825
t11_575,109890,5744250,119880,5754240,1410,0.469061876247505
t11_576,109890,5754240,119880,5764230,1141,0.3795741849634065
t11_577,109890,5764230,119880,5774220,1098,0.3652694610778443
t11_578,109890,5774220,119880,5784210,1367,0.4547571523619428
t11_579,109890,5784210,119880,5794200,1242,0.41317365269461076
t11_580,109890,5794200,119880,5804190,1266,0.42115768463073855
t11_581,109890,5804190,119880,5814180,1488,0.49500998003992014
t11_582,109890,5814180,119880,5824170,1165,0.3875582168995343
t11_583,109890,5824170,119880,5834160,821,0.2731204258150366
t11_584,109890,5834160,119880,5844150,568,0.18895542248835662
t11_585,109890,5844150,119880,5854140,626,0.20825016633399868
t11_586,109890,5854140,119880,5864130,1386,0.46107784431137727
t11_587,109890,5864130,119880,5874120,736,0.24484364604125083
t12_411,119880,4105890,129870,4115880,49,0.016300731869594146
t12_412,119880,4115880,129870,4125870,1050,0.34930139720558884
t12_413,119880,4125870,129870,4135860,1781,0.5924817032601464
t12_414,119880,4135860,129870,4145850,355,0.11809713905522289
t12_416,119880,4155840,129870,4165830,12,0.003992015968063872
t12_417,119880,4165830,129870,4175820,726,0.24151696606786427
t12_418,119880,4175820,129870,4185810,695,0.23120425815036594
t12_419,119880,4185810,129870,4195800,723,0.2405189620758483
t12_420,119880,4195800,129870,4205790,494,0.1643379906852961
t12_421,119880,4205790,129870,4215780,421,0.1400532268795742
t12_422,119880,4215780,129870,4225770,1136,0.37791084497671323
t12_423,119880,4225770,129870,4235760,776,0.25815036593479707
t12_424,119880,4235760,129870,4245750,320,0.10645375914836992
t12_425,119880,4245750,129870,4255740,1235,0.41084497671324016
t12_426,119880,4255740,129870,4265730,398,0.1324018629407851
t12_427,119880,4265730,129870,4275720,375,0.124750499001996
t12_428,119880,4275720,129870,4285710,44,0.014637391882900865
t12_429,119880,4285710,129870,4295700,655,0.2178975382568197
t12_430,119880,4295700,129870,4305690,432,0.1437125748502994
t12_431,119880,4305690,129870,4315680,632,0.2102461743180306
t12_432,119880,4315680,129870,4325670,1315,0.4374584165003327
t12_433,119880,4325670,129870,4335660,1103,0.3669328010645376
t12_434,119880,4335660,129870,4345650,1584,0.5269461077844312
t12_435,119880,4345650,129870,4355640,890,0.29607451763140386
t12_436,119880,4355640,129870,4365630,1593,0.5299401197604791
t12_437,119880,4365630,129870,4375620,1601,0.5326014637391883
t12_438,119880,4375620,129870,4385610,1183,0.3935462408516301
t12_439,119880,4385610,129870,4395600,956,0.3180306054557552
t12_440,119880,4395600,129870,4405590,944,0.3140385894876913
t12_441,119880,4405590,129870,4415580,1483,0.49334664005322687
t12_442,119880,4415580,129870,4425570,1896,0.6307385229540918
t12_443,119880,4425570,129870,4435560,1358,0.4517631403858949
t12_444,119880,4435560,129870,4445550,1238,0.41184298070525616
t12_445,119880,4445550,129870,4455540,1647,0.5479041916167665
t12_446,119880,4455540,129870,4465530,1681,0.5592149035262808
t12_447,119880,4465530,129870,4475520,1488,0.49500998003992014
t12_448,119880,4475520,129870,4485510,1618,0.5382568196939455
t12_449,119880,4485510,129870,4495500,1756,0.58416500332668
t12_450,119880,4495500,129870,4505490,741,0.2465069860279441
t12_451,119880,4505490,129870,4515480,1309,0.43546240851630075
t12_452,119880,4515480,129870,4525470,1863,0.6197604790419161
t12_453,119880,4525470,129870,4535460,1899,0.6317365269461078
t12_454,119880,4535460,129870,4545450,2086,0.6939454424484365
t12_455,119880,4545450,129870,4555440,2253,0.7495009980039921
t12_456,119880,4555440,129870,4565430,1860,0.6187624750499002
t12_457,119880,4565430,129870,4575420,1987,0.6610113107119095
t12_458,119880,4575420,129870,4585410,1471,0.489354624085163
t12_459,119880,4585410,129870,4595400,1735,0.5771789753825682
t12_460,119880,4595400,129870,4605390,1939,0.645043246839654
t12_461,119880,4605390,129870,4615380,2153,0.7162341982701265
t12_462,119880,4615380,129870,4625370,1577,0.5246174318030605
t12_463,119880,4625370,129870,4635360,2008,0.6679973386560213
t12_464,119880,4635360,129870,4645350,2008,0.6679973386560213
t12_465,119880,4645350,129870,4655340,1988,0.6613439787092482
t12_466,119880,4655340,129870,4665330,1827,0.6077844311377245
t12_467,119880,4665330,129870,4675320,1794,0.5968063872255489
t12_468,119880,4675320,129870,4685310,1326,0.4411177644710579
t12_469,119880,4685310,129870,4695300,1395,0.46407185628742514
t12_470,119880,4695300,129870,4705290,1805,0.6004657351962741
t12_471,119880,4705290,129870,4715280,1804,0.6001330671989354
t12_472,119880,4715280,129870,4725270,1673,0.5565535595475716
t12_473,119880,4725270,129870,4735260,1674,0.5568862275449101
t12_474,119880,4735260,129870,4745250,1528,0.5083166999334664
t12_475,119880,4745250,129870,4755240,1602,0.5329341317365269
t12_476,119880,4755240,129870,4765230,1774,0.5901530272787758
t12_477,119880,4765230,129870,4775220,1400,0.4657351962741184
t12_478,119880,4775220,129870,4785210,2308,0.7677977378576181
t12_479,119880,4785210,129870,4795200,1831,0.6091151031270792
t12_480,119880,4795200,129870,4805190,1323,0.44011976047904194
t12_481,119880,4805190,129870,4815180,2116,0.7039254823685961
t12_482,119880,4815180,129870,4825170,500,0.16633399866932802
t12_483,119880,4825170,129870,4835160,1391,0.46274118429807054
t12_484,119880,4835160,129870,4845150,1596,0.530938123752495
t12_485,119880,4845150,129870,4855140,2503,0.832667997338656
t12_486,119880,4855140,129870,4865130,2037,0.6776447105788423
t12_487,119880,4865130,129870,4875120,2375,0.790086493679308
t12_488,119880,4875120,129870,4885110,1915,0.6370592149035262
t12_489,119880,4885110,129870,4895100,2066,0.6872920825016633
t12_490,119880,4895100,129870,4905090,1997,0.6643379906852961
t12_491,119880,4905090,129870,4915080,1564,0.520292747837658
t12_492,119880,4915080,129870,4925070,1062,0.3532934131736527
t12_493,119880,4925070,129870,4935060,964,0.3206919494344644
t12_494,119880,4935060,129870,4945050,1073,0.3569527611443779
t12_495,119880,4945050,129870,4955040,1452,0.48303393213572854
t12_496,119880,4955040,129870,4965030,934,0.3107119095143047
t12_497,119880,4965030,129870,4975020,1878,0.624750499001996
t12_498,119880,4975020,129870,4985010,2298,0.7644710578842315
t12_499,119880,4985010,129870,4995000,2433,0.8093812375249501
t12_500,119880,4995000,129870,5004990,1730,0.5755156353958749
t12_501,119880,5004990,129870,5014980,1085,0.3609447771124418
t12_502,119880,5014980,129870,5024970,1298,0.4318030605455755
t12_503,119880,5024970,129870,5034960,1163,0.38689288090485696
t12_504,119880,5034960,129870,5044950,2002,0.6660013306719893
t12_505,119880,5044950,129870,5054940,2522,0.8389886892880905
t12_506,119880,5054940,129870,5064930,1445,0.48070525615435794
t12_507,119880,5064930,129870,5074920,1195,0.39753825681969396
t12_508,119880,5074920,129870,5084910,1009,0.3356620093147039
t12_509,119880,5084910,129870,5094900,1028,0.3419827012641384
t12_510,119880,5094900,129870,5104890,784,0.26081170991350633
t12_511,119880,5104890,129870,5114880,1155,0.3842315369261477
t12_512,119880,5114880,129870,5124870,1556,0.5176314038589488
t12_513,119880,5124870,129870,5134860,164,0.054557551563539586
t12_519,119880,5184810,129870,5194800,351,0.11676646706586827
t12_520,119880,5194800,129870,5204790,579,0.19261477045908185
t12_521,119880,5204790,129870,5214780,686,0.22821024617431804
t12_522,119880,5214780,129870,5224770,1686,0.5608782435129741
t12_523,119880,5224770,129870,5234760,1919,0.6383898868928809
t12_524,119880,5234760,129870,5244750,1301,0.4328010645375915
t12_525,119880,5244750,129870,5254740,2042,0.6793080505655356
t12_526,119880,5254740,129870,5264730,625,0.20791749833666
t12_527,119880,5264730,129870,5274720,707,0.2351962741184298
t12_528,119880,5274720,129870,5284710,231,0.07684630738522955
t12_529,119880,5284710,129870,5294700,796,0.2648037258815702
t12_530,119880,5294700,129870,5304690,770,0.25615435795076513
t12_531,119880,5304690,129870,5314680,1888,0.6280771789753826
t12_532,119880,5314680,129870,5324670,2167,0.7208915502328676
t12_533,119880,5324670,129870,5334660,2253,0.7495009980039921
t12_534,119880,5334660,129870,5344650,1584,0.5269461077844312
t12_535,119880,5344650,129870,5354640,912,0.3033932135728543
t12_536,119880,5354640,129870,5364630,886,0.29474384564204925
t12_537,119880,5364630,129870,5374620,2130,0.7085828343313373
t12_538,119880,5374620,129870,5384610,1467,0.4880239520958084
t12_539,119880,5384610,129870,5394600,1047,0.34830339321357284
t12_540,119880,5394600,129870,5404590,1014,0.3373253493013972
t12_541,119880,5404590,129870,5414580,875,0.291084497671324
t12_542,119880,5414580,129870,5424570,914,0.3040585495675316
t12_543,119880,5424570,129870,5434560,1066,0.3546240851630073
t12_544,119880,5434560,129870,5444550,1044,0.3473053892215569
t12_545,119880,5444550,129870,5454540,1006,0.334664005322688
t12_546,119880,5454540,129870,5464530,893,0.29707252162341985
t12_547,119880,5464530,129870,5474520,1129,0.37558216899534264
t12_548,119880,5474520,129870,5484510,1309,0.43546240851630075
t12_549,119880,5484510,129870,5494500,1373,0.45675316034597474
t12_550,119880,5494500,129870,5504490,1510,0.5023286759813705
t12_551,119880,5504490,129870,5514480,1982,0.6593479707252162
t12_552,119880,5514480,129870,5524470,1634,0.543579507651364
t12_553,119880,5524470,129870,5534460,1674,0.5568862275449101
t12_554,119880,5534460,129870,5544450,2236,0.7438456420492349
t12_555,119880,5544450,129870,5554440,2347,0.7807717897538257
t12_556,119880,5554440,129870,5564430,2320,0.7717897538256819
t12_557,119880,5564430,129870,5574420,1647,0.5479041916167665
t12_558,119880,5574420,129870,5584410,1082,0.35994677312042583
t12_559,119880,5584410,129870,5594400,1225,0.4075182967398536
t12_560,119880,5594400,129870,5604390,922,0.30671989354624085
t12_561,119880,5604390,129870,5614380,30,0.00998003992015968
t12_566,119880,5654340,129870,5664330,1,0.00033266799733865603
t12_567,119880,5664330,129870,5674320,236,0.07850964737192283
t12_568,119880,5674320,129870,5684310,498,0.1656686626746507
t12_569,119880,5684310,129870,5694300,699,0.23253493013972057
t12_570,119880,5694300,129870,5704290,1214,0.4038589487691284
t12_571,119880,5704290,129870,5714280,1245,0.41417165668662675
t12_572,119880,5714280,129870,5724270,1369,0.4554224883566201
t12_573,119880,5724270,129870,5734260,1728,0.5748502994011976
t12_574,119880,5734260,129870,5744250,1564,0.520292747837658
t12_575,119880,5744250,129870,5754240,1546,0.5143047238855623
t12_576,119880,5754240,129870,5764230,1291,0.42947438456420495
t12_577,119880,5764230,129870,5774220,1196,0.3978709248170326
t12_578,119880,5774220,129870,5784210,1515,0.5039920159680639
t12_579,119880,5784210,129870,5794200,1207,0.4015302727877578
t12_580,119880,5794200,129870,5804190,1399,0.46540252827677975
t12_581,119880,5804190,129870,5814180,1377,0.45808383233532934
t12_582,119880,5814180,129870,5824170,1781,0.5924817032601464
t12_583,119880,5824170,129870,5834160,1466,0.48769128409846974
t12_584,119880,5834160,129870,5844150,866,0.2880904856952761
t12_585,119880,5844150,129870,5854140,968,0.32202262142381904
t12_586,119880,5854140,129870,5864130,839,0.2791084497671324
t12_587,119880,5864130,129870,5874120,896,0.2980705256154358
t12_588,119880,5874120,129870,5884110,222,0.07385229540918163
t12_589,119880,5884110,129870,5894100,32,0.010645375914836993
t12_590,119880,5894100,129870,5904090,231,0.07684630738522955
t12_591,119880,5904090,129870,5914080,25,0.0083166999334664
t12_592,119880,5914080,129870,5924070,427,0.14204923486360613
t12_593,119880,5924070,129870,5934060,68,0.02262142381902861
t13_411,129870,4105890,139860,4115880,765,0.25449101796407186
t13_412,129870,4115880,139860,4125870,1835,0.6104457751164338
t13_413,129870,4125870,139860,4135860,851,0.28310046573519626
t13_415,129870,4145850,139860,4155840,24,0.007984031936127744
t13_416,129870,4155840,139860,4165830,353,0.11743180306054557
t13_417,129870,4165830,139860,4175820,101,0.03359946773120426
t13_418,129870,4175820,139860,4185810,205,0.06819693945442448
t13_419,129870,4185810,139860,4195800,469,0.15602129075182966
t13_420,129870,4195800,139860,4205790,1228,0.4085163007318696
t13_421,129870,4205790,139860,4215780,1795,0.5971390552228876
t13_422,129870,4215780,139860,4225770,1016,0.3379906852960745
t13_423,129870,4225770,139860,4235760,562,0.18695941450432468
t13_424,129870,4235760,139860,4245750,1923,0.6397205588822356
t13_425,129870,4245750,139860,4255740,892,0.2967398536260812
t13_426,129870,4255740,139860,4265730,398,0.1324018629407851
t13_427,129870,4265730,139860,4275720,148,0.049234863606121095
t13_428,129870,4275720,139860,4285710,34,0.011310711909514305
t13_429,129870,4285710,139860,4295700,825,0.2744510978043912
t13_430,129870,4295700,139860,4305690,1630,0.5422488356620093
t13_431,129870,4305690,139860,4315680,705,0.2345309381237525
t13_432,129870,4315680,139860,4325670,1641,0.5459081836327345
t13_433,129870,4325670,139860,4335660,1369,0.4554224883566201
t13_434,129870,4335660,139860,4345650,1816,0.6041250831669993
t13_435,129870,4345650,139860,4355640,955,0.3176979374584165
t13_436,129870,4355640,139860,4365630,1675,0.5572188955422488
t13_437,129870,4365630,139860,4375620,1241,0.4128409846972721
t13_438,129870,4375620,139860,4385610,1186,0.39454424484364603
t13_439,129870,4385610,139860,4395600,1317,0.43812375249500995
t13_440,129870,4395600,139860,4405590,1336,0.4444444444444444
t13_441,129870,4405590,139860,4415580,1295,0.43080505655355955
t13_442,129870,4415580,139860,4425570,1255,0.4174983366600133
t13_443,129870,4425570,139860,4435560,1396,0.4644045242847638
t13_444,129870,4435560,139860,4445550,1457,0.4846972721224218
t13_445,129870,4445550,139860,4455540,1066,0.3546240851630073
t13_446,129870,4455540,139860,4465530,1568,0.5216234198270127
t13_447,129870,4465530,139860,4475520,1304,0.4337990685296075
t13_448,129870,4475520,139860,4485510,1406,0.46773120425815035
t13_449,129870,4485510,139860,4495500,1577,0.5246174318030605
t13_450,129870,4495500,139860,4505490,1149,0.38223552894211577
t13_451,129870,4505490,139860,4515480,1607,0.5345974717232203
t13_452,129870,4515480,139860,4525470,1439,0.478709248170326
t13_453,129870,4525470,139860,4535460,1170,0.38922155688622756
t13_454,129870,4535460,139860,4545450,1113,0.37025948103792417
t13_455,129870,4545450,139860,4555440,1004,0.33399866932801064
t13_456,129870,4555440,139860,4565430,1274,0.42381902860944776
t13_457,129870,4565430,139860,4575420,1414,0.4703925482368596
t13_458,129870,4575420,139860,4585410,476,0.15834996673320026
t13_459,129870,4585410,139860,4595400,1404,0.46706586826347307
t13_460,129870,4595400,139860,4605390,2152,0.7159015302727878
t13_461,129870,4605390,139860,4615380,1754,0.5834996673320026
t13_462,129870,4615380,139860,4625370,1977,0.6576846307385229
t13_463,129870,4625370,139860,4635360,1978,0.6580172987358616
t13_464,129870,4635360,139860,4645350,2095,0.6969394544244844
t13_465,129870,4645350,139860,4655340,1857,0.6177644710578842
t13_466,129870,4655340,139860,4665330,1634,0.543579507651364
t13_467,129870,4665330,139860,4675320,1055,0.3509647371922821
t13_468,129870,4675320,139860,4685310,1114,0.37059214903526283
t13_469,129870,4685310,139860,4695300,1446,0.4810379241516966
t13_470,129870,4695300,139860,4705290,1876,0.6240851630073186
t13_471,129870,4705290,139860,4715280,1142,0.37990685296074517
t13_472,129870,4715280,139860,4725270,1607,0.5345974717232203
t13_473,129870,4725270,139860,4735260,1372,0.4564204923486361
t13_474,129870,4735260,139860,4745250,1017,0.3383233532934132
t13_475,129870,4745250,139860,4755240,623,0.2072521623419827
t13_476,129870,4755240,139860,4765230,1076,0.3579507651363939
t13_477,129870,4765230,139860,4775220,938,0.3120425815036593
t13_478,129870,4775220,139860,4785210,1144,0.3805721889554225
t13_479,129870,4785210,139860,4795200,1474,0.490352628077179
t13_480,129870,4795200,139860,4805190,379,0.12608117099135063
t13_481,129870,4805190,139860,4815180,1722,0.5728542914171657
t13_482,129870,4815180,139860,4825170,969,0.3223552894211577
t13_483,129870,4825170,139860,4835160,1547,0.5146373918829009
t13_484,129870,4835160,139860,4845150,1067,0.354956753160346
t13_485,129870,4845150,139860,4855140,1008,0.33532934131736525
t13_486,129870,4855140,139860,4865130,1314,0.437125748502994
t13_487,129870,4865130,139860,4875120,1254,0.4171656686626746
t13_488,129870,4875120,139860,4885110,2136,0.7105788423153693
t13_489,129870,4885110,139860,4895100,1776,0.590818363273453
t13_490,129870,4895100,139860,4905090,1917,0.6377245508982036
t13_491,129870,4905090,139860,4915080,1510,0.5023286759813705
t13_492,129870,4915080,139860,4925070,721,0.239853626081171
t13_493,129870,4925070,139860,4935060,2157,0.717564870259481
t13_494,129870,4935060,139860,4945050,2277,0.7574850299401198
t13_495,129870,4945050,139860,4955040,2216,0.7371922821024618
t13_496,129870,4955040,139860,4965030,503,0.167332002661344
t13_497,129870,4965030,139860,4975020,124,0.04125083166999335
t13_498,129870,4975020,139860,4985010,602,0.20026613439787092
t13_499,129870,4985010,139860,4995000,639,0.2125748502994012
t13_500,129870,4995000,139860,5004990,318,0.10578842315369262
t13_501,129870,5004990,139860,5014980,252,0.08383233532934131
t13_502,129870,5014980,139860,5024970,343,0.11410512308715902
t13_503,129870,5024970,139860,5034960,1712,0.5695276114437791
t13_504,129870,5034960,139860,5044950,1329,0.4421157684630739
t13_505,129870,5044950,139860,5054940,1179,0.39221556886227543
t13_506,129870,5054940,139860,5064930,922,0.30671989354624085
t13_507,129870,5064930,139860,5074920,758,0.25216234198270127
t13_508,129870,5074920,139860,5084910,311,0.10345974717232202
t13_509,129870,5084910,139860,5094900,144,0.04790419161676647
t13_510,129870,5094900,139860,5104890,701,0.23320026613439787
t13_511,129870,5104890,139860,5114880,1223,0.4068529607451763
t13_512,129870,5114880,139860,5124870,132,0.043912175648702596
t13_513,129870,5124870,139860,5134860,1,0.00033266799733865603
t13_515,129870,5144850,139860,5154840,23,0.007651363938789089
t13_521,129870,5204790,139860,5214780,360,0.11976047904191617
t13_522,129870,5214780,139860,5224770,814,0.270791749833666
t13_523,129870,5224770,139860,5234760,738,0.24550898203592814
t13_524,129870,5234760,139860,5244750,634,0.2109115103127079
t13_525,129870,5244750,139860,5254740,833,0.27711244178310046
t13_526,129870,5254740,139860,5264730,5,0.00166333998669328
t13_527,129870,5264730,139860,5274720,334,0.1111111111111111
t13_528,129870,5274720,139860,5284710,427,0.14204923486360613
t13_529,129870,5284710,139860,5294700,278,0.09248170326014638
t13_530,129870,5294700,139860,5304690,250,0.08316699933466401
t13_531,129870,5304690,139860,5314680,1539,0.5119760479041916
t13_532,129870,5314680,139860,5324670,1139,0.37890884896872923
t13_533,129870,5324670,139860,5334660,879,0.29241516966067865
t13_534,129870,5334660,139860,5344650,61,0.020292747837658016
t13_536,129870,5354640,139860,5364630,153,0.05089820359281437
t13_537,129870,5364630,139860,5374620,1781,0.5924817032601464
t13_538,129870,5374620,139860,5384610,1752,0.5828343313373253
t13_539,129870,5384610,139860,5394600,1241,0.4128409846972721
t13_540,129870,5394600,139860,5404590,1177,0.39155023286759816
t13_541,129870,5404590,139860,5414580,833,0.27711244178310046
t13_542,129870,5414580,139860,5424570,1050,0.34930139720558884
t13_543,129870,5424570,139860,5434560,888,0.2954091816367265
t13_544,129870,5434560,139860,5444550,748,0.2488356620093147
t13_545,129870,5444550,139860,5454540,746,0.2481703260146374
t13_546,129870,5454540,139860,5464530,623,0.2072521623419827
t13_547,129870,5464530,139860,5474520,680,0.2262142381902861
t13_548,129870,5474520,139860,5484510,834,0.2774451097804391
t13_549,129870,5484510,139860,5494500,994,0.3306719893546241
t13_550,129870,5494500,139860,5504490,1021,0.3396540252827678
t13_551,129870,5504490,139860,5514480,1126,0.3745841650033267
t13_552,129870,5514480,139860,5524470,1231,0.40951430472388556
t13_553,129870,5524470,139860,5534460,1382,0.4597471723220226
t13_554,129870,5534460,139860,5544450,1348,0.44843646041250834
t13_555,129870,5544450,139860,5554440,1705,0.5671989354624085
t13_556,129870,5554440,139860,5564430,2204,0.7332002661343978
t13_557,129870,5564430,139860,5574420,1418,0.4717232202262142
t13_558,129870,5574420,139860,5584410,1370,0.45575515635395875
t13_559,129870,5584410,139860,5594400,1520,0.5056553559547572
t13_560,129870,5594400,139860,5604390,1893,0.6297405189620758
t13_561,129870,5604390,139860,5614380,1744,0.5801729873586161
t13_562,129870,5614380,139860,5624370,1093,0.36360612109115104
t13_563,129870,5624370,139860,5634360,533,0.17731204258150365
t13_564,129870,5634360,139860,5644350,570,0.18962075848303392
t13_565,129870,5644350,139860,5654340,788,0.26214238190286093
t13_566,129870,5654340,139860,5664330,641,0.2132401862940785
t13_567,129870,5664330,139860,5674320,755,0.25116433799068527
t13_568,129870,5674320,139860,5684310,1288,0.42847638057218895
t13_569,129870,5684310,139860,5694300,1264,0.4204923486360612
t13_570,129870,5694300,139860,5704290,1598,0.5316034597471723
t13_571,129870,5704290,139860,5714280,1460,0.4856952761144378
t13_572,129870,5714280,139860,5724270,1511,0.5026613439787092
t13_573,129870,5724270,139860,5734260,1594,0.5302727877578177
t13_574,129870,5734260,139860,5744250,1611,0.5359281437125748
t13_575,129870,5744250,139860,5754240,1334,0.44377910844976715
t13_576,129870,5754240,139860,5764230,1178,0.39188290086493677
t13_577,129870,5764230,139860,5774220,1451,0.4827012641383899
t13_578,129870,5774220,139860,5784210,1876,0.6240851630073186
t13_579,129870,5784210,139860,5794200,1769,0.5884896872920825
t13_580,129870,5794200,139860,5804190,1720,0.5721889554224884
t13_581,129870,5804190,139860,5814180,1527,0.5079840319361277
t13_582,129870,5814180,139860,5824170,2194,0.7298735861610113
t13_583,129870,5824170,139860,5834160,1769,0.5884896872920825
t13_584,129870,5834160,139860,5844150,1328,0.4417831004657352
t13_585,129870,5844150,139860,5854140,1212,0.4031936127744511
t13_586,129870,5854140,139860,5864130,1055,0.3509647371922821
t13_587,129870,5864130,139860,5874120,1191,0.3962075848303393
t13_588,129870,5874120,139860,5884110,928,0.3087159015302728
t13_589,129870,5884110,139860,5894100,939,0.312375249500998
t13_590,129870,5894100,139860,5904090,1097,0.36493679308050564
t13_591,129870,5904090,139860,5914080,1051,0.3496340652029275
t13_592,129870,5914080,139860,5924070,977,0.3250166333998669
t13_593,129870,5924070,139860,5934060,554,0.18429807052561545
t13_594,129870,5934060,139860,5944050,262,0.08715901530272788
t14_408,139860,4075920,149850,4085910,308,0.10246174318030606
t14_409,139860,4085910,149850,4095900,291,0.0968063872255489
t14_410,139860,4095900,149850,4105890,1399,0.46540252827677975
t14_411,139860,4105890,149850,4115880,1802,0.5994677312042581
t14_412,139860,4115880,149850,4125870,1002,0.3333333333333333
t14_413,139860,4125870,149850,4135860,5,0.00166333998669328
t14_415,139860,4145850,149850,4155840,82,0.027278775781769793
t14_416,139860,4155840,149850,4165830,118,0.039254823685961414
t14_417,139860,4165830,149850,4175820,231,0.07684630738522955
t14_418,139860,4175820,149850,4185810,846,0.281437125748503
t14_419,139860,4185810,149850,4195800,1150,0.38256819693945443
t14_420,139860,4195800,149850,4205790,1638,0.5449101796407185
t14_421,139860,4205790,149850,4215780,2098,0.6979374584165003
t14_422,139860,4215780,149850,4225770,539,0.1793080505655356
t14_423,139860,4225770,149850,4235760,1365,0.4540918163672655
t14_424,139860,4235760,149850,4245750,1563,0.5199600798403193
t14_425,139860,4245750,149850,4255740,860,0.2860944777112442
t14_426,139860,4255740,149850,4265730,1951,0.649035262807718
t14_427,139860,4265730,149850,4275720,1177,0.39155023286759816
t14_428,139860,4275720,149850,4285710,344,0.11443779108449767
t14_429,139860,4285710,149850,4295700,1144,0.3805721889554225
t14_430,139860,4295700,149850,4305690,1516,0.5043246839654025
t14_431,139860,4305690,149850,4315680,1043,0.34697272122421824
t14_432,139860,4315680,149850,4325670,1713,0.5698602794411177
t14_433,139860,4325670,149850,4335660,1517,0.5046573519627412
t14_434,139860,4335660,149850,4345650,1811,0.6024617431803061
t14_435,139860,4345650,149850,4355640,1054,0.35063206919494344
t14_436,139860,4355640,149850,4365630,1449,0.4820359281437126
t14_437,139860,4365630,149850,4375620,1588,0.5282767797737857
t14_438,139860,4375620,149850,4385610,1264,0.4204923486360612
t14_439,139860,4385610,149850,4395600,1189,0.395542248835662
t14_440,139860,4395600,149850,4405590,1802,0.5994677312042581
t14_441,139860,4405590,149850,4415580,1143,0.38023952095808383
t14_442,139860,4415580,149850,4425570,980,0.3260146373918829
t14_443,139860,4425570,149850,4435560,1258,0.4184963406520293
t14_444,139860,4435560,149850,4445550,1148,0.3819028609447771
t14_445,139860,4445550,149850,4455540,558,0.18562874251497005
t14_446,139860,4455540,149850,4465530,1359,0.45209580838323354
t14_447,139860,4465530,149850,4475520,660,0.21956087824351297
t14_448,139860,4475520,149850,4485510,1288,0.42847638057218895
t14_449,139860,4485510,149850,4495500,1729,0.5751829673985362
t14_450,139860,4495500,149850,4505490,1424,0.4737192282102462
t14_451,139860,4505490,149850,4515480,1622,0.5395874916833001
t14_452,139860,4515480,149850,4525470,1767,0.5878243512974052
t14_453,139860,4525470,149850,4535460,1336,0.4444444444444444
t14_454,139860,4535460,149850,4545450,387,0.12874251497005987
t14_455,139860,4545450,149850,4555440,889,0.2957418496340652
t14_456,139860,4555440,149850,4565430,1007,0.33499667332002664
t14_457,139860,4565430,149850,4575420,642,0.21357285429141717
t14_459,139860,4585410,149850,4595400,616,0.2049234863606121
t14_460,139860,4595400,149850,4605390,906,0.3013972055888224
t14_461,139860,4605390,149850,4615380,1212,0.4031936127744511
t14_462,139860,4615380,149850,4625370,1265,0.4208250166333999
t14_463,139860,4625370,149850,4635360,2178,0.7245508982035929
t14_464,139860,4635360,149850,4645350,1831,0.6091151031270792
t14_465,139860,4645350,149850,4655340,2201,0.7322022621423819
t14_466,139860,4655340,149850,4665330,2132,0.7092481703260146
t14_467,139860,4665330,149850,4675320,654,0.21756487025948104
