plot_id,index,px,s00,s01,s02,s03,s04,s05,s06,s07,s08,s09,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51
32477,ndvi,center,0.2976993,0.29869395,0.30043405,0.3070679,0.3138683,0.3293072,0.34892794,0.36718494,0.377611,0.39238352,0.39867723,0.40296468,0.41076553,0.42984205,0.44267845,0.4720009,0.48845735,0.4881218,0.48906863,0.4936049,0.49723768,0.51084113,0.53822404,0.5445158,0.5271191,0.47360706,0.42150533,0.38570055,0.33827537,0.32265553,0.33845645,0.34139085,0.30067527,0.32186824,0.2998599,0.3762857,0.23265703,0.29040566,0.29040566,0.31100154,0.3154466,0.314759,0.31113,0.30377167,0.37832767,0.36890242,0.36366504,0.3606416,0.36617383,0.2809708,0.28598425,0.29643878
32477,ndvi,mean5x5,0.28156817,0.28140077,0.28763363,0.29830828,0.3121576,0.33219036,0.35436973,0.37016737,0.37960654,0.39045075,0.39568284,0.40548152,0.42273262,0.4476707,0.46229413,0.49636042,0.5147109,0.5078845,0.5040059,0.5105529,0.51366884,0.522594,0.546353,0.55020106,0.5314231,0.47525203,0.42134637,0.38300163,0.33445117,0.3173432,0.33052704,0.33035564,0.29367968,0.31811976,0.29741964,0.3853141,0.23265731,0.27431956,0.27431956,0.29605615,0.29490718,0.29301235,0.28225818,0.27995983,0.34161577,0.34004438,0.34136528,0.3430887,0.3433417,0.2742622,0.27827042,0.28123394
32477,evi,center,0.11964654,0.11967605,0.1206527,0.12549068,0.13036884,0.14141706,0.15472686,0.1670318,0.1772539,0.18623632,0.1899125,0.19186215,0.19519551,0.20091791,0.20971146,0.22482276,0.23277645,0.23513864,0.23967972,0.24296042,0.25254592,0.2673583,0.28560737,0.2909542,0.28200904,0.24836615,0.21658845,0.19485657,0.16446418,0.15434179,0.16393897,0.1657628,0.14573368,0.15603307,0.14166753,0.16681802,0.09362858,0.13894568,0.13894568,0.14020516,0.13821648,0.13561694,0.1328501,0.12693296,0.13462701,0.13372463,0.12986599,0.12776458,0.13022548,0.118364684,0.11625279,0.12114583
32477,evi,mean5x5,0.116622485,0.11615011,0.118277855,0.123770095,0.13176215,0.14407374,0.15850773,0.17179866,0.18305647,0.19261734,0.19792531,0.20481193,0.21446566,0.22536105,0.23661144,0.2576664,0.2678805,0.26494098,0.26500323,0.26689094,0.27227604,0.28254426,0.29968885,0.3045462,0.29554135,0.26076776,0.22768784,0.20362583,0.17195693,0.16093975,0.16933401,0.16901436,0.15022852,0.16292086,0.14829038,0.18406385,0.09967228,0.13826811,0.13826811,0.14217398,0.1404524,0.136912,0.12983559,0.12585679,0.13110176,0.13059764,0.13087314,0.1314333,0.13112138,0.12112401,0.11892039,0.11842751
32477,kndvi,center,0.08848381,0.0890649,0.09007988,0.09426431,0.09880517,0.10919415,0.12268334,0.1351981,0.14222275,0.15344496,0.15819845,0.1616159,0.16775653,0.1834677,0.19438116,0.22139892,0.2372139,0.23737119,0.23880531,0.24346387,0.2467938,0.25883037,0.28390807,0.29133555,0.2793607,0.23656502,0.19415648,0.16341087,0.12571135,0.11111284,0.12026268,0.121800974,0.09827395,0.11146181,0.09797737,0.14065224,0.054076493,0.08413607,0.08413607,0.09691522,0.09980823,0.09947398,0.09725391,0.09307127,0.16765894,0.1621086,0.15919676,0.1573268,0.16041805,0.07909805,0.08178843,0.08774528
32477,kndvi,mean5x5,0.079833575,0.07973418,0.08340101,0.09010145,0.09907543,0.112126425,0.12686853,0.13802333,0.14455785,0.15298477,0.15717354,0.16549827,0.17993239,0.20119467,0.21342388,0.245349,0.2633804,0.25757644,0.25447482,0.26088557,0.26334506,0.2708603,0.29292545,0.29814273,0.28466412,0.23853897,0.19397467,0.16137987,0.12318227,0.10782122,0.11552408,0.115705244,0.094307445,0.10976651,0.09703745,0.14858314,0.05464916,0.07572665,0.07572665,0.08903164,0.08880821,0.08775897,0.08134751,0.07991073,0.1387613,0.13772936,0.13848245,0.1394401,0.13964464,0.076075174,0.07802744,0.079635985
32477,nbr,center,-0.15606347,-0.15150124,-0.15056032,-0.1404498,-0.12531929,-0.09789555,-0.0678913,-0.03323625,-0.014502224,0.00060863025,0.005578692,0.012239026,0.0246886,0.04894829,0.072034076,0.13275371,0.17559214,0.18405402,0.19770728,0.21383165,0.21901971,0.23387575,0.27469847,0.28863534,0.27153385,0.19815974,0.12846124,0.08070082,0.0077305925,-0.009046572,0.023063403,0.023320941,-0.021492336,0.011432867,-0.027838808,0.043770116,-0.15427878,-0.022299236,-0.022299236,-0.024907436,-0.03226432,-0.041664228,-0.053402424,-0.06999995,-0.08263211,-0.09043424,-0.09939962,-0.114180915,-0.12528662,-0.13587515,-0.14815158,-0.1524834
32477,nbr,mean5x5,-0.17328587,-0.17492004,-0.17673852,-0.1682612,-0.15134822,-0.12406604,-0.09404063,-0.059514783,-0.037205122,-0.017926333,-0.006621991,0.011604602,0.036072105,0.0650595,0.08788164,0.14921659,0.18891436,0.18804842,0.19500406,0.20812927,0.21031505,0.22144637,0.26005593,0.2728902,0.25573197,0.18144546,0.11185608,0.065171316,-0.0054503153,-0.023494463,0.0053018695,0.0057913675,-0.035574004,-0.0030781922,-0.0436797,0.034173064,-0.18370724,-0.030582255,-0.030582255,-0.03920091,-0.04688174,-0.056993447,-0.070712,-0.08702224,-0.09215559,-0.1002813,-0.11089132,-0.122365996,-0.12923533,-0.14572512,-0.15840602,-0.16464451
32477,savi,center,0.12569584,0.1268825,0.1282581,0.13284531,0.13770773,0.14734177,0.15919329,0.17104477,0.1817512,0.19077946,0.19466896,0.19777846,0.20252459,0.20942855,0.21873918,0.23526376,0.24342261,0.24378869,0.24591121,0.24816665,0.2555179,0.26862818,0.28673497,0.29201102,0.28306112,0.2499668,0.21850052,0.19693922,0.16713618,0.1565206,0.16489299,0.1658347,0.14421417,0.155585,0.14237121,0.17689802,0.0988633,0.13526547,0.13526547,0.13991554,0.1396459,0.13787962,0.13496311,0.13017575,0.15214358,0.149315,0.14655541,0.14476301,0.14710702,0.12046578,0.120726526,0.12529448
32477,savi,mean5x5,0.122923605,0.12318593,0.12571925,0.13120241,0.1392321,0.15096042,0.16433969,0.1762294,0.18556331,0.1938768,0.1985977,0.20571165,0.21626693,0.22868516,0.23938307,0.25922784,0.26871568,0.26503527,0.2641137,0.26636073,0.2727043,0.2831543,0.30020303,0.30524543,0.29661453,0.26185393,0.22881114,0.20497541,0.17374651,0.1621378,0.1693492,0.1683763,0.14773221,0.16089813,0.14750108,0.18971448,0.10397883,0.13617018,0.13617018,0.14212406,0.14040552,0.13776013,0.13062169,0.1278077,0.14665364,0.1456873,0.14585115,0.14664036,0.14637932,0.12291146,0.12301211,0.1234039
32479,ndvi,center,0.6496926,0.64062506,0.66565245,0.67213875,0.663266,0.6595314,0.67040795,0.64559925,0.6428004,0.6338268,0.6276902,0.61908525,0.61371905,0.6197615,0.6515752,0.68031615,0.69893545,0.7109719,0.70857966,0.7039335,0.7168071,0.7341331,0.7521889,0.76060134,0.75747675,0.72750694,0.69676167,0.6758474,0.661769,0.65784806,0.6669728,0.67847216,0.68238837,0.6863046,0.6658673,0.69380003,0.5768476,0.63880944,0.63880944,0.6272816,0.60706437,0.5406144,0.40227202,0.17764388,0.020408398,0.007956077,-0.024675531,0.086235546,0.3134551,0.4806854,0.5187651,0.6236159
32479,ndvi,mean5x5,0.60170805,0.60771155,0.62601113,0.6355533,0.6364169,0.63326865,0.633637,0.6190766,0.6139927,0.6060737,0.58445144,0.57681865,0.58610547,0.6045838,0.6264295,0.65880233,0.67508703,0.67661387,0.66864836,0.66836816,0.68643874,0.7035785,0.71825004,0.72521263,0.72247314,0.6951401,0.6674933,0.6492407,0.63700557,0.63372284,0.64199466,0.6522055,0.65521187,0.6582181,0.64501,0.66397184,0.5865962,0.6016568,0.6016568,0.5923168,0.5811329,0.53432184,0.4201264,0.22481427,0.08925841,0.07887075,0.03611172,0.12408445,0.318335,0.45813045,0.47946012,0.5707383
32479,evi,center,0.22082306,0.21296868,0.2162944,0.21653774,0.21175472,0.21194346,0.22054489,0.21690822,0.22762242,0.23261161,0.23481776,0.23349485,0.23700312,0.23820108,0.25954777,0.28216088,0.29685086,0.30673224,0.31192854,0.3090391,0.32469532,0.34355268,0.36206087,0.37402195,0.3783416,0.3549823,0.33608338,0.33416244,0.33533648,0.3412671,0.35412958,0.3645567,0.35991496,0.3552732,0.32829556,0.3463892,0.22900267,0.3156025,0.3156025,0.3066856,0.29411894,0.26757032,0.23133847,0.18519582,0.15183334,0.14704564,0.13845369,0.15569173,0.18931895,0.20885414,0.20652066,0.22240525
32479,evi,mean5x5,0.1970614,0.19170013,0.19119488,0.1928057,0.19385475,0.19596136,0.19951464,0.19949186,0.20439564,0.20663914,0.20933309,0.21323994,0.21966816,0.22473139,0.23612382,0.24643698,0.25271067,0.25694314,0.26006567,0.26119155,0.2735023,0.2888527,0.30533934,0.3164306,0.32136765,0.3087922,0.29678783,0.29431748,0.29468077,0.29932657,0.30984807,0.31906328,0.31775934,0.3164554,0.29856598,0.31395978,0.22942898,0.27455613,0.27455613,0.27028674,0.26421666,0.24869427,0.2217006,0.18149157,0.15237603,0.1481787,0.13918255,0.15272577,0.182048,0.19873089,0.19202809,0.20001693
32479,kndvi,center,0.3989516,0.3892769,0.4169737,0.42438778,0.41498148,0.41092438,0.42254204,0.39511734,0.3920745,0.3824549,0.37597966,0.36680594,0.36094013,0.36740315,0.40193248,0.43313166,0.45334715,0.46650898,0.46380764,0.45864242,0.47289467,0.49210554,0.5121432,0.52152497,0.5181742,0.48515666,0.45124143,0.42803767,0.41236985,0.40789932,0.41780794,0.43037534,0.43470916,0.439043,0.41704208,0.44733766,0.32099247,0.3868391,0.3868391,0.37454623,0.35404974,0.32739925,0.31865665,0.33351177,0.3562381,0.35540694,0.31532466,0.30476803,0.2927383,0.2806969,0.30794355,0.38099104
32479,kndvi,mean5x5,0.35164726,0.3575399,0.3767954,0.38690755,0.38766465,0.3840575,0.38416377,0.3683947,0.36273372,0.3542779,0.33746895,0.33262882,0.3429639,0.36284652,0.38606197,0.41418666,0.42807233,0.42914295,0.42049992,0.42022654,0.4400331,0.45876697,0.47477493,0.48251534,0.47986126,0.450518,0.42075378,0.40071872,0.38714382,0.3831773,0.39159846,0.40223798,0.40557086,0.40890372,0.39571702,0.41528267,0.33678257,0.34809953,0.34809953,0.33859622,0.3273888,0.31361306,0.30640742,0.30846208,0.3214682,0.3198367,0.27425537,0.2638241,0.26159224,0.25371325,0.2667997,0.32845727
32479,nbr,center,0.26895475,0.28625524,0.29021695,0.28549707,0.27139848,0.2700035,0.2962845,0.30974507,0.35011563,0.3859299,0.40403855,0.40548486,0.4357036,0.44220543,0.46578106,0.48693112,0.49109855,0.48309726,0.4790616,0.46846077,0.4923654,0.5253991,0.56251746,0.5863556,0.59298897,0.54489625,0.500201,0.48489633,0.47811848,0.4843346,0.50892913,0.5304558,0.522167,0.5138782,0.45440477,0.49801394,0.23189978,0.46078366,0.46078366,0.43090218,0.41300803,0.350183,0.21177074,-0.010588602,-0.18253914,-0.2016336,-0.2229646,-0.1411403,0.050012298,0.1869489,0.18449536,0.23480798
32479,nbr,mean5x5,0.3607614,0.3642698,0.3652388,0.3659965,0.36699963,0.36791682,0.37098372,0.37810963,0.39172468,0.3984123,0.3919491,0.3932001,0.39941227,0.40369663,0.4137832,0.43674505,0.45403203,0.46426156,0.46708897,0.46867666,0.48729914,0.50429183,0.5211566,0.5331612,0.5368062,0.5107097,0.4843613,0.47192207,0.46476805,0.46565887,0.47788066,0.489035,0.48427618,0.47951743,0.44258037,0.47040942,0.30366716,0.440584,0.440584,0.4256543,0.41092342,0.37518108,0.30618107,0.1987404,0.12417534,0.10991162,0.06737731,0.1020144,0.19495179,0.2616578,0.27504107,0.3389706
32479,savi,center,0.22902031,0.22491919,0.22855736,0.22918735,0.22590584,0.22552535,0.23091958,0.22790205,0.23543619,0.23892345,0.24132529,0.24234098,0.2472179,0.25102055,0.26866534,0.28645182,0.29807633,0.3057067,0.30953625,0.3084593,0.32565323,0.34457922,0.36275035,0.3748947,0.3796877,0.35753852,0.33835706,0.33308768,0.33093566,0.33358014,0.3432419,0.35122856,0.34633306,0.34143752,0.3180202,0.33206785,0.23343971,0.3155552,0.3155552,0.30369112,0.29194987,0.2678119,0.23544405,0.19605474,0.16639686,0.15812601,0.13736072,0.14801256,0.17720096,0.19433288,0.19675434,0.22444078
32479,savi,mean5x5,0.20756856,0.2042116,0.20511164,0.20675428,0.2074433,0.20859964,0.21087825,0.20949112,0.21281247,0.21370168,0.21169691,0.21385518,0.2206482,0.22721237,0.23816365,0.25133985,0.25898877,0.26274088,0.26460242,0.26636592,0.2800271,0.2956514,0.31168318,0.32247534,0.32720506,0.31430438,0.30159152,0.2970317,0.29524058,0.29764533,0.30586627,0.3132284,0.31148416,0.3097399,0.2942866,0.3064015,0.23571172,0.27573866,0.27573866,0.2685313,0.26237118,0.24748087,0.22284356,0.18819647,0.16198722,0.15465486,0.13444419,0.14288047,0.1692078,0.1846227,0.18360125,0.20472263
32532,ndvi,center,0.81329954,0.8275852,0.8444294,0.8315758,0.8175035,0.7845683,0.72509956,0.66851157,0.6253482,0.63879114,0.66231006,0.68332165,0.7048372,0.732092,0.7126765,0.7048001,0.70668095,0.7159271,0.7277092,0.72888786,0.7127977,0.7347992,0.74894273,0.7501592,0.7654891,0.80169135,0.7901527,0.78381956,0.7889323,0.79469764,0.77558285,0.76366055,0.7515842,0.7413287,0.7167391,0.7480085,0.68509865,0.7501672,0.75987357,0.76081586,0.7660655,0.7461779,0.75410426,0.7683978,0.7600705,0.76428354,0.7907242,0.7882604,0.79178816,0.79852164,0.80953354,0.810386
32532,ndvi,mean5x5,0.83865714,0.84354943,0.84420377,0.83235896,0.80539346,0.75924116,0.6966961,0.6335329,0.6053921,0.6313032,0.6678854,0.70631355,0.7472695,0.7679013,0.74763876,0.73685396,0.7343476,0.74015456,0.75673944,0.75737864,0.74064094,0.7569234,0.77004915,0.7690851,0.78626335,0.82025164,0.8142059,0.8099234,0.8107831,0.81285715,0.8016338,0.7964159,0.78887016,0.78332686,0.76327443,0.7873766,0.7215652,0.7694015,0.79269737,0.79077286,0.7948198,0.7710478,0.77840143,0.7869745,0.7826582,0.7916734,0.81766176,0.81803703,0.82201093,0.83258873,0.83153826,0.8365737
32532,evi,center,0.3527099,0.35813698,0.36539468,0.36302802,0.36578637,0.3678226,0.36274597,0.3579153,0.35472825,0.3570328,0.35674465,0.356377,0.35715863,0.35419798,0.34830257,0.3470763,0.34682158,0.34642047,0.35045904,0.3526817,0.3548857,0.37312278,0.38460454,0.3863974,0.3917776,0.40383884,0.39121264,0.3896372,0.3947932,0.41137797,0.39936745,0.39894092,0.399011,0.40289018,0.3913698,0.41173348,0.4082509,0.40338716,0.32197407,0.3592076,0.35532415,0.37227497,0.37660488,0.38556808,0.39253354,0.39108688,0.3851588,0.37734953,0.36890393,0.35870415,0.35935125,0.35374913
32532,evi,mean5x5,0.39237306,0.39706615,0.3958359,0.38880485,0.38032177,0.37028846,0.35995552,0.34943292,0.3544809,0.36732554,0.37812695,0.39004463,0.40270698,0.39994538,0.39203498,0.38895515,0.38744754,0.38783723,0.39434054,0.39714745,0.3963156,0.40568897,0.4155184,0.41597322,0.42031056,0.4332086,0.42606542,0.42406353,0.4266444,0.437477,0.42929488,0.4303601,0.42992553,0.43696076,0.4309637,0.4562062,0.4426919,0.43682465,0.37368813,0.40055782,0.39060318,0.399594,0.40259925,0.40830544,0.42051116,0.42825517,0.42709923,0.4216475,0.41014585,0.39871812,0.39297557,0.39051044
32532,kndvi,center,0.5787959,0.59338254,0.6109986,0.5968796,0.58167756,0.5466051,0.4836849,0.4238127,0.37824962,0.39279017,0.4175603,0.43936428,0.46153527,0.48980778,0.46833065,0.45962334,0.46170634,0.47193438,0.48498532,0.48669237,0.47110045,0.4952393,0.51080525,0.5121433,0.5287161,0.5664994,0.5539763,0.5470718,0.5526912,0.5590353,0.53795624,0.52472603,0.5113353,0.5000272,0.47283456,0.50757277,0.43768215,0.5100156,0.52077883,0.5214873,0.52714473,0.50529116,0.514014,0.5297529,0.5207608,0.52552474,0.55457264,0.55190855,0.5556916,0.5630338,0.5748331,0.57572687
32532,kndvi,mean5x5,0.606023,0.6108504,0.6112146,0.5984014,0.5695627,0.5243074,0.4638438,0.40453166,0.3754021,0.40300667,0.43786794,0.47272623,0.50820184,0.5289228,0.5068114,0.49497834,0.49211982,0.49839622,0.5165293,0.51759464,0.50067055,0.5185616,0.5330291,0.5321283,0.5506694,0.5865728,0.5800663,0.575473,0.57643634,0.57867277,0.5664232,0.560698,0.55243707,0.54637897,0.52431035,0.550899,0.4779546,0.531203,0.5567779,0.55444074,0.55864644,0.532436,0.54031086,0.5495671,0.5449538,0.5549029,0.583503,0.5840098,0.58819914,0.59953994,0.5984085,0.60382557
32532,nbr,center,0.74929774,0.74733883,0.73367095,0.73912525,0.7389376,0.73384553,0.7235213,0.7136972,0.70880455,0.7195028,0.7235033,0.7242776,0.7448123,0.766513,0.77087176,0.7838873,0.799268,0.79368657,0.7819839,0.78095347,0.76032144,0.7601662,0.7580089,0.7597454,0.7527695,0.75872886,0.74671745,0.73998916,0.73185676,0.7317324,0.7204066,0.7095552,0.6995269,0.69791365,0.6754413,0.7199697,0.64604145,0.72800535,0.70779675,0.7395165,0.74220353,0.73706186,0.7505504,0.74078715,0.73711145,0.73807234,0.7546058,0.7399494,0.749098,0.76213175,0.7543262,0.74631685
32532,nbr,mean5x5,0.7754911,0.7782724,0.7777716,0.77491194,0.7710133,0.7587896,0.73792404,0.7150124,0.70302767,0.71060866,0.72606933,0.7409832,0.7660612,0.7895134,0.7911135,0.79294294,0.79768866,0.79376924,0.78268427,0.7781821,0.7579571,0.7550442,0.7509548,0.74388754,0.7364238,0.7459588,0.73816466,0.73320353,0.7334036,0.7328622,0.7267266,0.7238622,0.7225892,0.72157526,0.7085277,0.7303091,0.66640973,0.7069604,0.7357459,0.73208183,0.7406835,0.7335704,0.7452052,0.75133723,0.7505054,0.751275,0.7621765,0.7604555,0.76316726,0.7677527,0.7734094,0.77602625
32532,savi,center,0.3590888,0.36663917,0.37300327,0.36912125,0.36557263,0.35698116,0.34065768,0.32512498,0.3136751,0.3189702,0.32708642,0.33583334,0.34376875,0.35021493,0.34469068,0.3424113,0.34164834,0.34404728,0.35008988,0.35281506,0.34935394,0.3637348,0.37435964,0.3758197,0.38106635,0.39776832,0.38918537,0.38806936,0.3917245,0.4044326,0.39425528,0.39236987,0.38845348,0.39113325,0.37975904,0.4021674,0.386436,0.38650462,0.33930302,0.36215043,0.3584737,0.3627429,0.36723956,0.37291425,0.3779032,0.3797441,0.38180313,0.3754243,0.36845598,0.361213,0.36122954,0.3587999
32532,savi,mean5x5,0.39578524,0.40112627,0.40120658,0.39283043,0.37955716,0.36068958,0.3375489,0.31491354,0.31095272,0.32572925,0.34326988,0.36211437,0.38107002,0.3864332,0.37868854,0.37439746,0.37238532,0.37401527,0.38132137,0.38372147,0.37905023,0.3885129,0.39834026,0.39951313,0.40608323,0.4237806,0.41886348,0.41785038,0.42038235,0.42888463,0.42081627,0.4201471,0.4180527,0.42212617,0.41472217,0.4379396,0.41895568,0.41939816,0.38245738,0.3993015,0.39102352,0.38990983,0.39374354,0.3983338,0.40431502,0.41237256,0.4180422,0.41373023,0.40601298,0.39992252,0.3957406,0.39465714
32644,ndvi,center,0.81106496,0.7942721,0.7709594,0.74425006,0.734979,0.78770244,0.8282079,0.8615638,0.87080795,0.8971415,0.79644763,0.6694325,0.54085827,0.45222488,0.42566177,0.47205126,0.5493031,0.65092707,0.74033123,0.7503925,0.7666142,0.74268806,0.7142482,0.7054051,0.7127669,0.70231134,0.7367358,0.7672501,0.7788084,0.77151215,0.78695333,0.7964768,0.7829708,0.78842837,0.79465675,0.8046301,0.806162,0.8351428,0.83811915,0.8291977,0.8295237,0.82890093,0.8276558,0.82333124,0.82094973,0.8282731,0.8296774,0.77617365,0.78389376,0.7951957,0.78996533,0.7759379
32644,ndvi,mean5x5,0.7813738,0.76131266,0.74348724,0.7290911,0.71707374,0.7297078,0.71868765,0.66804385,0.67156225,0.69352865,0.64626265,0.59157264,0.56586707,0.48689517,0.44271854,0.4626151,0.518877,0.5856841,0.6486275,0.66691595,0.6869335,0.6669209,0.6498049,0.64943457,0.6580731,0.654691,0.6788973,0.7039097,0.7220298,0.72622544,0.74549514,0.76281095,0.7633932,0.7715107,0.78081864,0.79109496,0.800342,0.8363361,0.8336072,0.81899065,0.81768054,0.8144219,0.81580335,0.8084115,0.8077605,0.8055847,0.7979462,0.7439083,0.7536193,0.7566502,0.75212693,0.75016814
32644,evi,center,0.278201,0.24357997,0.21937464,0.19867298,0.17725691,0.16630568,0.16314396,0.16452375,0.16375601,0.16436672,0.16862188,0.16735765,0.16147418,0.16516948,0.180709,0.1930254,0.21334465,0.2345938,0.25329283,0.27457976,0.29731596,0.3061919,0.3188965,0.3372014,0.3494625,0.36131105,0.3791999,0.39706028,0.41392356,0.41225988,0.4134656,0.42328736,0.4267133,0.43430638,0.45195043,0.48064697,0.48105714,0.43189794,0.41896167,0.4443374,0.45701826,0.46465003,0.45867175,0.4600604,0.43925527,0.42715546,0.40747458,0.38647088,0.37349838,0.3599513,0.32543385,0.30563945
32644,evi,mean5x5,0.32693264,0.30029225,0.2866778,0.27862564,0.2630266,0.25381473,0.24556887,0.230794,0.22907093,0.23027782,0.23516192,0.23668304,0.24113369,0.2296185,0.23423892,0.2410883,0.25622958,0.26843202,0.2844015,0.29358092,0.30562335,0.30781803,0.31851628,0.332271,0.34195152,0.35191962,0.36440507,0.37881282,0.39531863,0.3971186,0.4028061,0.41554302,0.4250426,0.4351613,0.45356217,0.48107472,0.47664246,0.4431616,0.43875936,0.45097294,0.46105495,0.46273473,0.46171147,0.462665,0.44644547,0.4318439,0.41360295,0.3891802,0.38193896,0.36973363,0.3467775,0.34162632
32644,kndvi,center,0.57581705,0.55760366,0.53227574,0.50330645,0.49301997,0.54674536,0.58761203,0.6220109,0.6322279,0.66062075,0.55966663,0.4440811,0.33162743,0.26174927,0.2331328,0.2786019,0.3430578,0.42822552,0.4990047,0.5101511,0.52795225,0.50211966,0.47111475,0.46142983,0.46949157,0.4580844,0.495569,0.5288474,0.54155076,0.533505,0.55040723,0.560814,0.5458668,0.55173725,0.55862564,0.56942713,0.57160074,0.60275525,0.6056985,0.5963454,0.59664994,0.5960307,0.594696,0.5900447,0.58746094,0.5951338,0.5966243,0.5385087,0.5467539,0.55881166,0.55313104,0.5378995
32644,kndvi,mean5x5,0.5438101,0.52199274,0.5025493,0.4868476,0.47376704,0.48781896,0.4815122,0.44375116,0.44759354,0.4708975,0.42339295,0.3741421,0.34969082,0.2874431,0.24514562,0.26623362,0.31236774,0.36431628,0.409659,0.4247347,0.44291937,0.4207899,0.40261498,0.4019105,0.41103005,0.40741158,0.43322963,0.45988536,0.4794081,0.48389667,0.5048244,0.52378,0.52433157,0.53320414,0.54346776,0.5546927,0.5650965,0.60369337,0.6007875,0.5851187,0.5836806,0.5801657,0.58162504,0.57352406,0.57284313,0.5705111,0.56222206,0.50384873,0.51437736,0.5175494,0.5125929,0.5103852
32644,nbr,center,0.77454954,0.76747316,0.73968,0.7165425,0.7045861,0.6925147,0.6807728,0.6927637,0.68297195,0.6844948,0.65634984,0.5936044,0.51552874,0.47711986,0.47413647,0.4921175,0.55266535,0.6305571,0.70509285,0.7211891,0.7248921,0.7006374,0.6735159,0.651721,0.6429919,0.6358391,0.64779806,0.66156024,0.669193,0.6862698,0.69611233,0.7086157,0.71950483,0.73121643,0.7268073,0.73136497,0.75260043,0.74003494,0.7639666,0.76363677,0.7617838,0.759441,0.75224096,0.75239164,0.75624937,0.7633684,0.77953964,0.7415271,0.7532552,0.7630257,0.7552786,0.732559
32644,nbr,mean5x5,0.7179985,0.6989362,0.68576396,0.6782545,0.67938125,0.6904326,0.69528204,0.67466044,0.68262017,0.67606217,0.64300406,0.60219383,0.5759937,0.52138084,0.5087183,0.52188593,0.5542873,0.59329736,0.6353009,0.6367587,0.6303902,0.61568594,0.59933287,0.5833836,0.576818,0.57438534,0.5809347,0.5909427,0.6033032,0.6295999,0.65044504,0.6637318,0.68843114,0.7015825,0.70298606,0.70082426,0.739582,0.7279293,0.74279565,0.73951495,0.7407868,0.7387482,0.7375083,0.7254131,0.72393763,0.7221671,0.7196109,0.68806314,0.7022496,0.70193696,0.6996108,0.6990643
32644,savi,center,0.29358238,0.26284525,0.23855689,0.21571738,0.19280735,0.1829007,0.17812444,0.18033381,0.18025184,0.18791084,0.1840927,0.17117964,0.15282011,0.14563943,0.15343298,0.16959944,0.19652136,0.22826162,0.2571302,0.27803487,0.30208185,0.31020692,0.32052717,0.33753842,0.3485751,0.35657555,0.37749013,0.3961285,0.4098841,0.40837857,0.41283095,0.42120424,0.41955626,0.42504847,0.4397746,0.45876732,0.46403188,0.43571424,0.4250162,0.44198522,0.44835672,0.45328152,0.4477681,0.44819084,0.43101153,0.42126986,0.40295964,0.37590057,0.365187,0.35256025,0.32551557,0.3089997
32644,savi,mean5x5,0.33884394,0.3156505,0.30134973,0.29097933,0.27464163,0.26656407,0.25584963,0.2347581,0.2328408,0.23929563,0.23690821,0.23019171,0.23045099,0.2111833,0.20593059,0.21431562,0.23650764,0.25829896,0.28116435,0.29364324,0.30815387,0.30738807,0.31370273,0.32560936,0.3345349,0.34199548,0.35743934,0.37276578,0.3884655,0.39049447,0.39839774,0.40975273,0.41551006,0.42344597,0.4390622,0.46001098,0.46140167,0.44384968,0.440983,0.44584778,0.45152438,0.451163,0.44863522,0.4472195,0.43546236,0.42478386,0.40920883,0.38250652,0.3770257,0.36693966,0.34832153,0.34442756
32645,ndvi,center,0.7770962,0.7606889,0.74397457,0.7465387,0.7461347,0.7447811,0.7443805,0.74057335,0.74312603,0.75585425,0.720608,0.64539295,0.5500833,0.4219539,0.31692415,0.2924462,0.35073793,0.4316629,0.52766746,0.60220367,0.65915376,0.6464417,0.6322386,0.6412178,0.64873856,0.6407039,0.6624827,0.68031234,0.68979347,0.6947585,0.706948,0.7150583,0.71447635,0.7204658,0.72606957,0.7467205,0.7533295,0.774162,0.8184664,0.7962071,0.7963501,0.78959626,0.7925669,0.78175145,0.7874429,0.7913466,0.7876684,0.73519737,0.7415488,0.75080997,0.7438331,0.7413177
32645,ndvi,mean5x5,0.7393404,0.71592116,0.69478834,0.67895126,0.6678974,0.67099226,0.6671296,0.65032613,0.6548143,0.6729531,0.6356045,0.57445526,0.5120667,0.42478344,0.36876777,0.37636158,0.42800513,0.49767333,0.5676885,0.59847414,0.6277598,0.6167566,0.6015983,0.599595,0.6055561,0.6029823,0.6253642,0.65204084,0.67322713,0.6877608,0.70884085,0.7284663,0.73394424,0.746061,0.7535961,0.76603544,0.77404696,0.81028205,0.81401926,0.795832,0.79343843,0.78736025,0.7859525,0.7737175,0.7794075,0.7780802,0.7709893,0.7220244,0.73129076,0.7278089,0.71999747,0.7152878
