"source","n","q","reps","alpha_mean","alpha_lo","alpha_hi","beta_mean","beta_lo","beta_hi","gamma_mean","gamma_lo","gamma_hi"
"living_trees",475,0,100,3.62054736842105,3.43121052631579,3.78536842105263,18.0728733904646,16.6372882631466,19.376124775045,65.39,61.475,69
"living_trees",475,1,100,2.2476783010474,2.13440106535709,2.35549188799723,12.7651192837907,12.1138269659092,13.364407557564,28.6856918968705,27.025273278771,30.4986879849178
"living_trees",475,2,100,1.73579431064041,1.65923593454796,1.81524018845021,10.6928450264764,9.76598570922,11.4619400677416,18.5637065690277,16.4858517512484,20.1210427185009
"living_trees",769,0,100,3.60551365409623,3.5064044213264,3.72230169050715,19.2242038493324,18.2365006316973,20.4226741851664,69.3,65.475,72
"living_trees",769,1,100,2.23564429192413,2.17118681181391,2.29148046959553,12.9837222919385,12.4521136068506,13.4345057313444,29.0249878537566,27.8541585009255,30.2812225721597
"living_trees",769,2,100,1.7275146942402,1.68581223332787,1.76809344223038,10.7837148316051,10.2344046949456,11.4157254519039,18.6306521164721,17.5073435288115,19.8707810907066
"living_trees",1247,0,100,3.61775461106656,3.54117882919006,3.70252606255012,20.0871682936335,19.0758405507248,20.8770447122822,72.66,69,75
"living_trees",1247,1,100,2.24143523762914,2.19085883206781,2.28870466164933,13.1057714579491,12.7364853238327,13.4532856356019,29.3743002125361,28.3991541549894,30.1508123152224
"living_trees",1247,2,100,1.73066814550529,1.6976596575626,1.76196479905166,10.8557337290771,10.4008515544912,11.3281221604962,18.7885296569781,17.7760734280586,19.7717535798629
"living_trees",2020,0,1,3.61089108910891,3.61089108910891,3.61089108910891,21.0474362489718,21.0474362489718,21.0474362489718,76,76,76
"living_trees",2020,1,1,2.23873266991536,2.23873266991536,2.23873266991536,13.154552935312,13.154552935312,13.154552935312,29.449527414414,29.449527414414,29.449527414414
"living_trees",2020,2,1,1.72926278983797,1.72926278983797,1.72926278983797,10.8601687864015,10.8601687864015,10.8601687864015,18.7800857736838,18.7800857736838,18.7800857736838
"pooled",10,0,100,3.933,2.495,5.5,7.06271492849345,5.54508797653959,8.56923076923077,27.56,19,40.525
"pooled",10,1,100,2.4155291180501,1.71163375698068,3.30508372340088,6.68455223890241,4.80979146916051,8.34502044351392,16.1156829241351,10.2401564455141,23.8563000806362
"pooled",10,2,100,1.86593126955405,1.41469352571694,2.40999872109964,6.53581089569961,4.21359917607157,8.79013167328199,12.2514836063496,6.82321452442415,19.3944692763295
"pooled",17,0,100,3.91588235294118,2.91029411764706,4.91323529411765,9.67532093042838,7.62175099206349,11.7920634920635,37.64,28.475,50
"pooled",17,1,100,2.3473667406885,1.83802533778001,2.92036077128802,8.88880897408942,6.32091898645344,11.4025192059649,20.7742136687992,14.4130001431625,28.4423741149766
"pooled",17,2,100,1.80978246093285,1.48668159890554,2.21084483670841,8.48891539240853,5.58819544837924,11.5677946535474,15.3522304076517,9.89077413995247,22.7160004512067
"pooled",27,0,100,3.86185185185185,3.22222222222222,4.66851851851852,12.3631317831456,9.58724150943396,15.2048086550228,47.43,37.475,58.525
"pooled",27,1,100,2.33367291888665,1.94793304736917,2.72125604178154,10.9561167981323,8.71691033378836,13.6577024899274,25.5380666078155,19.1646513374298,33.1643119615317
"pooled",27,2,100,1.7966211838458,1.53406034124942,2.09002693115122,10.0889059871561,6.99562147897509,13.7801895733629,18.1973073765419,12.1562596640079,26.1899289815916
"pooled",45,0,100,3.89577777777778,3.29944444444444,4.66777777777778,15.4885663303637,12.2223085404972,18.5723039215686,60.15,48,74
"pooled",45,1,100,2.34113040102937,1.98826632404157,2.69534431450776,13.041234261763,10.6323403860333,15.611249254192,30.5085298984932,23.8816724117466,37.8058010805426
"pooled",45,2,100,1.79886143496015,1.56763557787442,2.03243591231176,11.7270146252559,8.3198668622503,14.9252782039682,21.1190706732864,14.309365461433,28.6539058755012
"pooled",74,0,100,3.85945945945946,3.35067567567568,4.38682432432432,18.5016994767991,14.7648137254902,22.0455286561265,71.24,57.95,84.525
