plot_id,index,sos,sos_mean5x5,pos,pos_mean5x5,eos,eos_mean5x5,vsos,vsos_mean5x5,vpos,vpos_mean5x5,veos,veos_mean5x5,los,los_mean5x5,msp,msp_mean5x5,mau,mau_mean5x5,vmsp,vmsp_mean5x5,vmau,vmau_mean5x5,ampl,ampl_mean5x5,ios,ios_mean5x5,rog,rog_mean5x5,ros,ros_mean5x5,sw,sw_mean5x5,trough,trough_mean5x5,mos,mos_mean5x5,degenerate_px_frac,peak_doy_observed,peak_doy_ref,phase_group,order_coherent,anchoring_used,ref_index,anchor_circ_sd,anchor_median,aseasonal_frac,strength_median,phase_error
PCL0326,ndvi,228.0,159.6,278.0,208.16,19.0,230.92,0.4958374798297882,0.4564172115087509,0.5849159782131512,0.5723830019295215,0.4810621003309885,0.506580261683464,156.0,158.92,256.0,199.32,327.0,247.24,0.5347759316364924,0.5158930451234182,0.5499180952707926,0.524683324790001,0.362016045084844,0.2411430439054966,76.09989265402159,73.55960917376913,0.0017815699676672603,0.0016169786944795806,-0.0009797535649260633,-0.0007669219918764606,-0.670040444046964,-0.5615473337639566,0.22289993312830725,0.33123995802402495,306.0,239.06,0.16,278.0,278.0,summer_peaking,True,auto,ndvi,24.123642518136528,136.59282531176842,0.72,0.12284704619144142,
PCL0326,evi,242.0,240.88,313.0,317.64,62.0,62.0,0.104441865781943,0.10970843248565992,0.21500093092521028,0.21628525551160174,0.13158754706382753,0.1341722156325976,185.0,186.12,278.0,278.64,5.0,210.08,0.17799533357222874,0.18034176294505597,0.18227078020572662,0.18749825076262155,0.20633464677375737,0.18660082168964046,30.367936245103678,30.753053816775477,0.0015571699315953137,0.0014459891547558509,-0.0007316963496612522,-0.0007655133629795724,-0.21776142879596008,-0.29973739842383557,0.008666284151452904,0.029684433821961283,334.5,333.94,0.0,314.0,278.0,summer_peaking,True,auto,ndvi,5.7985867124044335,157.96551801484998,0.0,0.6064653636295484,
PCL0326,kndvi,221.0,179.04,278.0,221.32,5.0,212.0,0.23717215279738108,0.22543965307084435,0.33245101347565653,0.3191663210690021,0.2987423241138458,0.22695136558910214,149.0,164.36,249.0,215.52,321.0,266.88,0.27215454379717513,0.27111681648592156,0.32105910529692966,0.27581531025568645,0.2608787221299766,0.18010472157711924,38.64320351779461,39.779120144193406,0.0016715589592679904,0.0013971311444353613,-0.0003663987974109859,-0.0010869457048096345,-0.5785029315083322,-0.4265625035295988,0.07157229134567994,0.13906159949188296,295.5,261.22,0.12,278.0,278.0,summer_peaking,True,auto,ndvi,24.06009280704744,121.10203964766976,0.2,0.20416737741325527,
PCL0326,nbr,93.0,108.12,185.0,193.92,278.0,278.68,0.28799562454223626,0.27902156259218847,0.5409120953083039,0.46604105032285054,0.3334777943789959,0.3137640048265457,185.0,170.56,135.0,150.0,228.0,235.16,0.294254602988561,0.30590544937650366,0.38073608875274656,0.3185801178137461,0.33165169119834903,0.28360978809197745,66.59476214980086,54.35945260273318,0.002749092073544213,0.002353343263304662,-0.0022304763540785806,-0.001997882995457598,0.5219857200568891,0.4446024086020103,0.20926040410995483,0.18243126223087308,185.5,193.4,0.0,186.0,278.0,summer_peaking,True,auto,ndvi,12.439555656030832,24.924743607458424,0.16,0.261944077837974,
PCL0326,savi,242.0,240.6,313.0,316.2,69.0,63.96,0.11000551978747049,0.11587034769852958,0.21713032225767775,0.21847823045651119,0.13640723665555318,0.14410049468676248,192.0,188.36,277.0,277.72,5.0,195.76,0.18388282073040801,0.1863622238685687,0.19517135620117188,0.19377782074610395,0.20735950422318036,0.18549525664995115,32.40804396609465,32.177006931746504,0.0015088000347916516,0.0014003366426823718,-0.0006671329388605337,-0.0006710496302441674,-0.25992694838562785,-0.38342113580978343,0.0097708180344974,0.03298297380656004,338.0,334.78,0.0,314.0,278.0,summer_peaking,True,auto,ndvi,5.782322167416776,159.9150486728986,0.0,0.5769159299307602,
PCL0327,ndvi,143.0,144.76,278.0,265.64,328.0,323.88,0.48441620588302614,0.4574508592128754,0.5832412511110305,0.5796078816533089,0.5214210331439972,0.5167360980709395,185.0,179.12,207.0,204.16,299.0,293.64,0.46041102409362794,0.48721949058373765,0.5588784088691076,0.5344690079887708,0.20222022831439967,0.21903657696520287,86.84152830084165,84.61693786263665,0.0007320373720592918,0.0011573713586258076,-0.001236404359340666,-0.0012343728725089432,-0.32069774434447135,-0.6398165418785284,0.38102102279663086,0.360571304688106,235.5,234.32,0.0,278.0,278.0,summer_peaking,True,auto,ndvi,26.826810453231936,80.03700729046727,0.76,0.10561609805209649,
PCL0327,evi,242.0,243.68,313.0,321.88,48.0,58.08,0.11229882662494976,0.1116715605755647,0.19465533395608264,0.19215182437499365,0.11156949202219646,0.11264366813898087,171.0,179.4,278.0,282.72,363.0,153.44,0.16699590906500816,0.16984975517292814,0.180223286151886,0.15638580455382664,0.16364978961646554,0.1658803378140554,24.880961242193976,26.391317462684214,0.001159950807480745,0.0010834757228314173,-0.0008308584193388619,-0.0008109212495306699,-0.14474009542271088,-0.2555881398603796,0.031005544339617098,0.02627148656093826,327.5,333.38,0.0,314.0,278.0,summer_peaking,True,auto,ndvi,3.813377421416641,153.41228789441334,0.0,0.6156678732007591,
PCL0327,kndvi,200.0,147.48,278.0,248.48,335.0,327.48,0.18345412194728852,0.22529595053792,0.33286599616209667,0.3299593598802884,0.23692809343338012,0.250473297427098,135.0,180.0,242.0,197.84,306.0,288.44,0.2671733289957047,0.2545336814959844,0.3054227960606416,0.28461593986352285,0.1880311946074168,0.1889809601126821,34.824042391702534,44.90619085176439,0.0019155368489077967,0.0014474398989028437,-0.0016831211005037992,-0.0012999498041357113,-1.1381525826725565,-0.5818204731316589,0.14483480155467987,0.14097839976760637,267.5,237.48,0.0,278.0,278.0,summer_peaking,True,auto,ndvi,20.07476722301913,57.229487056632934,0.16,0.19729684271572803,
PCL0327,nbr,107.0,113.72,178.0,188.76,285.0,278.56,0.1963559369246165,0.23786080237229665,0.6260146184762319,0.48508481663862857,0.33031628628571824,0.3041159035017093,178.0,164.84,142.0,150.24,228.0,232.76,0.2480791852871577,0.29546676191203297,0.3266468346118927,0.334282520588239,0.5035909621914227,0.3684857137242952,61.746508580843596,53.24915762341818,0.0060515307260790895,0.003409702620610867,-0.0027635358148646134,-0.0022163479402176763,0.7526465500124296,0.3104651815575734,0.12242365628480911,0.11659910291433334,196.0,196.14,0.0,178.0,278.0,summer_peaking,True,auto,ndvi,6.55531970667905,32.06889067865973,0.0,0.4132118567194158,
PCL0327,savi,242.0,242.28,313.0,317.56,55.0,60.32,0.1190827657779058,0.11548551724354426,0.20266726464033127,0.1993338461518288,0.11552937130133309,0.12268470975955328,178.0,183.04,278.0,279.56,5.0,94.36,0.1766631230711937,0.17710490469137827,0.15975354611873627,0.1655814503033956,0.16726333846648533,0.16960039830853543,27.15521072198947,28.3608234026889,0.0011772464628510629,0.0011451830156356544,-0.0008143728349439082,-0.0007230885468062424,-0.1644301739803242,-0.28744482909880176,0.035403926173845926,0.029733447843293348,331.0,333.8,0.0,314.0,278.0,summer_peaking,True,auto,ndvi,3.5735263730988542,155.2297675411927,0.0,0.5907202146247152,
PCL0328,ndvi,193.0,155.4,356.0,278.28,364.0,311.76,0.5692770552635193,0.5653336396535238,0.655320942401886,0.6659334016203879,0.6395478248596191,0.6309327306946119,171.0,156.36,278.0,216.52,1.0,251.48,0.6400638411442439,0.6203184619069099,0.5995674729347229,0.6313730764786402,0.12220589319864905,0.15890054944753645,96.36211434861025,86.52483560939828,0.0005278766082108383,0.0008776229914221643,-0.0019716396927833557,-0.0013011482547741924,0.18204586528493386,-0.2861146678173854,0.5331150492032369,0.5070328521728515,278.5,233.58,0.0,356.0,356.0,summer_peaking,True,auto,ndvi,20.06610433922563,97.76335551508566,1.0,0.0656755941483826,
PCL0328,evi,214.0,242.0,364.0,319.68,1.0,61.4,0.22526479442914327,0.21113676015237967,0.2890067398548126,0.26606306225061416,0.2185855656862259,0.18174477174679438,,170.54166666666666,292.0,297.16,1.0,28.72,0.25420369642476237,0.2325896820972363,0.2185855656862259,0.2051267731587092,0.11709079325199129,0.1406405162215233,,35.24442530477575,0.0004249463028377957,0.0007667931308904187,0.00019399772498233258,-0.0012795323923777207,,-0.3494448556863113,0.17191594660282133,0.12542254602909086,,328.4375,0.0,364.0,356.0,summer_peaking,True,auto,ndvi,9.868337175149595,144.7469414829888,0.08,0.2692172738451379,
PCL0328,kndvi,178.0,156.52,356.0,278.2,364.0,264.4,0.33147159695625306,0.33057341169516247,0.4048578441143036,0.4171226659138998,0.38764145970344543,0.37180703816811245,186.0,166.28,264.0,216.8,1.0,256.44,0.3684357191125552,0.3648047200163205,0.34475696086883545,0.3745282968084018,0.12136334180831909,0.1552218776245912,61.4824164707462,54.49148978918989,0.0004122822874047783,0.000771233255514652,-0.0021520480513572693,-0.0013963741737623642,-0.6259426144581036,-0.10367224421712759,0.2834945023059845,0.2619007882893085,271.0,239.66,0.0,356.0,356.0,summer_peaking,True,auto,ndvi,20.420632283242096,96.04462133549043,0.72,0.11107703617431396,
PCL0328,nbr,171.0,140.32,364.0,262.56,1.0,183.88,0.4356709106763204,0.41251519235769907,0.5242023468017578,0.5249793700635433,0.42024946212768555,0.4544308918376763,,170.23529411764707,264.0,200.88,1.0,128.4,0.4899300751586755,0.4457479894359907,0.42024946212768555,0.4425145967662334,0.16277920206387841,0.17609560992717743,,68.97642024602375,0.0004587121042768777,0.0024072989777630025,0.00028637158312416603,-0.0008297038647052403,,0.028586241885767572,0.3614231447378794,0.3488837601363659,,206.2941176470588,0.0,364.0,356.0,summer_peaking,True,auto,ndvi,27.713062240136985,87.03950203399489,0.84,0.08866708238267165,
PCL0328,savi,200.0,250.16,364.0,362.84,1.0,53.84,0.21581552624702455,0.21335070365170636,0.2960028052330017,0.2732793188095093,0.2315574735403061,0.1940743101040522,,171.27272727272728,285.0,307.68,1.0,24.52,0.259818426022927,0.2375436510493358,0.2315574735403061,0.2114665501912435,0.11603046218554178,0.1404677160600821,,35.9216447434089,0.0004889468230852266,0.0005341069077572845,0.0001775353490156904,-0.0011690183989308434,,-0.1865407090205806,0.17997234304745993,0.13281160274942716,,340.40909090909093,0.0,364.0,356.0,summer_peaking,True,auto,ndvi,9.137588273746976,147.31410514705954,0.12,0.24926608853697266,
PCL0329,ndvi,214.0,208.8,257.0,264.24,363.0,128.88,0.473188919822375,0.4759947929193576,0.784837653239568,0.67017491218249,0.5534093976020813,0.5447810107469558,149.0,168.28,235.0,236.08,313.0,305.4,0.6889732539653777,0.5469943009664615,0.6002296338478723,0.6066776146292686,0.785038848221302,0.5067353711386522,86.11311163276433,91.39871306017389,0.007247644963190535,0.0044295611391689995,-0.0021832854305423276,-0.0011533345220521567,0.5087460257791897,-0.8501061449402824,-0.00020119498173396533,0.1634395410438379,288.5,292.94,0.0,257.0,257.0,winter_peaking,True,auto,ndvi,19.987125536899793,138.87856059677893,0.0,0.26163537401199816,
