run_id,family,features,index,substrate,fusion,model,facet,target,n,seeds,R2,R2_sd,nRMSE,RMSE,Bias,nBias,spearman
RF03_curve-topo-area_ndvi,RF,curve+topo+area,ndvi,,none,RF,alpha,hill_q2,1082,3,0.3238744896083672,0.0037201052999343035,0.1547479043700162,2.47596646992026,-0.26164735492361074,-0.016352959682725668,0.5645921786732379
RF04_lsp-curve-topo-area_kndvi,RF,lsp+curve+topo+area,kndvi,,none,RF,alpha,hill_q2,1082,3,0.32190141993163235,0.004859473347104351,0.1549732599500339,2.479572159200543,-0.2778573533382862,-0.01736608458364288,0.5632532995017796
C2D02_serpentine_kndvi_mixup,C2D,topo+area,kndvi,serpentine,late,C2D-B,alpha,hill_q2,1082,3,0.3184401395190416,0.013885536892952056,0.15536356306198154,2.4858170089917055,-0.06823455508822669,-0.004264659693014168,0.5316676634401044
C2D07_hilbert_kndvi_calendar,C2D,topo+area,kndvi,hilbert,late,C2D-B,alpha,hill_q2,1082,3,0.3153137516344349,0.01096860489065863,0.15572156748639954,2.491545079782393,-0.0628970197344,-0.003931063733399998,0.5327388880011713
MLP03_lsp-curve-qc_kndvi,MLP,lsp+curve+qc,kndvi,tabular,late,MLP-B,alpha,hill_q2,1082,3,0.31128345165806137,0.021287914851633293,0.1561699946190687,2.4987199139051,0.037487224005436165,0.002342951500339759,0.5409341040898515
RF04_lsp-curve-topo-area_ndvi,RF,lsp+curve+topo+area,ndvi,,none,RF,alpha,hill_q2,1082,3,0.31017582780077785,0.001679745455595163,0.15630799773872017,2.5009279638195228,-0.2876590179049772,-0.017978688619061073,0.5527300738402011
C2D02_serpentine_kndvi_film,C2D,topo+area,kndvi,serpentine,film,C2D-B,alpha,hill_q2,1082,3,0.3089286733347008,0.015236169426910142,0.1564430063550449,2.503088101680719,0.0676165790010143,0.0042260361875633935,0.5118059767643622
C2D02_serpentine_kndvi,C2D,topo+area,kndvi,serpentine,late,C2D-B,alpha,hill_q2,1082,3,0.30883979202531747,0.022452442719484527,0.15644573060886538,2.5031316897418465,-0.06197480519582801,-0.003873425324739249,0.5220433828347452
MLP04_curve_all,MLP,curve_all,,tabular,late,MLP-A,alpha,hill_q2,1082,3,0.3075315268536571,0.014293294228792636,0.15660178412735618,2.5056285460376997,-0.08863590014076395,-0.005539743758797744,0.5486532904003338
RF03_curve-topo-area_evi,RF,curve+topo+area,evi,,none,RF,alpha,hill_q2,1082,3,0.30619659660140824,0.002285321264004662,0.15675811443608326,2.508129830977333,-0.27532435752336476,-0.01720777234521029,0.5385834807485336
C2D07_hilbert_kndvi,C2D,topo+area,kndvi,hilbert,late,C2D-B,alpha,hill_q2,1082,3,0.3047432401309402,0.01163699555976583,0.15691867988938177,2.510698878230109,-0.0805089550686474,-0.00503180969179046,0.5211871187004663
RF06_curve_all-topo-area,RF,curve_all+topo+area,,,none,RF,alpha,hill_q2,1082,3,0.304357544515966,0.00413596140645628,0.1569654138687147,2.5114466218994362,-0.2885082774454933,-0.018031767340343327,0.5636565320300817
C2D01_reshape_nbr,C2D,topo+area,nbr,reshape,late,C2D-B,alpha,hill_q2,1082,3,0.3020885966124292,0.016894738198466642,0.15721402681621802,2.51542442905949,-0.05164018823310331,-0.003227511764568954,0.5290214919090173
RF03_curve-topo-area_kndvi_v2,RF,curve+topo+area,kndvi,,none,RF,alpha,hill_q2,1082,3,0.3008808106917627,0.004516963500962862,0.15735708728465053,2.517713396554409,-0.2340797665921075,-0.014629985412006717,0.5415118468510305
C2D07_hilbert_kndvi_wX,C2D,topo+area,kndvi,hilbert,late,C2D-X,alpha,hill_q2,1082,3,0.30054251838895485,0.053727984048406285,0.15731645556591586,2.5170632890546547,0.12450246235610196,0.00778140389725637,0.5350137116368153
C2D02_serpentine_kndvi_calendar,C2D,topo+area,kndvi,serpentine,late,C2D-B,alpha,hill_q2,1082,3,0.2991480060057588,0.01822965137004753,0.1575436882682027,2.5206990122912436,-0.07541293914523484,-0.004713308696577178,0.5119286031593272
C2D07_hilbert_kndvi_wC,C2D,topo+area,kndvi,hilbert,late,C2D-C,alpha,hill_q2,1082,3,0.2981328108140759,0.016044088684718256,0.1576597694164498,2.5225563106631976,0.016546187930662468,0.0010341367456664027,0.5215102276442823
RF03_curve-topo-area_savi,RF,curve+topo+area,savi,,none,RF,alpha,hill_q2,1082,3,0.29752208295575344,0.0015414212326493363,0.15773511049015523,2.5237617678424846,-0.2705733176537461,-0.016910832353359127,0.5256087386973921
RF01_lsp-topo-area_kndvi,RF,lsp+topo+area,kndvi,,none,RF,alpha,hill_q2,1082,3,0.2955786460835946,0.0038986283286466996,0.15795281093612157,2.527244974977945,-0.26686699151437066,-0.016679186969648166,0.5492670328779427
C2D02_serpentine_ndvi,C2D,topo+area,ndvi,serpentine,late,C2D-B,alpha,hill_q2,1082,3,0.2949918451947002,0.01589739064678976,0.1580123340106129,2.5281973441698065,-0.09813920256199914,-0.006133700160124944,0.5357551482636532
C2D09_spectrogram_kndvi,C2D,topo+area,kndvi,spectrogram,late,C2D-B,alpha,hill_q2,1082,3,0.2935168636166507,0.013235992071113603,0.1581795505979017,2.530872809566428,-0.056807573045198234,-0.003550473315324889,0.5073978523470173
RF01_lsp-topo-area_ndvi,RF,lsp+topo+area,ndvi,,none,RF,alpha,hill_q2,1082,3,0.292135893874426,0.001475375058171487,0.15833867214658315,2.533418754345331,-0.26988245801181193,-0.016867653625738246,0.5387042892057977
MLP02_curve_nbr,MLP,curve,nbr,tabular,late,MLP-B,alpha,hill_q2,1082,3,0.29191951430363877,0.033372602856161664,0.1583332253712785,2.533331605940457,-0.009057323372369636,-0.0005660827107731034,0.5527331355618162
C2D02_serpentine_kndvi_wC,C2D,topo+area,kndvi,serpentine,late,C2D-C,alpha,hill_q2,1082,3,0.2915233262210171,0.032127633154977304,0.15837981741675466,2.5340770786680746,-0.0237333003485805,-0.0014833312717862828,0.5329841267396636
C2D02_serpentine_kndvi_wA,C2D,topo+area,kndvi,serpentine,late,C2D-A,alpha,hill_q2,1082,3,0.291451323400544,0.013773427061028643,0.1584102607247396,2.5345641715958345,-0.13993164920935378,-0.00874572807558461,0.48423189500891123
C2D07_hilbert_kndvi_wA,C2D,topo+area,kndvi,hilbert,late,C2D-A,alpha,hill_q2,1082,3,0.29007250862846595,0.014156525120349242,0.1585641052876582,2.5370256846025323,-0.15268753924670042,-0.009542971202918776,0.4784263321028796
RF03_curve-topo-area_ndvi_v2,RF,curve+topo+area,ndvi,,none,RF,alpha,hill_q2,1082,3,0.2895336945159346,0.005544028700107251,0.15862869358217072,2.5380590973147323,-0.22443315332064664,-0.014027072082540412,0.5474612711770744
C2D07_hilbert_ndvi,C2D,topo+area,ndvi,hilbert,late,C2D-B,alpha,hill_q2,1082,3,0.28931790903990473,0.028496485992945162,0.15863252727501786,2.5381204364002867,-0.0507435309411998,-0.0031714706838249867,0.5127623424997093
RF02_lsp-qc-topo-area_kndvi,RF,lsp+qc+topo+area,kndvi,,none,RF,alpha,hill_q2,1082,3,0.28928543070649004,0.004200601554031407,0.1586567510746262,2.5385080171940198,-0.2722152265489522,-0.01701345165930951,0.5405430805319522
RF04_lsp-curve-topo-area_evi,RF,lsp+curve+topo+area,evi,,none,RF,alpha,hill_q2,1082,3,0.2891453179064613,0.0026688031783507,0.15867266437392014,2.5387626299827226,-0.3058020929451445,-0.019112630809071524,0.5418457166922805
RF03_curve-topo-area_nbr,RF,curve+topo+area,nbr,,none,RF,alpha,hill_q2,1082,3,0.28689166019265167,0.0014049485405950328,0.1589241244778401,2.5427859916454425,-0.27391115234722,-0.017119447021701244,0.5469042400621148
C2D01_reshape_ndvi,C2D,topo+area,ndvi,reshape,late,C2D-B,alpha,hill_q2,1082,3,0.28636689101244217,0.05813108278250711,0.15889530928416196,2.5423249485465926,-0.04943953222624453,-0.0030899707641402815,0.4991028269773922
C2D06_cwt_kndvi,C2D,topo+area,kndvi,cwt,late,C2D-B,alpha,hill_q2,1082,3,0.2840774022311259,0.016150878543704145,0.15923069213150629,2.547691074104101,-0.10510674309458919,-0.006569171443411821,0.4856166368111659
C2D07_hilbert_nbr,C2D,topo+area,nbr,hilbert,late,C2D-B,alpha,hill_q2,1082,3,0.2839937341910626,0.031107845819503637,0.15922191867418298,2.5475506987869285,-0.07643145561076936,-0.004776965975673086,0.5332050074699312
RF02_lsp-qc-topo-area_ndvi,RF,lsp+qc+topo+area,ndvi,,none,RF,alpha,hill_q2,1082,3,0.2833328454944543,0.0016337714847868398,0.15932017418722202,2.5491227869955533,-0.2773808024659387,-0.01733630015412117,0.5313709050961778
MLP02_curve_evi,MLP,curve,evi,tabular,late,MLP-B,alpha,hill_q2,1082,3,0.28316093102993595,0.04875127446955843,0.15927722429087907,2.5484355886540655,-0.03732070074015037,-0.002332543796259398,0.5316372274816119
MLP01_lsp_savi,MLP,lsp,savi,tabular,late,MLP-B,alpha,hill_q2,1082,3,0.28301883909508074,0.031536298080900776,0.15932948316986248,2.5492717307178,0.038678712847110004,0.0024174195529443744,0.4962318010121589
RF04_lsp-curve-topo-area_savi,RF,lsp+curve+topo+area,savi,,none,RF,alpha,hill_q2,1082,3,0.27993662132241315,0.01092106870790297,0.1596942392490851,2.555107827985363,-0.2965864334638658,-0.018536652091491607,0.5314877623843196
RF03_curve-topo-area_nbr_v2,RF,curve+topo+area,nbr,,none,RF,alpha,hill_q2,1082,3,0.2789061814442109,0.006655008515450046,0.15981039281087894,2.5569662849740635,-0.26388234348012996,-0.01649264646750812,0.5292791315173636
MLP01_lsp_ndvi,MLP,lsp,ndvi,tabular,late,MLP-B,alpha,hill_q2,1082,3,0.27869431415328694,0.031433863199540044,0.15980999701195067,2.5569599521912116,-0.07048175566435226,-0.0044051097290220146,0.527764765774557
MLP01_lsp_kndvi,MLP,lsp,kndvi,tabular,late,MLP-B,alpha,hill_q2,1082,3,0.27865663443641137,0.02476174553588783,0.15982362655273752,2.5571780248438016,-0.013627771104537065,-0.0008517356940335666,0.5257385458988869
RF03_curve-topo-area_savi_v2,RF,curve+topo+area,savi,,none,RF,alpha,hill_q2,1082,3,0.27793134234585726,0.00213596905801417,0.15991939597883234,2.5587103356613174,-0.24658614470184723,-0.015411634043865448,0.5084207469973512
RF03_curve-topo-area_evi_v2,RF,curve+topo+area,evi,,none,RF,alpha,hill_q2,1082,3,0.27780258685328935,0.0025734266138355867,0.15993360089973013,2.5589376143956826,-0.2743210743912937,-0.017145067149455854,0.5099884132374989
RF01_lsp-topo-area_nbr,RF,lsp+topo+area,nbr,,none,RF,alpha,hill_q2,1082,3,0.27753312662639956,0.008157471476776293,0.1599619049703127,2.5593904795250038,-0.30083479383436335,-0.01880217461464771,0.5305854676529357
C2D07_hilbert_kndvi_v2,C2D,topo+area,kndvi,hilbert,late,C2D-B,alpha,hill_q2,1082,3,0.2774887301866379,0.007301106714576642,0.15996716066953862,2.5594745707126183,-0.09592189096201025,-0.005995118185125639,0.497481751231239
RF02_lsp-qc-topo-area_nbr,RF,lsp+qc+topo+area,nbr,,none,RF,alpha,hill_q2,1082,3,0.2745780915890455,0.0037422741652598235,0.16029005636267116,2.5646409018027385,-0.299038021027704,-0.018689876314231496,0.5229380264217631
C2D07_hilbert_kndvi_nperSample,C2D,topo+area,kndvi,hilbert,late,C2D-B,alpha,hill_q2,1082,3,0.2743911894051025,0.02551504906742064,0.1602944708248948,2.5647115331983175,-0.027002129728654057,-0.0016876331080408807,0.5078346358463915
C2D02_serpentine_nbr,C2D,topo+area,nbr,serpentine,late,C2D-B,alpha,hill_q2,1082,3,0.2736782884545377,0.03088197962619063,0.16036553488131447,2.565848558101032,-0.011325161424824834,-0.0007078225890515526,0.5276000268255754
RF04_lsp-curve-topo-area_nbr,RF,lsp+curve+topo+area,nbr,,none,RF,alpha,hill_q2,1082,3,0.27353531968341604,0.003009818333360088,0.16040534678713306,2.56648554859413,-0.3036675265071876,-0.01897922040669922,0.5409686329792311
C2D01_reshape_kndvi_v2,C2D,topo+area,kndvi,reshape,late,C2D-B,alpha,hill_q2,1082,3,0.27090687316948797,0.012674086733112726,0.16069143223741286,2.5710629157986062,-0.07596538727204256,-0.0047478367045026585,0.5073162400061194
MLP02_curve_savi,MLP,curve,savi,tabular,late,MLP-B,alpha,hill_q2,1082,3,0.27072040099250766,0.013245220937042609,0.1607116125058571,2.5713858000937146,-0.01611065250303213,-0.0010069157814395072,0.531261477775402
C1D01_curve1d_nbr,C1D,topo+area,nbr,curve1d,late,C1D-B,alpha,hill_q2,1082,3,0.26857004750628705,0.020657159702995417,0.16094215214437033,2.575074434309925,-0.1219547286852597,-0.007622170542828731,0.512790253565164
C2D01_reshape_kndvi,C2D,topo+area,kndvi,reshape,late,C2D-B,alpha,hill_q2,1082,3,0.26655349030491743,0.02602503776911385,0.161157601729315,2.5785216276690406,-0.0779450502312919,-0.004871565639455743,0.5080357362941819
C2D02_serpentine_kndvi_v2,C2D,topo+area,kndvi,serpentine,late,C2D-B,alpha,hill_q2,1082,3,0.26654196986085504,0.02333083999282539,0.16116229901733567,2.578596784277371,-0.07513733248056993,-0.004696083280035622,0.501680602257435
C2D07_hilbert_kndvi_film,C2D,topo+area,kndvi,hilbert,film,C2D-B,alpha,hill_q2,1082,3,0.2632382853687886,0.03007187909216923,0.1615159495409847,2.5842551926557555,0.03404190141846217,0.0021276188386538854,0.5220148241445314
C2D02_serpentine_kndvi_wX,C2D,topo+area,kndvi,serpentine,late,C2D-X,alpha,hill_q2,1082,3,0.2626515926953707,0.016721653165127918,0.16159571723393382,2.5855314757429415,0.06356162301603661,0.003972601438502284,0.5268671252966106
RF05_lsp_all-topo-area,RF,lsp_all+topo+area,,,none,RF,alpha,hill_q2,1082,3,0.2620732188055545,0.0037781818053185617,0.16166570401471955,2.586651264235513,-0.3126627258705174,-0.01954142036690733,0.5372665186379448
C2D11_pxcube_kndvi,C2D,topo+area,kndvi,pxcube,late,C2D-B,alpha,hill_q2,1082,3,0.26171077001248494,0.01611900548884839,0.16169937124437592,2.587189939910015,-0.12053061389801793,-0.007533163368626117,0.45086674895298867
MLP01_lsp_nbr,MLP,lsp,nbr,tabular,late,MLP-B,alpha,hill_q2,1082,3,0.26032557933888717,0.03288212305471774,0.16183055803036703,2.5892889284858733,-0.001418581970447567,-8.866137315297236e-05,0.5117552186605979
MLP01_lsp_evi,MLP,lsp,evi,tabular,late,MLP-B,alpha,hill_q2,1082,3,0.2602465178817826,0.02286222559397015,0.1618531052321831,2.58964968371493,-0.004401138113153995,-0.00027507113207212466,0.48959970913594697
RF01_lsp-topo-area_evi,RF,lsp+topo+area,evi,,none,RF,alpha,hill_q2,1082,3,0.25617041171457444,0.004598077964015114,0.16231085082526175,2.5969736132041894,-0.3083757845028005,-0.019273486531425025,0.516280399660895
C1D01_curve1d_ndvi,C1D,topo+area,ndvi,curve1d,late,C1D-B,alpha,hill_q2,1082,3,0.25172800724386096,0.032000625271615436,0.16277041512882262,2.6043266420611624,-0.0898391100776203,-0.005614944379851269,0.511976531040457
C1D02_curve5,C1D,topo+area,,curve5,late,C1D-B,alpha,hill_q2,1082,3,0.2502922139454676,0.044454869824287674,0.16290430845283735,2.6064689352453985,-0.051994380172037696,-0.0032496487607523556,0.49459136121965114
C2D02_serpentine_kndvi_nperSample,C2D,topo+area,kndvi,serpentine,late,C2D-B,alpha,hill_q2,1082,3,0.2485743397714496,0.002788904694323192,0.16313784534106215,2.610205525456995,-0.036751220559507865,-0.002296951284969241,0.497217620077941
C2D01_reshape_savi,C2D,topo+area,savi,reshape,late,C2D-B,alpha,hill_q2,1082,3,0.24141665428867418,0.02057120144302903,0.16390319011343432,2.62245104181495,-0.03874973184400964,-0.0024218582402506,0.4663115341271191
RF01_lsp-topo-area_savi,RF,lsp+topo+area,savi,,none,RF,alpha,hill_q2,1082,3,0.24098197419812073,0.002498461886036565,0.16395998256185054,2.62335972098961,-0.31957203731321915,-0.019973252332076186,0.5209359622341702
RF08_lsp-curve-topo_ndvi,RF,lsp+curve+topo,ndvi,,none,RF,alpha,hill_q2,1082,3,0.2386783476369805,0.005772052235718035,0.16420796730409817,2.627327476865572,-0.2548785725339602,-0.015929910783372504,0.502215070158718
RF08_lsp-curve-topo_kndvi,RF,lsp+curve+topo,kndvi,,none,RF,alpha,hill_q2,1082,3,0.23812948521659602,0.004514530637397071,0.16426745348916091,2.6282792558265746,-0.2549030145813992,-0.015931438411337446,0.5043268365585012
C2D07_hilbert_savi,C2D,topo+area,savi,hilbert,late,C2D-B,alpha,hill_q2,1082,3,0.23628342072863026,0.023356820099405914,0.1644540453175072,2.6312647250801158,-0.035346839754522026,-0.002209177484657628,0.48185910499268103
C2D02_serpentine_evi,C2D,topo+area,evi,serpentine,late,C2D-B,alpha,hill_q2,1082,3,0.23592641161053404,0.017942337160078606,0.16449768074265336,2.6319628918824547,-0.038454643272128164,-0.0024034152045080115,0.4838216954051075
