sample_id,X,Y,lon,lat,year,win_start,win_end,cell,mb_code,mb_class,mb_year_used,mb_delta,n_obs,DI,inside
U006626,294484.133474736,6445867.988844739,-71.17805122600507,-32.10482940211793,2026,2024,2026,29_645,12,Grassland,2024,-2,183,0.14333540239901976,True
U006627,288733.5026431873,6454498.889403602,-71.23706123311163,-32.02596088472259,2026,2024,2026,29_645,3,Forest,2024,-2,183,0.42642536816251075,False
U006628,288472.6166340236,6464822.394148959,-71.23756129092699,-31.932846425681216,2020,2018,2020,29_646,66,Shrubland,2020,0,182,0.1232111050721474,True
U006629,289746.6466385985,6457353.482522673,-71.22571782140011,-32.00041558564731,2020,2018,2020,29_646,66,Shrubland,2020,0,184,0.31814915414371514,True
U006630,285628.2712813502,6464464.596304897,-71.26770830426815,-31.93553842408624,2020,2018,2020,29_646,66,Shrubland,2020,0,183,0.08933308846843553,True
U006631,288681.0407111479,6458436.358219016,-71.23675378164107,-31.990455191548723,2020,2018,2020,29_646,66,Shrubland,2020,0,180,0.2944078450054645,True
U006632,289767.6553886161,6460041.433274828,-71.22491031211418,-31.9761876000021,2020,2018,2020,29_646,66,Shrubland,2020,0,182,0.0990258612001641,True
U006633,294182.6891830662,6460698.661865789,-71.17807477353058,-31.971072803032552,2020,2018,2020,29_646,66,Shrubland,2020,0,194,0.10239159564957032,True
U006634,287570.59303979995,6456770.918866205,-71.24886642092993,-32.00526118277635,2020,2018,2020,29_646,66,Shrubland,2020,0,190,0.1754672975990146,True
U006635,294685.78078337817,6455931.13457975,-71.17376805733899,-32.01414477751293,2020,2018,2020,29_646,66,Shrubland,2020,0,190,0.18058161391172736,True
U006636,288486.07034110016,6455565.601914346,-71.23944547926081,-32.01629837623695,2020,2018,2020,29_646,66,Shrubland,2020,0,190,0.15075421544600734,True
U006637,293851.2855161602,6464514.096401279,-71.18076647115033,-31.93661522344825,2020,2018,2020,29_646,12,Grassland,2020,0,188,0.08881562121328464,True
U006638,289724.68693058065,6455949.543612758,-71.22625616092405,-32.01306797815092,2020,2018,2020,29_646,3,Forest,2020,0,184,0.3342268743128128,True
U006639,294621.1068298974,6456616.622127501,-71.17430639686293,-32.00795318118138,2022,2020,2022,29_646,66,Shrubland,2022,0,207,0.11365162341378232,True
U006640,288745.4981945912,6457780.737503796,-71.23621544211711,-31.99637758803977,2022,2020,2022,29_646,66,Shrubland,2022,0,196,0.21964858145536906,True
U006641,288118.2929604142,6456125.344596971,-71.24321385592846,-32.0111835792674,2022,2020,2022,29_646,66,Shrubland,2022,0,205,0.11061958680729286,True
U006642,291332.8776366948,6459416.576669531,-71.20849095663372,-31.98210999649315,2022,2020,2022,29_646,66,Shrubland,2022,0,203,0.16242378454867146,True
U006643,290211.80306090345,6461961.672738867,-71.21979608663666,-31.958958810209943,2022,2020,2022,29_646,66,Shrubland,2022,0,214,0.1938200382621973,True
U006644,292243.7345308508,6460928.176961729,-71.19853167544066,-31.96865000446803,2022,2020,2022,29_646,66,Shrubland,2022,0,211,0.10476461783441782,True
U006645,288550.37919613504,6461061.467790222,-71.23756129092699,-31.96676560558452,2022,2020,2022,29_646,66,Shrubland,2022,0,209,0.0858076758904171,True
U006646,294667.3814878151,6458110.570129326,-71.17349888757701,-31.99449318915626,2022,2020,2022,29_646,66,Shrubland,2022,0,205,0.1643608813532222,True
U006647,294017.2053038992,6463860.513874614,-71.17915145257848,-31.9425376199393,2022,2020,2022,29_646,66,Shrubland,2022,0,195,0.18080855015350183,True
U006648,293257.5738569648,6457365.468125188,-71.1885723942476,-32.00095398532832,2022,2020,2022,29_646,12,Grassland,2022,0,204,0.05046967194499993,True
U006649,286718.7438979326,6458574.736634939,-71.25747985331311,-31.98883999250571,2022,2020,2022,29_646,3,Forest,2022,0,211,0.3079566428307453,True
U006650,292817.22777138697,6467445.725340072,-71.19107150153032,-31.90999744572789,2021,2019,2021,29_647,66,Shrubland,2021,0,190,0.39540448744472334,False
U006651,286172.9240915464,6471729.102819944,-71.26034865452883,-31.87015232215218,2021,2019,2021,29_647,66,Shrubland,2021,0,172,0.17666787525791164,True
U006652,287905.7161709757,6469375.963751942,-71.24255763469263,-31.8916902267877,2021,2019,2021,29_647,66,Shrubland,2021,0,177,0.2512969238269603,True
U006653,286763.361827349,6472786.63027848,-71.2538791927702,-31.860729488874146,2021,2019,2021,29_647,66,Shrubland,2021,0,185,0.06685013235637141,True
U006654,293179.5804314784,6470976.852184795,-71.18648896611796,-31.8782290363905,2021,2019,2021,29_647,66,Shrubland,2021,0,197,0.17058225503051191,True
U006655,288024.2079078853,6467347.669874145,-71.2417489519728,-31.90999744572789,2021,2019,2021,29_647,66,Shrubland,2021,0,188,0.07821867454414833,True
U006656,286896.8383018309,6467593.057757952,-71.2536096318636,-31.9075744314564,2021,2019,2021,29_647,66,Shrubland,2021,0,187,0.04776185166627311,True
U006657,285550.69248326425,6466101.608549532,-71.26816592082048,-31.92076639804565,2021,2019,2021,29_647,66,Shrubland,2021,0,187,0.10918845437758289,True
U006658,288702.3242142919,6471572.45998189,-71.23366212477454,-31.872036888807788,2021,2019,2021,29_647,66,Shrubland,2021,0,180,0.1855501022626488,True
U006659,292665.04228407075,6473713.834367695,-71.19134106243693,-31.853460446059653,2021,2019,2021,29_647,12,Grassland,2021,0,194,0.06634143404660209,True
U006660,294797.05033409083,6466649.423074357,-71.17031531172142,-31.91753571235032,2021,2019,2021,29_647,3,Forest,2021,0,190,0.310314783355907,True
U006661,289589.1228118049,6474367.976262583,-71.22368837123,-31.846999074669,2025,2023,2025,29_647,66,Shrubland,2024,-1,197,0.33854582253632487,True
U006662,285330.7039911571,6470516.941934314,-71.26951372535352,-31.88092127446994,2025,2023,2025,29_647,66,Shrubland,2024,-1,187,0.28532046085839396,True
U006663,290931.0202704633,6471140.308605647,-71.21021032589955,-31.87634446973489,2025,2023,2025,29_647,66,Shrubland,2024,-1,201,0.22915540315730848,True
U006664,292927.97900269204,6469538.36346911,-71.18945413609066,-31.89115177917181,2025,2023,2025,29_647,66,Shrubland,2024,-1,199,0.14841718098393325,True
U006665,290048.5079140058,6468135.943864843,-71.22018407944408,-31.90326685052929,2025,2023,2025,29_647,66,Shrubland,2024,-1,193,0.31786731688518705,True
U006666,288617.87012512854,6469480.263850223,-71.23500992930758,-31.890882555363863,2025,2023,2025,29_647,66,Shrubland,2024,-1,183,0.37700436534607024,False
U006667,293661.32059900265,6466059.211241392,-71.18244555251883,-31.92265096470126,2025,2023,2025,29_647,66,Shrubland,2024,-1,202,0.09462825253685568,True
U006668,286637.7527676052,6473918.850324847,-71.25495743639664,-31.85049898417227,2025,2023,2025,29_647,66,Shrubland,2024,-1,201,0.1566278672854141,True
U006669,292075.8889826188,6473821.371023223,-71.19754096328893,-31.85238355082788,2025,2023,2025,29_647,66,Shrubland,2024,-1,202,0.22818437348074416,True
U006670,287785.4782335566,6467790.686986868,-71.24417500013229,-31.90595908860873,2025,2023,2025,29_647,12,Grassland,2024,-1,189,0.06908172972066466,True
U006671,286558.6715473344,6472812.239706466,-71.25603568002307,-31.8604602650662,2025,2023,2025,29_647,3,Forest,2024,-1,188,0.3769412060750103,False
U006672,293330.926493444,6479785.133611626,-71.18301853636518,-31.79884576696939,2010,2008,2010,29_648,66,Shrubland,2010,0,117,0.23511881484775848,True
U006673,292466.18079065724,6478393.932870369,-71.19244334941637,-31.811231162539848,2010,2008,2010,29_648,66,Shrubland,2010,0,122,0.2076495644401812,True
U006674,292009.54810453067,6482058.120092696,-71.19648255500974,-31.77811369177536,2010,2008,2010,29_648,66,Shrubland,2010,0,127,0.15045440213662814,True
U006675,290383.3202949628,6484235.179575503,-71.21317793812898,-31.758189359770707,2010,2008,2010,29_648,66,Shrubland,2010,0,116,0.28798939687358277,True
U006676,286014.53576901404,6475872.384441948,-71.2611098445036,-31.832770980923254,2010,2008,2010,29_648,66,Shrubland,2010,0,120,0.19712193798976146,True
U006677,288391.2356513073,6480580.702593631,-71.23498964833317,-31.79076833507561,2010,2008,2010,29_648,66,Shrubland,2010,0,121,0.2035818661496925,True
U006678,286872.61057764554,6482460.801980283,-71.25060790996085,-31.77353648036889,2010,2008,2010,29_648,66,Shrubland,2010,0,120,0.12934332060344608,True
U006679,293836.30039274704,6482572.690791111,-71.17709436816158,-31.77380572809868,2010,2008,2010,29_648,66,Shrubland,2010,0,117,0.20964582618211702,True
U006680,285524.5701432015,6477355.50385217,-71.26595689121564,-31.819308594433625,2010,2008,2010,29_648,66,Shrubland,2010,0,125,0.18854333108978286,True
U006681,285936.3295761969,6482082.987429397,-71.26057128375781,-31.7767674531264,2010,2008,2010,29_648,12,Grassland,2010,0,127,0.21960818711644714,True
U006682,290962.6523059802,6482096.651292807,-71.20752305029826,-31.777575196315773,2010,2008,2010,29_648,3,Forest,2010,0,122,0.3068858501460905,True
U006683,288744.81705206493,6479512.796000286,-71.23148900348558,-31.800461253348143,2026,2024,2026,29_648,66,Shrubland,2024,-2,178,0.42820771196230767,False
U006684,285034.96690761263,6481257.812992141,-71.2702653771819,-31.7840371418308,2026,2024,2026,29_648,66,Shrubland,2024,-2,177,0.14568969978895954,True
U006685,285626.5446937721,6477357.6307984255,-71.26487976972408,-31.819308594433625,2026,2024,2026,29_648,66,Shrubland,2024,-2,175,0.17118161677060084,True
U006686,291966.3190856107,6475367.437275914,-71.19836751761997,-31.838425183248894,2026,2024,2026,29_648,66,Shrubland,2024,-2,176,0.24019836376078646,True
U006687,289365.1104212566,6476628.531478852,-71.22556483528197,-31.826578283138023,2026,2024,2026,29_648,66,Shrubland,2024,-2,175,0.20244188855850165,True
U006688,290720.9553434317,6481434.704428084,-71.21021585402718,-31.78349864637121,2026,2024,2026,29_648,66,Shrubland,2024,-2,175,0.1876054173285734,True
U006689,293044.1261184395,6481362.208867006,-71.18571134009409,-31.78457563729038,2026,2024,2026,29_648,66,Shrubland,2024,-2,175,0.1870800193050642,True
U006690,293552.62780373835,6480177.827226128,-71.18059501300915,-31.79534554648209,2026,2024,2026,29_648,66,Shrubland,2024,-2,179,0.2552178055620064,True
U006691,293165.10133834137,6484231.658923684,-71.18382637748385,-31.75872785523029,2026,2024,2026,29_648,66,Shrubland,2024,-2,168,0.23642159881438754,True
U006692,295025.4423975251,6475399.065628901,-71.16605387287304,-31.83869443097869,2026,2024,2026,29_648,12,Grassland,2024,-2,178,0.17396256224031226,True
U006693,285279.6951580911,6475647.986948647,-71.26891897531745,-31.834655715031804,2026,2024,2026,29_648,3,Forest,2024,-2,171,0.2173594604307746,True
U006703,289893.1154922764,6487594.8700211495,-71.2176280925217,-31.727810419753425,2021,2019,2021,29_649,66,Shrubland,2021,0,186,0.12851229474349318,True
U006704,285650.5949124398,6485058.35263481,-71.26293353757463,-31.74989069146404,2021,2019,2021,29_649,66,Shrubland,2021,0,184,0.09368526401688962,True
