run_id,target,kfold5_block20,kfold5_random,kfold5_window,gap_vs_owner,gap_vs_block20
C1D01_curve1d_kndvi_ctxclim-topo-area,pcoa1_pa,,,0.5211243719934954,,
C1D01_curve1d_kndvi_ctxclim-topo-area,pcoa2_cover,,,0.2573974053928209,,
C1D01_curve1d_kndvi_ctxclim-topo-area,pcoa2_pa,,,0.4662429380594924,,
C1D01_curve1d_kndvi_ctxclim-topo-area,ses_mntd,,,0.1651521342476446,,
C1D01_curve1d_kndvi_ctxclim-topo-area,ses_mpd,,,0.1852058636753956,,
C1D01_curve1d_kndvi_ctxclim-topo-area,ses_pd,,,0.183709707070405,,
C1D01_curve1d_nbr,dark_n,,,0.3043966692545441,,
C1D01_curve1d_nbr,hill_q0,,,0.5328843810426813,,
C1D01_curve1d_nbr,hill_q1,,,0.3428475867166643,,
C1D01_curve1d_nbr,hill_q2,,,0.268570047506287,,
C1D01_curve1d_nbr,lcbd_cover,,,0.2649745049914662,,
C1D01_curve1d_nbr,lcbd_pa,,,0.4173234572215305,,
C1D01_curve1d_nbr,mntd,,,0.1677474888825214,,
C1D01_curve1d_nbr,mpd,,,0.1212706109871166,,
C1D01_curve1d_nbr,pcoa1_cover,,,0.3082417568450651,,
C1D01_curve1d_nbr,pcoa1_pa,,,0.4966178406342014,,
C1D01_curve1d_nbr,pcoa2_cover,,,0.1815522880255702,,
C1D01_curve1d_nbr,pcoa2_pa,,,0.4125349124521968,,
C1D01_curve1d_nbr,ses_mntd,,,0.1369498168857211,,
C1D01_curve1d_nbr,ses_mpd,,,0.1695540722252133,,
C1D01_curve1d_nbr,ses_pd,,,0.1505405539440147,,
