run_id,family,features,index,substrate,fusion,model,facet,n_targets,R2,R2_min,R2_max,nRMSE,nBias,nBias_abs,spearman
C2D07_hilbert_kndvi_film,C2D,topo+area,kndvi,hilbert,film,C2D-B,beta_cover,3,0.2614238632685086,0.21455704812147047,0.30852752555868806,0.22498985485001635,-0.0003698562024063101,0.01582295371059211,0.5305576503419975
MLP01_lsp_kndvi,MLP,lsp,kndvi,tabular,late,MLP-B,beta_cover,3,0.26104692907590743,0.18996853423763282,0.3220798663717998,0.22477558086511415,0.004682053238967462,0.016883823186313655,0.5281175429532055
MLP01_lsp_savi,MLP,lsp,savi,tabular,late,MLP-B,beta_cover,3,0.2589067512725273,0.21211729796793724,0.286707556897037,0.22549106392900772,0.0030277519003489763,0.018402807595301014,0.533042447245708
C2D09_spectrogram_kndvi,C2D,topo+area,kndvi,spectrogram,late,C2D-B,beta_cover,3,0.2539227314014249,0.20863925883797496,0.28774853058337785,0.2261907158715365,0.0007716469024797707,0.014006018885946133,0.5208807243159428
C2D07_hilbert_savi,C2D,topo+area,savi,hilbert,late,C2D-B,beta_cover,3,0.2537047908605687,0.18933818998620255,0.29812452209928736,0.22613631673292747,0.0035963621871773553,0.017544219424229842,0.5258803461001763
C2D07_hilbert_kndvi_wA,C2D,topo+area,kndvi,hilbert,late,C2D-A,beta_cover,3,0.2527221348517445,0.21319360212785643,0.28585791562119767,0.22651975347305017,0.0028261986887083597,0.017120224209401208,0.5235010858140532
MLP01_lsp_ndvi,MLP,lsp,ndvi,tabular,late,MLP-B,beta_cover,3,0.25240900832489915,0.16809000882360955,0.3189546816963751,0.225990896212259,0.0037697104346425905,0.015673833018926255,0.5203734293640735
C1D01_curve1d_nbr,C1D,topo+area,nbr,curve1d,late,C1D-B,beta_cover,3,0.2515895166207005,0.1815522880255702,0.3082417568450651,0.22628098575709013,0.0027223254952044476,0.016258561302805032,0.5278618396868704
C2D02_serpentine_kndvi_patch,C2D,topo+area,kndvi,serpentine,patch,C2D-B,beta_cover,3,0.25063443181913436,0.23736982750258484,0.26844476733159456,0.22704892204894397,0.000233237643432398,0.01504714580504235,0.5321237425920525
C2D02_serpentine_savi,C2D,topo+area,savi,serpentine,late,C2D-B,beta_cover,3,0.25043047848762534,0.18471339784848353,0.3037919828338687,0.22663175476852424,0.0015411099053530863,0.018357785938961774,0.5268356730698552
C2D01_reshape_savi,C2D,topo+area,savi,reshape,late,C2D-B,beta_cover,3,0.25039592420577483,0.18867074623487276,0.2949175011249285,0.22664575135337936,0.0008117706388724525,0.01462696214232608,0.5221080841612118
C2D02_serpentine_evi,C2D,topo+area,evi,serpentine,late,C2D-B,beta_cover,3,0.25028872372466354,0.18485206877624413,0.31666571953810946,0.2266749953737175,0.0010212626870800612,0.01553625133781831,0.5299874141201791
MLP01_lsp_evi,MLP,lsp,evi,tabular,late,MLP-B,beta_cover,3,0.24947883901337567,0.18696501370918836,0.2854852640665854,0.22675044771006272,0.0006519854650124224,0.017646250889607695,0.5264874733337704
