run_id,scheme,family,substrate,index,fusion,R2_main,R2_main_sd,R2_main_ens,R2_alpha,R2_beta,R2_beta_cover,hill_q0,hill_q1,hill_q2,lcbd_cover,lcbd_pa,pcoa1_cover,pcoa1_pa,pcoa2_cover,pcoa2_pa
MLP02_curve_kndvi,kfold5_location,MLP,tabular,kndvi,late,-0.09892537395696382,0.23506720818566207,0.0443636982099689,-0.45273090753710304,0.25488015962317534,0.1136499693714637,-0.567168036861865,-0.3747540864620602,-0.4162705992873838,0.0917500648191364,0.2504308709933882,0.2356858736041436,0.3701961953124623,0.0135139696911111,0.1440134125636756
RF03_curve-topo-area_kndvi,kfold5_owner,RF,,kndvi,none,-0.14986790295632363,0.036837658055097915,-0.1458269262502142,-0.5533217603181577,0.25358595440551046,-0.01840800571339183,-0.2375145260697208,-0.6273645563135343,-0.7950861985712181,-0.1494079167542875,0.1728773978797854,0.0414103651854494,0.3947717980222959,0.0527735344286626,0.1931086673144501
RF04_lsp-curve-topo-area_kndvi,kfold5_owner,RF,,kndvi,none,-0.14022771481446744,0.04101755345738397,-0.1362957339232573,-0.5312995841894045,0.25084415456046966,-0.006975467712898101,-0.1979342067813436,-0.5889595851352082,-0.8070049606516617,-0.1332145388781086,0.1706557383029884,0.0723464155898814,0.3902773231396571,0.0399417201495329,0.1915994022387634
RF08_lsp-curve-topo_kndvi,kfold5_owner,RF,,kndvi,none,-0.09820698169803325,0.04658621174680472,-0.0942682246602699,-0.4465631706683146,0.25014920727224804,-0.002736025082673769,-0.1988804638610099,-0.4627097136131999,-0.6780993345307339,-0.1222877925088542,0.1683889948174961,0.0659180975518343,0.3708742968032337,0.0481616197089986,0.2111843301960143
C2D11_pxcube_kndvi,kfold5_block20,C2D,pxcube,kndvi,late,0.2005900103755455,0.0769666742711987,0.27559736667033596,0.15602870497594698,0.24515131577514404,0.14219414066191602,0.2331475630646797,0.1144575049423538,0.1204810469208074,0.1238107694883176,0.1857671297525883,0.1783365382706924,0.3787203872009583,0.1244351142267381,0.1709664303718855
RF03_curve-topo-area_ndvi,kfold5_owner,RF,,ndvi,none,-0.15787177802824548,0.03766170155943523,-0.1538708804369491,-0.5571761338618164,0.24143257780532545,-0.03258492150858637,-0.2188686914914644,-0.6408181468003945,-0.8118415632935904,-0.1612454876488506,0.1555259020737717,0.0403737536688064,0.3780714046299875,0.0231169694542851,0.1907004267122172
RF03_curve-topo-area_evi,kfold5_owner,RF,,evi,none,-0.2097669476847097,0.03396261188749263,-0.20617023133531434,-0.6582065694991159,0.2386726741296966,-0.04203539924558816,-0.2138043531007244,-0.7493887397223667,-1.0114266156742566,-0.1158120647598213,0.1656635580852007,0.0023976764301302,0.3605675163111083,-0.0126918094070734,0.1897869479927807
RF01_lsp-topo-area_kndvi,kfold5_owner,RF,,kndvi,none,-0.09521590931976687,0.027438695386189333,-0.09172147316064028,-0.4282955974452754,0.2378637788057417,-0.024227791010075234,-0.1604237259077202,-0.471623547696608,-0.652839518731498,-0.2220066721415973,0.1471390532035315,0.0998830926721984,0.4030388743755711,0.0494402064391732,0.1634134088381225
RF02_lsp-qc-topo-area_kndvi,kfold5_owner,RF,,kndvi,none,-0.08763401091304344,0.029413741185185468,-0.08391276632069002,-0.4130037957030008,0.23773577387691383,-0.025790988280635068,-0.1613370369813252,-0.4489538381121654,-0.6287205120155116,-0.2178424041400585,0.1515690821922365,0.100573719131698,0.4041720514672852,0.0398957201664553,0.1574661879712198
RF04_lsp-curve-topo-area_ndvi,kfold5_owner,RF,,ndvi,none,-0.14518395908474455,0.040264545359602215,-0.14136007162606667,-0.5221262768992231,0.23175835872973397,-0.03548736347363687,-0.1981387075402288,-0.5796524349907138,-0.7885876881667265,-0.1724276577037733,0.1394884088203264,0.0572288231746964,0.3742279277913678,0.0087367441081663,0.1815587395775077
