target,n,R2,RMSE,nRMSE,MAE,Bias,spearman,seed
lcbd_count_sorensen,2499,0.31504109989756546,1.7540416381960874e-05,0.21388911035862776,1.4342848173853508e-05,1.1735479029414125e-06,0.4934571412068321,0
pd_inext_q0,877,-0.008421967988400558,1.5454755025257418,0.22327488568022508,1.208402555192457,0.0058250838799332166,0.1907623431066835,0
pd_inext_q1,877,-0.05491189145781927,1.1715872689880507,0.2336329819727518,0.9302354413661784,-0.07045993698364497,0.09397029688658802,0
pd_inext_q2,877,-0.0588171189007769,0.9561445243439133,0.2496325176547159,0.7678212325435155,-0.01382067731713631,0.05659370646243413,0
td_inext_q0,881,-0.12211941067740173,2.458722621859994,0.24780596454731804,1.9020318146103654,-0.014933817791306168,-0.062084718295049614,0
td_inext_q1,881,-0.022604407596163778,1.710868116364172,0.20908237716367142,1.3138923999632208,0.009846239790839997,0.18418206795774125,0
td_inext_q2,881,-0.016014417794095515,1.52055526641788,0.2043222343523869,1.1718357733701061,0.08439391528528409,0.199594702430086,0
lcbd_count_sorensen,2499,0.3472570188098021,1.7122956263911063e-05,0.2087985713819299,1.3860679875191907e-05,1.6255756739910208e-06,0.5102260940820729,1
pd_inext_q0,877,-0.02723418403488198,1.5598243943554175,0.2253478704526611,1.2113019213652318,-0.05243996204679722,0.16455282848448854,1
pd_inext_q1,877,-0.04614168275708108,1.1667069988429835,0.23265977912478172,0.9279873983785667,-0.0314617218069922,0.1063996788852604,1
pd_inext_q2,877,-0.06350222484471657,0.9582575870328031,0.25018420115606915,0.7707818037546595,-0.00040582872626760287,0.04409645450633612,1
td_inext_q0,881,-0.11924297090633007,2.455569256179134,0.24748814796354873,1.9097770890707926,0.047196335849501385,-0.057471367480238525,1
td_inext_q1,881,-0.011321756142048667,1.7014037192163316,0.20792574876247308,1.3020100460795756,-0.006981157592691393,0.19243069273140104,1
td_inext_q2,881,-0.031052633333568558,1.531766940830673,0.20582878555604683,1.1827029695579905,0.07191817808212882,0.18049379165829016,1
lcbd_count_sorensen,2499,0.3474014493095443,1.712106178628413e-05,0.20877546998425522,1.3899544263226398e-05,7.807866396769517e-07,0.5136437387465543,2
pd_inext_q0,877,-0.007086240511620767,1.5444516165921522,0.2231269648530116,1.2056030453761746,-0.0025912794457351855,0.18546108396950078,2
pd_inext_q1,877,-0.050686641800093746,1.1692386294855976,0.23316462620868564,0.9286672430164982,-0.04674138936769212,0.10382841265023067,2
pd_inext_q2,877,-0.051123430954652216,0.9526643720677022,0.24872391110788816,0.7604722395998995,-0.044677235494795325,0.05331577431682505,2
td_inext_q0,881,-0.1341911809535421,2.47191272152025,0.24913534808156654,1.9053312714479245,-0.04788790473454962,-0.0826067986752811,2
td_inext_q1,881,-0.02931973123935938,1.7164764595910784,0.20976776356056293,1.306959290821612,-0.030768284728387243,0.17871854211727434,2
td_inext_q2,881,-0.02091942802070257,1.524221237595795,0.20481484349240692,1.1735073640500884,-0.017046290096821178,0.15686706389020097,2
