target,n,R2,RMSE,nRMSE,MAE,Bias,spearman,seed
lcbd_count_sorensen,2499,0.2420113618342672,1.845430604771142e-05,0.22482715746448426,1.48724319228365e-05,-8.499403830551741e-07,0.4391183679972312,0
pd_inext_q0,888,0.03078770860003177,3.447894361897093,0.1712054260154821,1.8192520532621752,-0.9271564391664499,0.3417356568857862,0
pd_inext_q1,888,-0.14738400073228242,1.2638851364428327,0.2363355433059267,0.9877470194120664,0.015483380609618073,-0.006680118720154448,0
pd_inext_q2,888,-0.18934158360326703,1.0131151444937565,0.26593817151796284,0.8120303462656463,0.027170826512636585,-0.06591144325940926,0
td_inext_q0,895,-0.07988626690431055,11.766804829093376,0.19920379387718593,4.571621957698443,-2.8356473007523744,0.013134232561417408,0
td_inext_q1,895,-0.09592278084611161,2.6772972988521606,0.1841389189429088,1.6394689515644012,-0.2991475811921243,0.008173580640885894,0
td_inext_q2,895,-0.14703157858499316,1.7525496117297281,0.22115066156065183,1.3113545872765862,-0.046338770116046375,-0.08415585189026942,0
lcbd_count_sorensen,2499,0.1878629118452657,1.9102096856087462e-05,0.2327191348545995,1.538220407503029e-05,5.7751807214228245e-06,0.42807567815948655,1
pd_inext_q0,888,-0.7789249931524815,4.67114461678814,0.23194599954539102,3.4884340197867663,1.3820471488660624,-0.2981875096424248,1
pd_inext_q1,888,-0.2976041133896332,1.3440775228588158,0.2513308230715871,1.0309807039740424,-0.16084251594609986,-0.042458866769188405,1
pd_inext_q2,888,-0.450446483132362,1.1188100536365495,0.2936826100735991,0.8728006333552549,-0.13705605967520332,-0.10694039776387797,1
td_inext_q0,895,-3.3919572946870886,23.730046828434784,0.4017331319560701,19.644364018889686,13.242413902577253,-0.2521713988354234,1
td_inext_q1,895,-0.43418887503912296,3.062737649062085,0.21064870156400978,2.159580123548701,0.9071012551859892,0.03272761514833212,1
td_inext_q2,895,-0.33277676268739476,1.8891278030512422,0.23838518500201625,1.4241464835518336,0.3023445571777238,-0.06968644827164787,1
lcbd_count_sorensen,2499,0.22758141986794078,1.8629136580525546e-05,0.22695710218464757,1.5217662658568338e-05,1.7352660203066413e-06,0.41512069000063073,2
pd_inext_q0,888,-0.04329095817487372,3.5772329008911012,0.17762773985241345,1.9683489508525747,-0.5921896981522082,0.11217978216663774,2
pd_inext_q1,888,-0.19819928303903578,1.2915693767843164,0.24151225580412952,1.0485975215197976,0.22127282081344854,0.10899651626563442,2
pd_inext_q2,888,-0.18091245657185007,1.0095186752926342,0.264994114518652,0.8319853658192378,0.21163834836600007,0.15485399633259644,2
td_inext_q0,895,-0.09395463297201889,11.843203640053641,0.200497172429141,4.5981279898620375,-2.9323293712288003,-0.01691505329670633,2
td_inext_q1,895,-0.06286325599343878,2.6366065048671334,0.1813402910809437,1.624934774260155,-0.1722824999928773,0.10773516425030245,2
td_inext_q2,895,-0.05709381928018176,1.6824392846320078,0.21230358235894436,1.2754085040100804,0.18674303947582338,0.21604828573389173,2
lcbd_count_sorensen,2499,-0.12105289397717667,2.2442923176912024e-05,0.27342012265395726,1.8082746223343314e-05,4.266491064370113e-06,0.27417311119070537,3
pd_inext_q0,888,-0.1860484992679028,3.8141319977742945,0.18939098041244443,2.1666346199392583,-0.30289381198638504,0.03247147310582173,3
pd_inext_q1,888,-0.11132533288931934,1.2438666353843568,0.23259225747447793,0.9551593346227184,-0.008651753478481258,0.02484180475754793,3
pd_inext_q2,888,-0.19750303149959114,1.0165852787800895,0.2668490661700118,0.8172812156892297,0.04901694956661508,-0.02326592537075928,3
td_inext_q0,895,-0.55018153830215,14.09810760895728,0.23867112295849113,6.069498134505689,-1.202619492623746,-0.08927731088475688,3
td_inext_q1,895,-0.08595326225948297,2.6650919018955657,0.18329945722088786,1.610678385100059,-0.15787904532705585,0.04411003018498416,3
td_inext_q2,895,-0.08216318733658912,1.7022722199881009,0.21480626002657438,1.2606669324889226,0.032974756963204184,0.04745603876228036,3
lcbd_count_sorensen,2499,-0.0418026775598459,2.163510989017865e-05,0.26357860574463793,1.7703771476387757e-05,5.6193776746956165e-06,0.2911381568463819,4
pd_inext_q0,888,-0.05203746098089801,3.5921965953171004,0.17837076310372882,2.0129616453080046,-0.506361608572095,-0.002012084468663121,4
pd_inext_q1,888,-0.08759243201857814,1.2305132658030649,0.23009529334066303,0.9370692829357716,-0.06270076581099573,0.06681075839469687,4
pd_inext_q2,888,-0.1681653930093452,1.004055394114805,0.2635600277667,0.7861110035646142,-0.05644570187327365,0.0038390252813427384,4
td_inext_q0,895,-0.09260296207215046,11.83588475262848,0.2003732687727765,4.551772775084371,-2.8100194882973604,-0.12791061479940538,4
td_inext_q1,895,-0.16318306986570863,2.758231149031443,0.18970538019631156,1.5982864973407023,-0.4038200916155121,-0.03892365140332092,4
td_inext_q2,895,-0.17525233775410998,1.7739778609373194,0.22385464862990698,1.2835827304891314,-0.1264078756557426,-0.04143384661664937,4
