target,n,R2,RMSE,nRMSE,MAE,Bias,spearman,seed
lcbd_count_sorensen,2499,0.4294275315865952,1.6008957367173686e-05,0.1952143879865632,1.281973330684465e-05,-1.0339324453496173e-06,0.586637794966113,0
pd_inext_q0,877,0.03206640953208728,1.5141320668175529,0.21874669871567318,1.1955914869500865,0.14337782634920315,0.22838988854177028,0
pd_inext_q1,877,0.10429540193112485,1.0795653867171506,0.21528236710112916,0.8684850040535929,0.08938953356732324,0.3334939262837085,0
pd_inext_q2,877,0.07678026966912121,0.8928234813726311,0.2331005070904238,0.7071796904421881,-0.019385033303404745,0.30034567868289586,0
td_inext_q0,881,-0.03250449641060138,2.3585005147684313,0.23770493253338495,1.8858171531701082,0.26664370366790496,0.09986636124653886,0
td_inext_q1,881,0.045460756909491584,1.652949542739419,0.20200424358951416,1.2660974410913852,0.09461340915557895,0.24539112925540799,0
td_inext_q2,881,0.06246547487419607,1.4606491462098572,0.196272443198711,1.1176311584557341,-0.0020454120596661387,0.24202458411738267,0
lcbd_count_sorensen,2499,0.4363942814792968,1.591092166429601e-05,0.19401893351072455,1.2793581611505277e-05,1.9068603948162844e-07,0.5971049530644665,1
pd_inext_q0,877,-0.013461010789597161,1.5493320293362614,0.2238320382079321,1.2188240335972036,0.05990532935991034,0.16092675756777236,1
pd_inext_q1,877,0.03983923682443291,1.1177341681521686,0.22289382419098971,0.885705651568581,0.05657299917271927,0.2580797116193945,1
pd_inext_q2,877,0.05924850784452951,0.9012608850975539,0.2353033647972825,0.7104233872345446,0.016618675000785482,0.2841288506249396,1
td_inext_q0,881,-0.08279696913690038,2.4152579221668655,0.24342531105861048,1.9285236582654146,0.30226044722617756,0.09532178016504864,1
td_inext_q1,881,0.03536348316541327,1.661669130703853,0.20306985008603706,1.2593704261814649,0.07114768284292299,0.20920524391852596,1
td_inext_q2,881,0.04994284447781372,1.4703717189522705,0.1975788986957633,1.137390913182294,0.09575591207714602,0.2543675833756318,1
lcbd_count_sorensen,2499,0.4307843599774488,1.5989911288114365e-05,0.1949821387162433,1.2805909995731772e-05,-5.189251904878668e-07,0.5842900870700443,2
pd_inext_q0,877,0.04595243085117662,1.5032319267940197,0.21717195520555257,1.1590193171619858,-0.07390086269148385,0.24021841427521148,2
pd_inext_q1,877,0.06679281561227335,1.1019340082810039,0.21974302308205065,0.8885357693108995,0.07031029054544896,0.29174788934884205,2
pd_inext_q2,877,0.05649363482050129,0.9025795352892011,0.23564764116854828,0.7255320816825139,0.0318872872569197,0.2833945919741329,2
td_inext_q0,881,-0.016470186369929474,2.3401156556174265,0.2358519875470429,1.7765657600967355,-0.17677665227799438,0.11276806543612178,2
td_inext_q1,881,0.020296815555114422,1.6745956649173963,0.2046495805608786,1.2788631679810267,0.11285544131407821,0.20200835249772342,2
td_inext_q2,881,0.06322014011717747,1.4600611555673773,0.19619343287629581,1.117791807745912,0.02160589956715825,0.22012222814440255,2
lcbd_count_sorensen,2499,0.43999372028184613,1.586003314534804e-05,0.19339839521743502,1.2623151604434216e-05,-1.518024061997339e-06,0.6038207503048624,3
pd_inext_q0,877,0.019067932234505647,1.524264877352486,0.2202105861148,1.1882127402055676,0.05188630461902638,0.20859336626476943,3
pd_inext_q1,877,0.07124101645266023,1.099304646434073,0.21921868685440077,0.8739806551335136,0.020571704498787542,0.2623155797355251,3
pd_inext_q2,877,0.0664135705442368,0.8978221801795916,0.23440557942667484,0.7190511786939654,0.020148893734271547,0.2638341322285563,3
td_inext_q0,881,-0.03851845634605344,2.3653592420388865,0.23839619941794976,1.8488432696469979,0.1058754084040764,0.1350293635219879,3
td_inext_q1,881,0.0795048568001474,1.623205305176991,0.19836924926295577,1.2292574461805432,-0.053229899285232724,0.2584999077226001,3
td_inext_q2,881,0.08960943049479597,1.4393491294334013,0.19341028677754957,1.0954693453589843,-0.08607997421916509,0.2735984880211139,3
lcbd_count_sorensen,2499,0.4427814250459704,1.5820508364998583e-05,0.19291642717733995,1.2519588761393671e-05,-4.842598547579729e-07,0.5928946977428534,4
pd_inext_q0,877,0.057931117562312506,1.4937650909029685,0.21580428118039105,1.1446006639294994,-0.08320010421930057,0.3016708367558556,4
pd_inext_q1,877,0.07447397983269988,1.0973896663600098,0.21883680962086935,0.8436237394641882,-0.09355227643286103,0.3333410187387351,4
pd_inext_q2,877,0.057193075978123065,0.902244922645909,0.23556027969289542,0.7087971770508922,-0.03286980492551168,0.3052108427371696,4
td_inext_q0,881,-0.029046317796903143,2.3545475262478357,0.23730652478926553,1.7742513933395694,-0.2312154999824819,0.15767206424012983,4
td_inext_q1,881,0.004976974525324973,1.6876378928479456,0.20624344977449438,1.2715536863035561,-0.11188861653026834,0.18785175412042804,4
td_inext_q2,881,0.023634146317741855,1.4905912431645578,0.20029586561951693,1.1299699202722902,-0.1437642565243638,0.199893018225946,4
