step,dark_n,hill_q0,hill_q1,hill_q2,lcbd_cover,lcbd_pa,mntd,mpd,pcoa1_cover,pcoa1_pa,pcoa2_cover,pcoa2_pa,ses_mntd,ses_mpd,ses_pd
11,0.0115014791590048,0.0091887221428647,0.0108950273398178,0.010836239431778,0.0094146387502541,0.0079856999885011,0.0120704987916486,0.0145481529205569,0.0084813255256998,0.0056516966326914,0.0187087384657288,0.0098843230082329,0.0121261884826353,0.0116414186851974,0.0124636372484737
12,0.009172009843306,0.0085506368152785,0.0101374589226794,0.0100280491736927,0.0084477009501423,0.0069406805524677,0.0114812168603233,0.0126688437852363,0.0067808479139314,0.0074393785986663,0.0126917924105138,0.0093064542783098,0.0115007973726144,0.0099716301039013,0.0099895432734102
13,0.0086080808251128,0.0081223053183625,0.0092524827918915,0.0095703190451717,0.009300606575273,0.0071020196842043,0.0120067338826942,0.0103030589450205,0.0066525018049364,0.0081775903275905,0.008377041729785,0.0060121421558867,0.0122677952905529,0.0086458262363926,0.009754200657193
14,0.0091326495667223,0.0123523134575295,0.0146502686171852,0.0153341386369998,0.0105506924464609,0.0084969154922786,0.0105294116396687,0.0116071336758728,0.0067146444349818,0.0097571814556292,0.0089870421506163,0.0073022880593189,0.0141146461888537,0.0116369557321551,0.0134944300230122
15,0.0113466959248302,0.0089903311893022,0.0115609491717517,0.0118884092116474,0.0098737692086189,0.0133271740564429,0.0094875188635124,0.011111629959323,0.0069601979455827,0.0111821264386764,0.0081412998715523,0.0082033372405569,0.0181715567313277,0.0121930843612943,0.0144696337030109
16,0.0102150717630694,0.0088545906707484,0.0126203673959077,0.0130145899816501,0.009294652721502,0.0188505700446104,0.0094543137565323,0.0138281148937444,0.0065723563935332,0.0162427891889698,0.0098943638568097,0.0198653017445576,0.0140690091908197,0.0144105154249921,0.0141820125489585
17,0.0120842236706784,0.0085106780555608,0.0112358245926111,0.0119864887349259,0.0101972243746744,0.029854495178506,0.0104387199473273,0.0159093710729538,0.0078631107127339,0.0110849339087988,0.0099442815876845,0.0263807134405319,0.0108001416953334,0.0118093542234574,0.0107998482675424
18,0.0141127468996202,0.0090689542298911,0.0156072725338696,0.0143399878241643,0.0125113292732288,0.0348735829245004,0.0140530156012279,0.0250659133511897,0.0086903700780594,0.0084587422289556,0.0131887229789766,0.0237254174630092,0.0141923732913041,0.0162654272023117,0.0155527800012506
19,0.0176409257822455,0.0125916932236669,0.017196546101937,0.0168069293013774,0.0168807570352598,0.073638639952126,0.0147262840105552,0.024857655758665,0.0107055500597066,0.0090589621433099,0.0133320064565961,0.0214895202402491,0.0143151792699966,0.0168573684083655,0.0162584510550295
20,0.0195891494733809,0.01270632099216,0.0194734600233172,0.0191697052570103,0.0161674732512965,0.0807972668984798,0.0132535759302326,0.0236227545417362,0.0121716699952765,0.0092519708869041,0.0163237647451796,0.0232464580758931,0.0154841736800142,0.0160681389647753,0.0162167461405544
21,0.0217694779601653,0.0142956151353753,0.0193614111606146,0.0187902046656517,0.0165822790088902,0.0634344329932931,0.0171753800208457,0.0196948966255704,0.0129204254331326,0.0091340052900028,0.029594153434333,0.0178407288066092,0.0158908341251789,0.0184215659058219,0.0199508474965324
22,0.0150233057855767,0.010374898032673,0.0125181630187378,0.0129126576418598,0.0175870365911539,0.0768244550588456,0.0154852535217323,0.0145483650550716,0.0077015366017599,0.0106330908288857,0.0202816785048745,0.0138643281900154,0.0135507611236839,0.0124641229793584,0.0128465298297989
23,0.0123131019887501,0.0097096903654521,0.0127741143494856,0.0116570132055019,0.0130090598039721,0.0500375797171792,0.0141176542545018,0.0112998867865133,0.0083067358341017,0.0180116585729367,0.0188278960057509,0.0124905691507199,0.0126178775776675,0.0124782806214803,0.012208157872975
24,0.0114564705365314,0.0094296270996572,0.0106689897085348,0.0105896400639018,0.011359696607185,0.018093767499313,0.0146404807277006,0.0089888453096616,0.0128914022155907,0.0264635654826369,0.0200396359331244,0.018757110143144,0.011355223793261,0.0102568430955982,0.0098842841669436
25,0.0103723076563088,0.0104002016923722,0.0129704898204282,0.0138011862100805,0.0078790888046131,0.0091333582574078,0.0118645907628264,0.0090911077013013,0.0184437695523778,0.0230287534425013,0.0192915572698677,0.0273502606561675,0.01122891948468,0.0111652967162354,0.0117915292466912
26,0.0081710542749239,0.041930752418521,0.0161628997181407,0.0119155455174109,0.0095244553433243,0.0134115671587499,0.0106003001911933,0.0074267003059186,0.0189785757581886,0.0630319251581379,0.0303847760265629,0.0376524357425763,0.0093311989763081,0.0099938909452402,0.0093001741672289
27,0.0079161874909208,0.0257025250399991,0.0094102711761325,0.0099564881514938,0.0091037724920737,0.0092673914144012,0.0093738447185388,0.0083226671136443,0.0134035310466243,0.0437521065403292,0.013994889262058,0.0179288204582578,0.0086353213752332,0.0085066820317547,0.0082813027888554
28,0.0078200978267602,0.0295874301599798,0.0092465108834177,0.0099281320631151,0.0074907590061071,0.0060363376293,0.0086811579801838,0.0067661836845845,0.009168097387411,0.0132825108981215,0.0124497428290055,0.016554096834601,0.0079136936132209,0.0078179601941448,0.0094559112816663
29,0.009385840384111,0.0135593465030637,0.0104167183336025,0.0096475463067555,0.0099160980624058,0.0049912779636921,0.0131194498754433,0.0114525400975603,0.0074497997141548,0.0044450563007993,0.0112257537800809,0.0245638514504987,0.0115949399649428,0.017112336706579,0.0207547424076166
30,0.0117024351934788,0.0080164340499007,0.0085223828824754,0.0089423077704025,0.0124224049594511,0.0044093013020668,0.0096450600329406,0.0145651656244021,0.0080168190836994,0.0038429479387114,0.0089571190085368,0.02434653923812,0.0161877399646184,0.0177547459367329,0.0188668404463035
31,0.01451085549135,0.0075199518180635,0.0084647341984616,0.0094865175912619,0.0083470479895353,0.0045068081365708,0.0092892369138071,0.0148133839033046,0.0071183866669024,0.0040952218249123,0.0080585137998145,0.0263506117414362,0.0136680737194946,0.017299359366508,0.0152841046481314
32,0.0189506547659756,0.0060163467018537,0.0071640579325832,0.0077472203506308,0.0073229666231992,0.0041777019101837,0.0087566002599558,0.0148538350378789,0.0071085197013005,0.0040084563093777,0.0068778008029081,0.0439561910919335,0.0154688464797584,0.0172708313176551,0.0160944881113706
33,0.0155919909319337,0.0042245760405714,0.006637763368275,0.0079592266266445,0.0064553216304528,0.0042072198363967,0.0087116842427522,0.0133503326743016,0.0060406171480651,0.0034786996025991,0.0048955455650615,0.0217265658753892,0.0175472613060885,0.0180631151118901,0.0176871005794742
34,0.0221821231372401,0.0038997288995208,0.0111861233160202,0.0090536462700116,0.0052727089697836,0.0041895034298432,0.0121085289114236,0.0166211175550008,0.006660324714648,0.0036778284309283,0.0050887328973601,0.0167892008222485,0.0181465499453423,0.0196665342999252,0.0183722867959418
35,0.0139309177597142,0.0088320858399284,0.0194242563647149,0.0164960058582891,0.0130129641065906,0.0078689123173237,0.0145342351448925,0.015698036011711,0.0084472504506368,0.0220572062073822,0.0130848783556551,0.007086896595071,0.0246165585101597,0.0162143598029698,0.0178765045035811
36,0.0130726133464553,0.0264948596362949,0.0129861937397141,0.0098847235429419,0.0082384943914876,0.0059287428536381,0.0100738736329274,0.0291582184392175,0.0112686483609337,0.0060052074975467,0.0081225429667675,0.0095585172622922,0.0188406931545339,0.0254503124892999,0.0200470639329267
37,0.0097888946269568,0.0220182210494031,0.0231017640911548,0.0217940381994367,0.0112101320047126,0.0070750090554422,0.01345525561286,0.0137337080198104,0.0103798948377309,0.0067860504259717,0.0160599705129004,0.0115152944455735,0.0173217392813826,0.0135247304332089,0.0137166792364375
38,0.0119588459241612,0.0278171255033913,0.0209003342311161,0.0153649932929092,0.0437950288597138,0.0103982798201749,0.0466671686585403,0.0096674778536481,0.0131211497128246,0.0113987162963575,0.0064360392613687,0.0112945293004399,0.0171761526617051,0.0124966404668386,0.0167398824457625
39,0.0075119722144098,0.0103318251735991,0.0080926173861179,0.007853665107612,0.0089071371480287,0.0051049195716474,0.0127975168408484,0.0078909468934883,0.0067811909014379,0.0060824559978215,0.0074363379897936,0.0059115862381788,0.0095175360155243,0.0107723004412773,0.0143370472026859
40,0.0077874097496011,0.0090434720253267,0.0074415101904753,0.0074432715018722,0.0184998109943503,0.007341952260937,0.0130560555575047,0.0171526313831125,0.0112086514932203,0.012230303430686,0.0066130792460196,0.0079477807031866,0.0088795404356233,0.0146692402855376,0.0103331979451403
41,0.0082223873512027,0.0104306733645729,0.0074235085484227,0.0068748232852719,0.0179395129692335,0.0058366301922446,0.0126302428723676,0.0195854462876214,0.0113586692301883,0.0122541089119058,0.0073594133472548,0.0080644569870598,0.0096177646051163,0.0119005825233365,0.0090976277154598
42,0.0112695162677287,0.0070748055872979,0.0079227269497796,0.007455631405467,0.0249749701041664,0.0086200377712005,0.0122614427442754,0.0219232548954664,0.0207912934485522,0.0360733533305011,0.0121461570602848,0.0161680469758119,0.0103160531625941,0.013845846164598,0.0106818960107236
43,0.0097905714303619,0.0107647847310899,0.0095979381905727,0.007708695122628,0.0299219669748594,0.0060054179222109,0.0172925648455284,0.0108045647796283,0.0103497772510335,0.0127793561036662,0.012188313444622,0.0165672204062473,0.0105660560636646,0.0084234873920586,0.0104656753606723
44,0.0072676557058068,0.0075037760841618,0.0083988240710541,0.008048038767576,0.0135859838386246,0.0047074393739193,0.0090637947899346,0.0081044149409605,0.0068065611181701,0.0114537616925445,0.0151624774547874,0.0142286422268216,0.0090650949732799,0.0078853964605986,0.009202209535412
45,0.0074588426619153,0.0104777185422802,0.0092886436769407,0.0086235463947005,0.0102156668429771,0.0052733632014244,0.0176687308998224,0.010892506490506,0.005494843756775,0.0118753423401399,0.0069762809055933,0.0089752155077201,0.0110358757474795,0.0087704407224535,0.0100838004979331
46,0.0056928059836334,0.0304241620591419,0.0133621924314071,0.0116432187561378,0.0069890294723976,0.0067224956460557,0.013994874073613,0.0125840580495933,0.0049258477205059,0.0050505186598966,0.0074623250267694,0.0103464923894679,0.0110608453558685,0.0098365373145702,0.0104911314927541
47,0.0070417597905595,0.0325529904974242,0.01462120293018,0.0120533645542307,0.0096617468945913,0.0062688957343698,0.0345052391748964,0.0113539579301519,0.0046100536131588,0.0052550003052968,0.0084373172610572,0.0118976349686963,0.01622805539417,0.014087848334166,0.0152459001527939
48,0.0085553123111517,0.0196253384244776,0.0082850304027714,0.0074448954007192,0.0073352342369558,0.0048549954885592,0.0145611539026047,0.0125058531370977,0.0053695752425948,0.0045171593930199,0.0065912092775716,0.0096064669822428,0.011320214311609,0.0103699892435306,0.0110744186665628
49,0.014584524435316,0.0120054688804996,0.0069899207472102,0.0068714661850614,0.0137308939376233,0.0066461133286495,0.0401716283809439,0.0115905050447269,0.0107971041959674,0.0130783843077638,0.0070113184478398,0.0083157960082347,0.0291112097569686,0.0268824003970138,0.0337531560411577
50,0.0167187462721238,0.0124418119268228,0.0092329041064717,0.0085899011956845,0.0084211932456547,0.0057515458335632,0.009550491447472,0.0129437160160674,0.0181638328510374,0.0322171940469174,0.0076915153562548,0.0104352958530626,0.011709282357547,0.0130736628230915,0.0150959620530594
51,0.0235339210619367,0.0168909177447053,0.0112436250420992,0.0103399226555561,0.0158084981549436,0.0085155293850831,0.0081559375557586,0.0168474337477203,0.0417333972810447,0.0526152546811305,0.0096683609070699,0.0133581261508278,0.0129182794751359,0.0160296352778893,0.0159904000586929
