target,step,doy,attribution
hill_q2,9,172.0,0.018021029174053637
hill_q2,10,179.0,0.018393290111773788
hill_q2,11,186.0,0.016947688352485286
hill_q2,12,193.0,0.01757788145634833
hill_q2,13,200.0,0.01720126512840264
hill_q2,14,207.0,0.017274573218386137
hill_q2,15,214.0,0.016551965014607834
hill_q2,16,222.0,0.01631702724184404
hill_q2,17,229.0,0.01512102219135245
hill_q2,18,236.0,0.015184568683700638
hill_q2,19,243.0,0.01399999039237192
hill_q2,20,250.0,0.01497827883961308
hill_q2,21,257.0,0.014163721165006018
hill_q2,22,264.0,0.015267563843701504
hill_q2,23,271.0,0.01557353811624858
hill_q2,24,278.0,0.016326966649794203
hill_q2,25,285.0,0.017271463765716945
hill_q2,26,293.0,0.017403010231758387
hill_q2,27,300.0,0.017795299294612158
hill_q2,28,307.0,0.019121259584742572
hill_q2,29,314.0,0.01874522573522408
hill_q2,30,321.0,0.019118853882931584
hill_q2,31,328.0,0.020096592773165525
hill_q2,32,335.0,0.020350368961019327
hill_q2,33,342.0,0.019952827396340658
hill_q2,34,349.0,0.020390564525355325
hill_q2,35,356.0,0.019644295407871614
hill_q2,36,364.0,0.022085154590182968
hill_q2,37,1.0,0.021326899634528787
hill_q2,38,8.0,0.02008745771911002
hill_q2,39,15.0,0.021026245007853623
hill_q2,40,22.0,0.021392480884352232
hill_q2,41,29.0,0.019804473211076836
hill_q2,42,36.0,0.020832916626349077
hill_q2,43,43.0,0.019979444498949936
hill_q2,44,50.0,0.02069517204903251
hill_q2,45,58.0,0.020686507249845158
hill_q2,46,65.0,0.0223222352328549
hill_q2,47,72.0,0.02066480408668735
hill_q2,48,79.0,0.020072768741990293
hill_q2,49,86.0,0.023401566996093862
hill_q2,50,93.0,0.01899939413510321
hill_q2,51,100.0,0.0194310619579151
lcbd_pa,0,108.0,0.016174117482441082
lcbd_pa,1,115.0,0.015572101862410677
lcbd_pa,2,122.0,0.02383817974974348
lcbd_pa,3,129.0,0.02004366846045156
lcbd_pa,4,136.0,0.021573902999925943
lcbd_pa,5,143.0,0.02084054913581776
lcbd_pa,6,150.0,0.022102665607093307
lcbd_pa,7,158.0,0.020643438755657134
lcbd_pa,8,165.0,0.021088779576303875
lcbd_pa,9,172.0,0.019526093587650253
lcbd_pa,10,179.0,0.0202103694120869
lcbd_pa,11,186.0,0.018275854798179555
lcbd_pa,12,193.0,0.018994253697520017
lcbd_pa,13,200.0,0.017723127667478602
lcbd_pa,14,207.0,0.017981419937443198
lcbd_pa,15,214.0,0.016491912358729804
lcbd_pa,16,222.0,0.016923758105750263
lcbd_pa,17,229.0,0.015429081791903733
lcbd_pa,18,236.0,0.016242252133785773
lcbd_pa,19,243.0,0.014486724911964621
lcbd_pa,20,250.0,0.015957472530995217
lcbd_pa,21,257.0,0.014368733592725079
lcbd_pa,22,264.0,0.01637073426283589
lcbd_pa,23,271.0,0.015632377612708494
lcbd_pa,24,278.0,0.01794661672874555
lcbd_pa,25,285.0,0.01777220563520199
lcbd_pa,26,293.0,0.019864722427411788
lcbd_pa,27,300.0,0.018995142078659422
lcbd_pa,28,307.0,0.021529131308629768
lcbd_pa,29,314.0,0.0195300340247541
lcbd_pa,30,321.0,0.021467079136682478
lcbd_pa,31,328.0,0.0200675723917776
lcbd_pa,32,335.0,0.02194279685302389
lcbd_pa,33,342.0,0.019954717346956814
lcbd_pa,34,349.0,0.02230251281098232
lcbd_pa,35,356.0,0.020058883076114496
lcbd_pa,36,364.0,0.022449973929501668
lcbd_pa,37,1.0,0.02046691903749937
lcbd_pa,38,8.0,0.021305713497766263
lcbd_pa,39,15.0,0.020229320397655282
lcbd_pa,40,22.0,0.02190571104404776
lcbd_pa,41,29.0,0.01992049358287679
lcbd_pa,42,36.0,0.021356011567069417
lcbd_pa,43,43.0,0.01980536035394467
lcbd_pa,44,50.0,0.020709084193636047
lcbd_pa,45,58.0,0.019287124150556785
lcbd_pa,46,65.0,0.019151346370492713
lcbd_pa,47,72.0,0.017862144822141452
lcbd_pa,48,79.0,0.01997248434008349
lcbd_pa,49,86.0,0.024344386980506554
lcbd_pa,50,93.0,0.018879048530516317
lcbd_pa,51,100.0,0.01443189335116279
pcoa1_pa,0,108.0,0.019360511397969862
pcoa1_pa,1,115.0,0.017956324757058117
pcoa1_pa,2,122.0,0.022835495247496708
pcoa1_pa,3,129.0,0.020534074740581783
pcoa1_pa,4,136.0,0.020397519094623277
pcoa1_pa,5,143.0,0.020565452478749306
pcoa1_pa,6,150.0,0.020773256866404112
pcoa1_pa,7,158.0,0.020735097426908947
pcoa1_pa,8,165.0,0.020499512440863725
pcoa1_pa,9,172.0,0.02045506773577147
pcoa1_pa,10,179.0,0.02002423171648234
pcoa1_pa,11,186.0,0.019428282026704314
pcoa1_pa,12,193.0,0.01900073499298322
pcoa1_pa,13,200.0,0.019129631805569945
pcoa1_pa,14,207.0,0.018105511145143173
pcoa1_pa,15,214.0,0.018334499070666466
pcoa1_pa,16,222.0,0.01753112300267777
pcoa1_pa,17,229.0,0.01702648797056607
pcoa1_pa,18,236.0,0.016599328884941797
pcoa1_pa,19,243.0,0.01608397591387062
pcoa1_pa,20,250.0,0.01621685223214863
pcoa1_pa,21,257.0,0.016033329649436594
pcoa1_pa,22,264.0,0.01713800174153702
pcoa1_pa,23,271.0,0.01712243151501081
pcoa1_pa,24,278.0,0.018554669233507664
pcoa1_pa,25,285.0,0.01883674459064845
pcoa1_pa,26,293.0,0.02010379430253165
pcoa1_pa,27,300.0,0.019278154776166786
pcoa1_pa,28,307.0,0.020850288967670234
pcoa1_pa,29,314.0,0.0197873225236479
pcoa1_pa,30,321.0,0.021077672931326674
pcoa1_pa,31,328.0,0.020121793128596153
pcoa1_pa,32,335.0,0.02111094182854083
pcoa1_pa,33,342.0,0.020227986795294407
pcoa1_pa,34,349.0,0.02134657108288043
pcoa1_pa,35,356.0,0.01968764790564638
pcoa1_pa,36,364.0,0.020159039589555762
pcoa1_pa,37,1.0,0.02184923424223421
pcoa1_pa,38,8.0,0.021620206882217323
pcoa1_pa,39,15.0,0.019535809359848357
pcoa1_pa,40,22.0,0.019970990910047327
pcoa1_pa,41,29.0,0.019015422111573
pcoa1_pa,42,36.0,0.01943503744524985
pcoa1_pa,43,43.0,0.018898678345751353
pcoa1_pa,44,50.0,0.01899653897463203
pcoa1_pa,45,58.0,0.018371387342881577
pcoa1_pa,46,65.0,0.0172746939311048
pcoa1_pa,47,72.0,0.01775860795718797
pcoa1_pa,48,79.0,0.018329961414817134
pcoa1_pa,49,86.0,0.022927921044559388
pcoa1_pa,50,93.0,0.016682329019121693
pcoa1_pa,51,100.0,0.016303819508594376
pcoa2_pa,0,108.0,0.016346778850960773
pcoa2_pa,1,115.0,0.01654069052955382
pcoa2_pa,2,122.0,0.028901140485182733
pcoa2_pa,3,129.0,0.02263103644290538
pcoa2_pa,4,136.0,0.02340936908146238
pcoa2_pa,5,143.0,0.022210389053324932
pcoa2_pa,6,150.0,0.022466504699503554
pcoa2_pa,7,158.0,0.02063360817300332
pcoa2_pa,8,165.0,0.02078046897319532
pcoa2_pa,9,172.0,0.018653544362227013
pcoa2_pa,10,179.0,0.019189103645124782
pcoa2_pa,11,186.0,0.01735027445306787
pcoa2_pa,12,193.0,0.018169108706959817
pcoa2_pa,13,200.0,0.01743004046604444
pcoa2_pa,14,207.0,0.017630315901758127
pcoa2_pa,15,214.0,0.016573071639712837
pcoa2_pa,16,222.0,0.01665500976167971
pcoa2_pa,17,229.0,0.015310945937473787
pcoa2_pa,18,236.0,0.015788976152503967
pcoa2_pa,19,243.0,0.014249136144482777
pcoa2_pa,20,250.0,0.015486062359312554
pcoa2_pa,21,257.0,0.014193964637637214
pcoa2_pa,22,264.0,0.015560648762926956
pcoa2_pa,23,271.0,0.015393431833776443
pcoa2_pa,24,278.0,0.016332964013350996
pcoa2_pa,25,285.0,0.01677846722252167
pcoa2_pa,26,293.0,0.017213288871970978
pcoa2_pa,27,300.0,0.01736407121323874
pcoa2_pa,28,307.0,0.018947354169764882
pcoa2_pa,29,314.0,0.018380288975753403
pcoa2_pa,30,321.0,0.01902591710522782
pcoa2_pa,31,328.0,0.019855583871677327
pcoa2_pa,32,335.0,0.02035097689201469
pcoa2_pa,33,342.0,0.019772600196912345
pcoa2_pa,34,349.0,0.020725163530488696
pcoa2_pa,35,356.0,0.020026506749775578
pcoa2_pa,36,364.0,0.022203034389161706
pcoa2_pa,37,1.0,0.021212850489743355
pcoa2_pa,38,8.0,0.020327429054013715
pcoa2_pa,39,15.0,0.0214216786011248
pcoa2_pa,40,22.0,0.022168024602265007
pcoa2_pa,41,29.0,0.02064223393689952
pcoa2_pa,42,36.0,0.021794347470222963
pcoa2_pa,43,43.0,0.02078526006368974
pcoa2_pa,44,50.0,0.021597264327726837
pcoa2_pa,45,58.0,0.02146293882504243
pcoa2_pa,46,65.0,0.022267166258936273
pcoa2_pa,47,72.0,0.020393723372518477
pcoa2_pa,48,79.0,0.020338116412692907
pcoa2_pa,49,86.0,0.021659183187356067
pcoa2_pa,50,93.0,0.018683389952968418
pcoa2_pa,51,100.0,0.016716555189160123
lcbd_cover,0,108.0,0.02183784249113574
lcbd_cover,1,115.0,0.0181110838702709
lcbd_cover,2,122.0,0.02301794037549693
lcbd_cover,3,129.0,0.01978597185984034
lcbd_cover,4,136.0,0.021492888003521383
lcbd_cover,5,143.0,0.02016472665759884
lcbd_cover,6,150.0,0.021634910290704374
lcbd_cover,7,158.0,0.01961727811332138
lcbd_cover,8,165.0,0.020432649690014723
lcbd_cover,9,172.0,0.018469034780465406
lcbd_cover,10,179.0,0.019583451544127196
lcbd_cover,11,186.0,0.01726683047023789
lcbd_cover,12,193.0,0.018472481713757278
lcbd_cover,13,200.0,0.01667241771796278
lcbd_cover,14,207.0,0.017552136121975308
lcbd_cover,15,214.0,0.0156699412600768
lcbd_cover,16,222.0,0.016534180704640657
lcbd_cover,17,229.0,0.01482276314981353
lcbd_cover,18,236.0,0.01607142707844573
lcbd_cover,19,243.0,0.014094646101466032
lcbd_cover,20,250.0,0.015781609090332185
lcbd_cover,21,257.0,0.013963339676094217
lcbd_cover,22,264.0,0.016112054769761235
lcbd_cover,23,271.0,0.015104102270890726
lcbd_cover,24,278.0,0.017524434346544982
lcbd_cover,25,285.0,0.017041510200783972
lcbd_cover,26,293.0,0.019327861534983802
lcbd_cover,27,300.0,0.018197919456874437
lcbd_cover,28,307.0,0.02106911804188574
lcbd_cover,29,314.0,0.01881289526348067
lcbd_cover,30,321.0,0.02096497434801483
lcbd_cover,31,328.0,0.019425687829893325
lcbd_cover,32,335.0,0.021432476342106727
lcbd_cover,33,342.0,0.01923376450164132
lcbd_cover,34,349.0,0.021865174123238264
lcbd_cover,35,356.0,0.019514291044285936
lcbd_cover,36,364.0,0.022623702522307228
lcbd_cover,37,1.0,0.01997980417654771
lcbd_cover,38,8.0,0.020875739999357913
lcbd_cover,39,15.0,0.019717130778308497
lcbd_cover,40,22.0,0.02164618180172618
lcbd_cover,41,29.0,0.019447720331074923
lcbd_cover,42,36.0,0.021324255651175652
lcbd_cover,43,43.0,0.019470737662615617
lcbd_cover,44,50.0,0.021002666690586903
lcbd_cover,45,58.0,0.019200108293557526
lcbd_cover,46,65.0,0.020123651976887265
lcbd_cover,47,72.0,0.018458124550328053
lcbd_cover,48,79.0,0.021093533073132813
lcbd_cover,49,86.0,0.027982842545095928
lcbd_cover,50,93.0,0.021797873755993614
lcbd_cover,51,100.0,0.018580111355618573
pcoa1_cover,0,108.0,0.019372120902711856
pcoa1_cover,1,115.0,0.017792574032455766
pcoa1_cover,2,122.0,0.023507562431255007
pcoa1_cover,3,129.0,0.02049258803476103
pcoa1_cover,4,136.0,0.021087454392784553
pcoa1_cover,5,143.0,0.020471846386297267
pcoa1_cover,6,150.0,0.021270278358260942
pcoa1_cover,7,158.0,0.020358381758892666
pcoa1_cover,8,165.0,0.020582343192369505
pcoa1_cover,9,172.0,0.019818087933768175
pcoa1_cover,10,179.0,0.019808220166917127
pcoa1_cover,11,186.0,0.01854696222903119
pcoa1_cover,12,193.0,0.01859445447607231
pcoa1_cover,13,200.0,0.01804962506874403
pcoa1_cover,14,207.0,0.017509609594651258
pcoa1_cover,15,214.0,0.017308444062143234
pcoa1_cover,16,222.0,0.016971828521182824
pcoa1_cover,17,229.0,0.01615708508984649
pcoa1_cover,18,236.0,0.016319622934155655
pcoa1_cover,19,243.0,0.015370177991496993
pcoa1_cover,20,250.0,0.016015753661686276
pcoa1_cover,21,257.0,0.015341644431774224
pcoa1_cover,22,264.0,0.01677023863584509
pcoa1_cover,23,271.0,0.016407863617863484
pcoa1_cover,24,278.0,0.01809046292748395
pcoa1_cover,25,285.0,0.01814393079616243
pcoa1_cover,26,293.0,0.01974277401694251
pcoa1_cover,27,300.0,0.018757916498321328
pcoa1_cover,28,307.0,0.02059424847393998
pcoa1_cover,29,314.0,0.019234215877177347
pcoa1_cover,30,321.0,0.020810036747009045
pcoa1_cover,31,328.0,0.0196286880698926
pcoa1_cover,32,335.0,0.020995345706862775
pcoa1_cover,33,342.0,0.019740472030176676
pcoa1_cover,34,349.0,0.021681914590389297
pcoa1_cover,35,356.0,0.019856107239350374
pcoa1_cover,36,364.0,0.020966611086767516
pcoa1_cover,37,1.0,0.021147474323694144
pcoa1_cover,38,8.0,0.02153363557406827
pcoa1_cover,39,15.0,0.0197313915713711
pcoa1_cover,40,22.0,0.0208627445364873
pcoa1_cover,41,29.0,0.019472694299381955
pcoa1_cover,42,36.0,0.020523882693108595
pcoa1_cover,43,43.0,0.01931947314985011
pcoa1_cover,44,50.0,0.020125549413807692
pcoa1_cover,45,58.0,0.018802997971284405
pcoa1_cover,46,65.0,0.018295338332749177
pcoa1_cover,47,72.0,0.017974737490128123
pcoa1_cover,48,79.0,0.0203790871321074
pcoa1_cover,49,86.0,0.0250598403690963
pcoa1_cover,50,93.0,0.018041345656138574
pcoa1_cover,51,100.0,0.016562315521284263
pcoa2_cover,0,108.0,0.014566353601479497
pcoa2_cover,1,115.0,0.0160400937194265
pcoa2_cover,2,122.0,0.030726044037693627
pcoa2_cover,3,129.0,0.02387138218207947
pcoa2_cover,4,136.0,0.023808829144036293
pcoa2_cover,5,143.0,0.022903902636095506
pcoa2_cover,6,150.0,0.022617708926812138
pcoa2_cover,7,158.0,0.021202735084024184
pcoa2_cover,8,165.0,0.02103366224455265
pcoa2_cover,9,172.0,0.01924210302695071
pcoa2_cover,10,179.0,0.019278300747974195
pcoa2_cover,11,186.0,0.017710618696433453
pcoa2_cover,12,193.0,0.018020604413151654
pcoa2_cover,13,200.0,0.01771069354627536
pcoa2_cover,14,207.0,0.017388632624610934
pcoa2_cover,15,214.0,0.016678730565416796
pcoa2_cover,16,222.0,0.01639592391525194
pcoa2_cover,17,229.0,0.015366081362185
pcoa2_cover,18,236.0,0.015341528251506439
pcoa2_cover,19,243.0,0.01417189207843875
pcoa2_cover,20,250.0,0.014910206837977025
pcoa2_cover,21,257.0,0.013913289652228922
pcoa2_cover,22,264.0,0.01504121545024638
pcoa2_cover,23,271.0,0.014836275960708266
pcoa2_cover,24,278.0,0.01588165822059751
pcoa2_cover,25,285.0,0.0160712368554316
pcoa2_cover,26,293.0,0.01683489587954432
pcoa2_cover,27,300.0,0.0166877192169644
pcoa2_cover,28,307.0,0.018572716162670012
pcoa2_cover,29,314.0,0.017958089073873355
pcoa2_cover,30,321.0,0.018904561450389695
pcoa2_cover,31,328.0,0.01956619829672854
pcoa2_cover,32,335.0,0.020401543677533364
pcoa2_cover,33,342.0,0.019768626726953228
pcoa2_cover,34,349.0,0.02067234378957315
pcoa2_cover,35,356.0,0.020069421703310743
pcoa2_cover,36,364.0,0.022501169813334766
pcoa2_cover,37,1.0,0.02187682626335271
pcoa2_cover,38,8.0,0.020843632239793044
pcoa2_cover,39,15.0,0.021989185523700643
pcoa2_cover,40,22.0,0.02244896770278363
pcoa2_cover,41,29.0,0.021032026270807743
pcoa2_cover,42,36.0,0.02201162067630415
pcoa2_cover,43,43.0,0.021212082828468985
pcoa2_cover,44,50.0,0.02177616975659788
pcoa2_cover,45,58.0,0.022054517176985228
pcoa2_cover,46,65.0,0.022286269791819246
pcoa2_cover,47,72.0,0.0208182737544486
pcoa2_cover,48,79.0,0.019930943471738048
pcoa2_cover,49,86.0,0.02169613222371682
pcoa2_cover,50,93.0,0.017586172409115117
pcoa2_cover,51,100.0,0.01577019033790779
