target,R2_mean,R2_sd,RMSE_mean,RMSE_sd,MAE_mean,spearman_mean,n,n_seeds,R2_ensemble,RMSE_ensemble,spearman_ensemble
hill_q0_unified,0.35956637691136106,0.001550213413345464,2.4300477128017817,0.0029404690344172445,1.709718964875437,0.6430214193906262,3102,3,0.3621098834743204,2.425218582170477,0.6447352718189017
lcbd_pa_unified,0.39221629656576457,0.002216422937675824,1.1642115993184046e-05,2.122002050546485e-08,9.216470586744498e-06,0.565270186864523,3094,3,0.39643471160857313,1.1601656556065777e-05,0.5687902297210954
pcoa1_pa_unified,0.4728545182521044,0.009254769970496941,0.21304107843902617,0.0018654964798379095,0.11907230476797988,0.7515649060691055,3094,3,0.4741606429410289,0.2127824237707201,0.7531958144461491
pcoa2_pa_unified,0.6716283031344418,0.00034767243102364027,0.15475307518133782,8.193696335197626e-05,0.12072967841411235,0.8278160562275066,3094,3,0.6731187726067049,0.15440148034178672,0.8288472553899633
lcbd_freq_unified,0.37181414273923546,0.0032358288158288407,1.9888947935497655e-05,5.119333737792016e-08,1.5808850614547123e-05,0.5606398655515735,3040,3,0.37430603207150914,1.9849504807439386e-05,0.5623762298821159
pcoa1_freq_unified,0.25730014929576167,0.01315467102445038,0.43099051387312065,0.0038200581754017503,0.20303815855053134,0.5703357791736479,3040,3,0.2586683918878997,0.43060460936036665,0.5745669606232938
pcoa2_freq_unified,0.45010121182895535,0.004247806960549669,0.3506330798351905,0.001354985676709229,0.23171672736818105,0.8019132612884267,3040,3,0.45322003219093787,0.34963907651904036,0.805098862431766
mpd_unified,0.1206623650936079,0.011591465950851374,109.52044062530054,0.7224727298786641,72.96394931205687,0.34422748689858534,2535,3,0.12653603847113315,109.15563161050812,0.35084174838425447
mntd_unified,0.03522413498825102,0.005565286978455387,100.03181223572473,0.2887392521771791,65.64384647524481,0.16802006127423594,2535,3,0.04187774208348949,99.68655604339793,0.17490587832504279
ses_pd_unified,0.10588727190241114,0.0006860342855079852,1.1376190754510809,0.00043641707085842544,0.8387801941486775,0.31128936568234344,2535,3,0.11204420102756385,1.1336954984917602,0.3176895773977561
ses_mpd_unified,0.15091113127124653,0.0010622436572908622,1.1711506413312505,0.00073244598154317,0.8648133182837444,0.33510535969020605,2535,3,0.15491229789572392,1.1683881250509325,0.34089466260445855
ses_mntd_unified,0.04951817191654847,0.0022064971243178503,1.1925271750640656,0.0013845707687248604,0.8915361929571656,0.18827348932369015,2535,3,0.05327874255603415,1.190166261610753,0.19181477291953664
dark_n_unified,0.5630815831643637,0.003676067204361133,18.353637282594907,0.07727388003629791,14.622126851232224,0.7453495447966322,3094,3,0.5648362718403839,18.31685382103457,0.746500967457776
