site_id,X,Y,lon,lat,year,win_start,win_end,cell,n_obs_center,n_obs_mean5x5,max_doy_gap,mean_doy_gap,frac_valid_px,n_obs_per_year,n_years_with_obs,patch_y,patch_x,sensors,error
LT0699,121424.83531150909,5367065.399690385,-73.5534281740118,-41.7579734962655,2019,2017.0,2019.0,24_1073,48.0,52.0,25.0,6.941176470588236,0.3732283464566929,"{""2017"": 8, ""2018"": 20, ""2019"": 24}",3.0,5.0,5.0,"landsat7,landsat8",
LT0818,117767.6280444056,5464232.27448809,-73.5362451855115,-40.8837543272073,2013,2011.0,2013.0,24_1093,56.0,64.0,25.0,5.714285714285714,0.411044776119403,"{""2011"": 19, ""2012"": 15, ""2013"": 30}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0827,118215.7283729447,5471259.693102322,-73.5266369568585,-40.8208549694589,2013,2011.0,2013.0,24_1094,62.0,69.0,27.0,5.294117647058823,0.4575757575757576,"{""2011"": 24, ""2012"": 17, ""2013"": 28}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0842,120812.57141107734,5477383.147135242,-73.4922220958254,-40.7670642908428,2017,2015.0,2017.0,24_1095,86.0,99.0,35.0,3.683673469387755,0.4197044334975369,"{""2015"": 32, ""2016"": 40, ""2017"": 27}",3.0,5.0,5.0,"landsat7,landsat8",
LT0873,120698.73809204368,5493507.246456996,-73.4838280495388,-40.6222009028816,2018,2016.0,2018.0,24_1099,84.0,97.0,23.0,3.7291666666666665,0.4009478672985782,"{""2016"": 31, ""2017"": 32, ""2018"": 34}",3.0,5.0,5.0,"landsat7,landsat8",
LT0880,120505.19301414596,5496486.663896623,-73.4843166493611,-40.5953533841322,2019,2017.0,2019.0,24_1099,87.0,100.0,22.0,3.5656565656565657,0.4315384615384615,"{""2017"": 31, ""2018"": 36, ""2019"": 33}",3.0,5.0,5.0,"landsat7,landsat8",
LT0914,121349.19753941748,5513623.421128199,-73.4641305073417,-40.4418253748783,2012,2010.0,2012.0,24_1103,41.0,53.0,26.0,6.923076923076923,0.3801834862385321,"{""2010"": 15, ""2011"": 24, ""2012"": 14}",3.0,5.0,5.0,"landsat5,landsat7",
LT0954,119587.18346708176,5524561.309899407,-73.4783178824425,-40.3427824803832,2013,2011.0,2013.0,24_1105,54.0,68.0,39.0,5.373134328358209,0.4329770992366412,"{""2011"": 25, ""2012"": 14, ""2013"": 29}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0969,117724.92341094528,5537473.4478853885,-73.4924774214397,-40.2259611002317,2014,2012.0,2014.0,24_1107,58.0,66.0,36.0,5.415384615384616,0.3828947368421053,"{""2012"": 13, ""2013"": 25, ""2014"": 28}",3.0,5.0,5.0,"landsat7,landsat8",
LT0976,120514.553972252,5540660.094192241,-73.4579084578766,-40.1986049505981,2014,2012.0,2014.0,24_1108,55.0,66.0,31.0,5.430769230769231,0.3668421052631579,"{""2012"": 12, ""2013"": 28, ""2014"": 26}",3.0,5.0,5.0,"landsat7,landsat8",
LT0991,121318.85709897864,5543754.236034359,-73.4466683586919,-40.1711755283678,2012,2010.0,2012.0,24_1109,44.0,55.0,24.0,6.7407407407407405,0.3930275229357798,"{""2010"": 15, ""2011"": 27, ""2012"": 13}",3.0,5.0,5.0,"landsat5,landsat7",
LT0983,118380.76549031732,5542550.388177115,-73.481782295822,-40.1806594004159,2013,2011.0,2013.0,24_1109,53.0,61.0,28.0,6.0,0.4119083969465649,"{""2011"": 22, ""2012"": 12, ""2013"": 27}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0984,121385.78603081136,5542765.966489717,-73.4464652045199,-40.1800826701856,2013,2011.0,2013.0,24_1109,46.0,61.0,28.0,6.0,0.3722137404580152,"{""2011"": 22, ""2012"": 13, ""2013"": 26}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0981,120326.6188225607,5542515.542419082,-73.4590161011335,-40.1818540390465,2014,2012.0,2014.0,24_1109,59.0,69.0,32.0,5.191176470588236,0.3857894736842105,"{""2012"": 12, ""2013"": 30, ""2014"": 27}",3.0,5.0,5.0,"landsat7,landsat8",
LT0982,119375.7538943715,5542592.683336919,-73.4701057231972,-40.1807308811525,2014,2012.0,2014.0,24_1109,57.0,67.0,32.0,5.348484848484849,0.38,"{""2012"": 11, ""2013"": 31, ""2014"": 25}",3.0,5.0,5.0,"landsat7,landsat8",
LT0997,122227.97547933472,5544782.489193705,-73.4354209062284,-40.1623484106061,2014,2012.0,2014.0,24_1109,60.0,73.0,32.0,4.888888888888889,0.4018421052631579,"{""2012"": 13, ""2013"": 31, ""2014"": 29}",3.0,5.0,5.0,"landsat7,landsat8",
LT0999,118178.0861537453,5545499.121013241,-73.4824096571698,-40.1540820552778,2014,2012.0,2014.0,24_1109,61.0,67.0,29.0,5.348484848484849,0.3986842105263158,"{""2012"": 14, ""2013"": 27, ""2014"": 26}",3.0,5.0,5.0,"landsat7,landsat8",
LT0998,120246.99758548503,5544684.505994434,-73.4586708493126,-40.1623359899085,2017,2015.0,2017.0,24_1109,84.0,91.0,28.0,4.011111111111111,0.4133990147783251,"{""2015"": 30, ""2016"": 34, ""2017"": 27}",3.0,5.0,5.0,"landsat7,landsat8",
LT1008,118920.44052443246,5549616.053475868,-73.4712906849968,-40.1174401320066,2013,2011.0,2013.0,24_1110,56.0,67.0,22.0,5.454545454545454,0.4216793893129771,"{""2011"": 25, ""2012"": 15, ""2013"": 27}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1005,122015.42405532276,5547833.804125438,-73.4361224121487,-40.1348444088929,2014,2012.0,2014.0,24_1110,60.0,72.0,29.0,4.957746478873239,0.3968421052631579,"{""2012"": 14, ""2013"": 30, ""2014"": 28}",3.0,5.0,5.0,"landsat7,landsat8",
LT1040,122157.81544568232,5560877.069646714,-73.4268476790052,-40.0177446574687,2013,2011.0,2013.0,24_1112,58.0,69.0,28.0,5.294117647058823,0.4488549618320611,"{""2011"": 24, ""2012"": 11, ""2013"": 34}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1041,119115.08802253328,5560729.903088664,-73.4624813073647,-40.0177004800086,2013,2011.0,2013.0,24_1112,61.0,66.0,24.0,5.538461538461538,0.4604580152671755,"{""2011"": 21, ""2012"": 16, ""2013"": 29}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1046,122093.34366715234,5561906.647914676,-73.4270021369887,-40.0084672918739,2013,2011.0,2013.0,24_1112,64.0,71.0,28.0,5.142857142857143,0.469618320610687,"{""2011"": 23, ""2012"": 14, ""2013"": 34}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1058,120891.11626465803,5564787.810452629,-73.4393664157594,-39.9820482755099,2012,2010.0,2012.0,24_1113,43.0,52.0,34.0,7.137254901960785,0.4047706422018348,"{""2010"": 19, ""2011"": 18, ""2012"": 15}",3.0,5.0,5.0,"landsat5,landsat7",
LT1049,121031.90611767466,5562834.826076586,-73.4388601512018,-39.9996544976095,2013,2011.0,2013.0,24_1113,57.0,65.0,28.0,5.578125,0.4326717557251908,"{""2011"": 19, ""2012"": 16, ""2013"": 30}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1052,119963.02260864504,5563739.438648663,-73.4508158205973,-39.9910489772049,2013,2011.0,2013.0,24_1113,67.0,76.0,42.0,4.8,0.4961832061068702,"{""2011"": 26, ""2012"": 17, ""2013"": 33}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1066,119750.0507131816,5566718.525063606,-73.4515627639132,-39.9641933567535,2013,2011.0,2013.0,24_1113,63.0,70.0,42.0,5.217391304347826,0.4595419847328244,"{""2011"": 22, ""2012"": 16, ""2013"": 32}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1071,119684.20488292568,5567724.952070266,-73.451743961398,-39.9551234295402,2016,2014.0,2016.0,24_1114,87.0,98.0,21.0,3.7216494845360826,0.4366336633663366,"{""2014"": 27, ""2015"": 37, ""2016"": 34}",3.0,5.0,5.0,"landsat7,landsat8",
LT1382,120214.76516110428,5725392.348583283,-73.3568348692451,-38.5388236831389,2013,2011.0,2013.0,24_1145,70.0,79.0,20.0,4.653846153846154,0.4703448275862069,"{""2011"": 21, ""2012"": 18, ""2013"": 40}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1423,121153.48199743417,5742497.594310753,-73.3368629171433,-38.3855113675366,2013,2011.0,2013.0,24_1148,59.0,78.0,17.0,4.64935064935065,0.439136690647482,"{""2011"": 25, ""2012"": 16, ""2013"": 37}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1418,119319.89298905215,5739309.90099922,-73.3595202861092,-38.413378656932,2016,2014.0,2016.0,24_1148,90.0,112.0,19.0,3.2612612612612613,0.527191011235955,"{""2014"": 37, ""2015"": 37, ""2016"": 38}",3.0,5.0,5.0,"landsat7,landsat8",
LT1424,122149.90812958038,5742546.479934759,-73.3254601871879,-38.3854931792953,2013,2011.0,2013.0,24_1149,71.0,82.0,19.0,4.45679012345679,0.4892307692307692,"{""2011"": 23, ""2012"": 17, ""2013"": 42}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1426,121100.45192234764,5743480.709671753,-73.3369398347203,-38.3766542181466,2013,2011.0,2013.0,24_1149,57.0,77.0,17.0,4.7368421052631575,0.4097902097902098,"{""2011"": 27, ""2012"": 16, ""2013"": 34}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1504,119689.1067012028,5780523.101370904,-73.3332315727824,-38.0431696499804,2013,2011.0,2013.0,24_1156,37.0,43.0,35.0,8.428571428571429,0.5172602739726028,"{""2011"": 9, ""2012"": 10, ""2013"": 24}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1514,121504.73941140872,5783656.317613309,-73.3109448851693,-38.0157707099473,2012,2010.0,2012.0,24_1157,22.0,32.0,48.0,11.35483870967742,0.37875,"{""2010"": 8, ""2011"": 12, ""2012"": 12}",3.0,5.0,5.0,"landsat5,landsat7",
LT1598,118959.81677530736,5822603.982664388,-73.3193543068752,-37.6646686788536,2017,2015.0,2017.0,24_1165,70.0,74.0,21.0,4.931506849315069,0.5926050420168067,"{""2015"": 28, ""2016"": 27, ""2017"": 19}",3.0,5.0,5.0,"landsat7,landsat8",
LT1610,121298.53691009391,5832794.389934746,-73.2876385943398,-37.5740428407299,2014,2012.0,2014.0,24_1167,62.0,65.0,27.0,5.65625,0.6604347826086957,"{""2012"": 10, ""2013"": 27, ""2014"": 28}",3.0,5.0,5.0,"landsat7,landsat8",
LT0110,118392.43264522782,4325000.875114686,-74.4517258304608,-51.099151930822,2017,2015.0,2017.0,24_865,15.0,18.0,99.0,20.352941176470587,0.11392,"{""2015"": 5, ""2016"": 9, ""2017"": 4}",3.0,5.0,5.0,"landsat7,landsat8",
LT0203,119851.08248928316,4812563.825605812,-73.9758444472587,-46.7321690982067,2016,2014.0,2016.0,24_963,46.0,49.0,45.0,7.166666666666667,0.25,"{""2014"": 10, ""2015"": 15, ""2016"": 24}",3.0,5.0,5.0,"landsat7,landsat8",
LT0204,118786.04601852276,4813471.943317456,-73.988978452593,-46.7234216106187,2016,2014.0,2016.0,24_963,45.0,49.0,45.0,7.166666666666667,0.2518181818181818,"{""2014"": 11, ""2015"": 15, ""2016"": 23}",3.0,5.0,5.0,"landsat7,landsat8",
LT0255,121828.20099502103,4878962.4659265,-73.8963159859855,-46.1379329045692,2018,2016.0,2018.0,24_976,33.0,43.0,53.0,8.071428571428571,0.2195,"{""2016"": 18, ""2017"": 14, ""2018"": 11}",3.0,5.0,5.0,"landsat7,landsat8",
LT0262,122448.98603743291,4884085.350374405,-73.8842380744564,-46.0923374954164,2018,2016.0,2018.0,24_977,44.0,47.0,47.0,7.5,0.26275,"{""2016"": 23, ""2017"": 13, ""2018"": 11}",3.0,5.0,5.0,"landsat7,landsat8",
LT0277,120685.10326044122,4893956.103259619,-73.8991217692772,-46.0028475681834,2018,2016.0,2018.0,24_979,43.0,53.0,44.0,6.615384615384615,0.2735,"{""2016"": 26, ""2017"": 14, ""2018"": 13}",3.0,5.0,5.0,"landsat7,landsat8",
LT0296,121095.93870606663,4915037.853126781,-73.8772087332836,-45.8140190140083,2014,2012.0,2014.0,24_983,32.0,38.0,48.0,9.297297297297296,0.252,"{""2012"": 7, ""2013"": 15, ""2014"": 16}",3.0,5.0,5.0,"landsat7,landsat8",
LT0327,120718.68361527042,4934134.181933444,-73.8671141760104,-45.6425528161487,2018,2016.0,2018.0,24_987,43.0,57.0,43.0,6.428571428571429,0.27575,"{""2016"": 24, ""2017"": 12, ""2018"": 21}",3.0,5.0,5.0,"landsat7,landsat8",
LT0333,120458.39155472151,4937173.324476542,-73.8680764859732,-45.6151544094677,2018,2016.0,2018.0,24_987,34.0,45.0,43.0,7.931818181818182,0.218,"{""2016"": 22, ""2017"": 9, ""2018"": 14}",3.0,5.0,5.0,"landsat7,landsat8",
LT0336,121081.61768147165,4942228.454282861,-73.8561907566987,-45.570156906269,2012,2010.0,2012.0,24_988,26.0,32.0,77.0,11.35483870967742,0.2649462365591398,"{""2010"": 13, ""2011"": 14, ""2012"": 5}",3.0,5.0,5.0,"landsat5,landsat7",
LT0348,122184.1503790762,4954379.748628854,-73.8327513914361,-45.4617710663237,2014,2012.0,2014.0,24_991,50.0,53.0,32.0,6.865384615384615,0.3245333333333333,"{""2012"": 10, ""2013"": 22, ""2014"": 21}",3.0,5.0,5.0,"landsat7,landsat8",
LT0355,119590.8267007359,4962218.4680565465,-73.8597527939151,-45.3900606206935,2014,2012.0,2014.0,24_992,31.0,42.0,29.0,8.707317073170731,0.2090666666666666,"{""2012"": 11, ""2013"": 14, ""2014"": 17}",3.0,5.0,5.0,"landsat7,landsat8",
LT0357,121475.89007316164,4963364.858343379,-73.8348787364186,-45.3807992276837,2014,2012.0,2014.0,24_993,39.0,44.0,23.0,8.116279069767442,0.2498666666666666,"{""2012"": 11, ""2013"": 16, ""2014"": 17}",3.0,5.0,5.0,"landsat7,landsat8",
LT0373,118212.92782707803,4967080.652674183,-73.873536321166,-45.3457036596146,2014,2012.0,2014.0,24_993,42.0,53.0,27.0,6.711538461538462,0.2885333333333333,"{""2012"": 15, ""2013"": 19, ""2014"": 19}",3.0,5.0,5.0,"landsat7,landsat8",
LT0491,127081.87964001298,5064224.622039503,-73.6891410448495,-44.4789534082702,2014,2012.0,2014.0,25_1013,46.0,50.0,36.0,7.26530612244898,0.2903896103896103,"{""2012"": 11, ""2013"": 16, ""2014"": 23}",3.0,5.0,5.0,"landsat7,landsat8",
LT0525,126566.41507388174,5112381.382358881,-73.6612554151871,-44.0465746444585,2014,2012.0,2014.0,25_1022,47.0,53.0,31.0,6.711538461538462,0.2935849056603773,"{""2012"": 8, ""2013"": 24, ""2014"": 21}",3.0,5.0,5.0,"landsat7,landsat8",
LT0605,124329.88919897204,5254820.289303626,-73.5912820261036,-42.7670606473487,2012,2010.0,2012.0,25_1051,25.0,28.0,64.0,13.333333333333334,0.5240816326530612,"{""2010"": 6, ""2011"": 15, ""2012"": 7}",3.0,5.0,5.0,"landsat5,landsat7",
LT0643,123286.86232582763,5311981.524079008,-73.5664038094055,-42.2534138599085,2012,2010.0,2012.0,25_1062,30.0,31.0,42.0,12.0,0.5057627118644068,"{""2010"": 6, ""2011"": 15, ""2012"": 10}",3.0,5.0,5.0,"landsat5,landsat7",
LT0646,124219.53370597427,5313021.30107739,-73.5544599285008,-42.2445281039783,2012,2010.0,2012.0,25_1063,31.0,31.0,42.0,12.0,0.5254237288135594,"{""2010"": 8, ""2011"": 14, ""2012"": 9}",3.0,5.0,5.0,"landsat5,landsat7",
LT0795,125719.90940513369,5449683.314721468,-73.4509271753255,-41.0180907543425,2019,2017.0,2019.0,25_1090,71.0,80.0,15.0,4.405063291139241,0.3262962962962963,"{""2017"": 23, ""2018"": 28, ""2019"": 29}",3.0,5.0,5.0,"landsat7,landsat8",
LT0957,126430.75100199186,5527141.378940929,-73.3964732344722,-40.3226952122553,2013,2011.0,2013.0,25_1105,58.0,67.0,27.0,5.454545454545454,0.4454961832061068,"{""2011"": 24, ""2012"": 16, ""2013"": 27}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0952,125663.34902745468,5523972.423032425,-73.4073347847418,-40.3508173294672,2015,2013.0,2015.0,25_1105,80.0,92.0,27.0,3.967032967032967,0.4452459016393442,"{""2013"": 29, ""2014"": 27, ""2015"": 36}",3.0,5.0,5.0,"landsat7,landsat8",
LT0979,124443.01238377223,5541957.17613743,-73.4111334766869,-40.1887201027438,2012,2010.0,2012.0,25_1108,47.0,60.0,23.0,6.169491525423729,0.4377981651376146,"{""2010"": 18, ""2011"": 24, ""2012"": 18}",3.0,5.0,5.0,"landsat5,landsat7",
LT0971,125901.09224406468,5538008.662430942,-73.3963506315398,-40.2248400493095,2013,2011.0,2013.0,25_1108,61.0,68.0,29.0,5.373134328358209,0.4561832061068702,"{""2011"": 25, ""2012"": 16, ""2013"": 27}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1009,123839.9869602734,5550955.633544042,-73.412952075847,-40.1076191720244,2013,2011.0,2013.0,25_1110,59.0,69.0,28.0,5.294117647058823,0.4454961832061068,"{""2011"": 27, ""2012"": 11, ""2013"": 31}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1016,123696.51629543048,5552973.618418548,-73.4134568592492,-40.0894278005597,2013,2011.0,2013.0,25_1111,54.0,65.0,28.0,5.625,0.4116030534351145,"{""2011"": 23, ""2012"": 12, ""2013"": 30}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1017,122633.14382658916,5553884.470076215,-73.4253626005892,-40.0807704014683,2013,2011.0,2013.0,25_1111,52.0,62.0,24.0,5.901639344262295,0.4012213740458015,"{""2011"": 20, ""2012"": 12, ""2013"": 30}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1025,126545.61959334638,5555136.614042885,-73.3788865028221,-40.071264264268,2015,2013.0,2015.0,25_1111,84.0,96.0,21.0,3.8,0.4511475409836065,"{""2013"": 31, ""2014"": 30, ""2015"": 35}",3.0,5.0,5.0,"landsat7,landsat8",
LT1035,127366.89051914198,5558209.396019557,-73.3675171729175,-40.0440232846084,2013,2011.0,2013.0,25_1112,59.0,70.0,28.0,5.217391304347826,0.4580152671755725,"{""2011"": 22, ""2012"": 13, ""2013"": 35}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1038,125292.66577438806,5559078.107286879,-73.3912596746093,-40.0353012800088,2013,2011.0,2013.0,25_1112,54.0,67.0,28.0,5.454545454545454,0.4143511450381679,"{""2011"": 22, ""2012"": 14, ""2013"": 31}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1039,125232.53200231813,5560072.805937306,-73.3913882362076,-40.0263389764961,2013,2011.0,2013.0,25_1112,59.0,69.0,28.0,5.294117647058823,0.4454961832061068,"{""2011"": 22, ""2012"": 14, ""2013"": 33}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1042,124103.42305103636,5561007.395123085,-73.4040410003064,-40.0174417488406,2013,2011.0,2013.0,25_1112,50.0,62.0,28.0,5.901639344262295,0.3890076335877863,"{""2011"": 22, ""2012"": 11, ""2013"": 29}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1043,126148.10752285544,5561141.394513155,-73.3800744112982,-40.0171451643266,2013,2011.0,2013.0,25_1112,57.0,66.0,28.0,5.492307692307692,0.4293129770992366,"{""2011"": 22, ""2012"": 14, ""2013"": 30}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1044,123082.67030130788,5561898.130050885,-73.415450090479,-40.0089855735362,2013,2011.0,2013.0,25_1112,58.0,66.0,28.0,5.538461538461538,0.4409160305343511,"{""2011"": 25, ""2012"": 12, ""2013"": 29}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1047,125094.97775156503,5562066.056837183,-73.3918453008822,-40.0083720594677,2013,2011.0,2013.0,25_1112,57.0,69.0,28.0,5.294117647058823,0.4479389312977099,"{""2011"": 21, ""2012"": 15, ""2013"": 33}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1050,125082.85634030956,5563048.939984098,-73.3914200579077,-39.9995371668655,2013,2011.0,2013.0,25_1113,58.0,69.0,22.0,5.294117647058823,0.4433587786259542,"{""2011"": 20, ""2012"": 15, ""2013"": 34}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1054,125961.6487687974,5564097.947332496,-73.3805518509466,-39.9905027294255,2013,2011.0,2013.0,25_1113,60.0,69.0,28.0,5.25,0.4509923664122137,"{""2011"": 20, ""2012"": 16, ""2013"": 33}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1056,122911.90588414646,5564071.886026773,-73.4161843407982,-39.9893825865433,2013,2011.0,2013.0,25_1113,56.0,69.0,22.0,5.294117647058823,0.4384732824427481,"{""2011"": 24, ""2012"": 14, ""2013"": 31}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1067,122763.4333885049,5566972.898118886,-73.4162372015824,-39.9632565363747,2013,2011.0,2013.0,25_1113,60.0,72.0,22.0,5.070422535211268,0.4543511450381679,"{""2011"": 24, ""2012"": 17, ""2013"": 31}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1124,126204.81618149824,5590255.932096355,-73.362768999994,-39.7556136325333,2012,2010.0,2012.0,25_1118,53.0,61.0,29.0,6.066666666666666,0.4270967741935484,"{""2010"": 20, ""2011"": 23, ""2012"": 18}",3.0,5.0,5.0,"landsat5,landsat7",
LT1289,126504.89710768564,5677760.971771856,-73.3105808371765,-38.9695161479969,2013,2011.0,2013.0,25_1136,67.0,74.0,46.0,4.904109589041096,0.455,"{""2011"": 20, ""2012"": 23, ""2013"": 31}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1361,122552.46366344212,5720542.100905412,-73.3327093438981,-38.5834032463818,2016,2014.0,2016.0,25_1144,100.0,115.0,13.0,3.1666666666666665,0.4459911894273127,"{""2014"": 35, ""2015"": 38, ""2016"": 42}",3.0,5.0,5.0,"landsat7,landsat8",
LT1391,124177.70838164794,5727578.445088726,-73.3103181503739,-38.5208599504954,2013,2011.0,2013.0,25_1146,56.0,68.0,28.0,5.417910447761194,0.3842758620689655,"{""2011"": 21, ""2012"": 13, ""2013"": 34}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1401,124000.9732881792,5729622.288175976,-73.3112423230931,-38.5024182987562,2013,2011.0,2013.0,25_1146,61.0,74.0,23.0,4.972602739726027,0.4256551724137931,"{""2011"": 21, ""2012"": 16, ""2013"": 37}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1392,126103.49026356707,5727764.54824461,-73.2881893620259,-38.5199977967718,2016,2014.0,2016.0,25_1146,94.0,113.0,21.0,3.2232142857142856,0.4230837004405286,"{""2014"": 36, ""2015"": 37, ""2016"": 40}",3.0,5.0,5.0,"landsat7,landsat8",
LT1509,126618.0819498169,5781929.636504192,-73.253753129811,-38.0334093443007,2012,2010.0,2012.0,25_1156,32.0,38.0,48.0,9.675675675675675,0.2560655737704918,"{""2010"": 12, ""2011"": 13, ""2012"": 13}",3.0,5.0,5.0,"landsat5,landsat7",
LT1576,123888.3012181829,5808852.732129913,-73.2707346546306,-37.790299821989,2017,2015.0,2017.0,25_1162,68.0,70.0,21.0,5.217391304347826,0.5546218487394958,"{""2015"": 26, ""2016"": 27, ""2017"": 17}",3.0,5.0,5.0,"landsat7,landsat8",
LT1589,123379.64868890418,5815924.002060509,-73.272831547097,-37.72653296454,2014,2012.0,2014.0,25_1163,56.0,61.0,27.0,5.95,0.6055913978494624,"{""2012"": 10, ""2013"": 25, ""2014"": 26}",3.0,5.0,5.0,"landsat7,landsat8",
LT1701,125766.60364889464,5921372.998608273,-73.1928578316973,-36.7795719046781,2014,2012.0,2014.0,25_1184,65.0,66.0,19.0,5.569230769230769,0.6770833333333334,"{""2012"": 12, ""2013"": 24, ""2014"": 30}",3.0,5.0,5.0,"landsat7,landsat8",
LT0121,125547.03138187276,4358832.065973095,-74.3152314434174,-50.8009533656526,2013,2011.0,2013.0,25_872,5.0,10.0,107.0,34.55555555555556,0.0734117647058823,"{""2011"": 4, ""2012"": 3, ""2013"": 3}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0202,123917.9658944102,4811825.05588582,-73.9234182085745,-46.7410920956995,2016,2014.0,2016.0,25_962,39.0,45.0,46.0,7.340909090909091,0.2236363636363636,"{""2014"": 10, ""2015"": 14, ""2016"": 21}",3.0,5.0,5.0,"landsat7,landsat8",
LT0213,125777.46209063823,4827050.6445387,-73.8868144165761,-46.6056162118157,2013,2011.0,2013.0,25_965,32.0,40.0,44.0,9.102564102564102,0.2894736842105263,"{""2011"": 13, ""2012"": 9, ""2013"": 18}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0212,123771.931318008,4826924.71656898,-73.9130082429756,-46.6056251237672,2016,2014.0,2016.0,25_965,41.0,45.0,54.0,8.090909090909092,0.2295454545454545,"{""2014"": 13, ""2015"": 10, ""2016"": 22}",3.0,5.0,5.0,"landsat7,landsat8",
LT0223,126445.54873397476,4844183.64451595,-73.8643548247158,-46.4523572489877,2016,2014.0,2016.0,25_969,36.0,38.0,42.0,9.27027027027027,0.1924571428571428,"{""2014"": 9, ""2015"": 12, ""2016"": 17}",3.0,5.0,5.0,"landsat7,landsat8",
LT0257,126702.401400936,4879449.065129047,-73.8330545523275,-46.136251504036,2018,2016.0,2018.0,25_976,34.0,42.0,53.0,8.24390243902439,0.2135,"{""2016"": 20, ""2017"": 10, ""2018"": 12}",3.0,5.0,5.0,"landsat7,landsat8",
LT0282,125086.28424866567,4902358.598655313,-73.8359065637572,-45.9299114144666,2013,2011.0,2013.0,25_980,24.0,34.0,54.0,10.666666666666666,0.2221428571428571,"{""2011"": 12, ""2012"": 7, ""2013"": 15}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0283,127081.16492411873,4902518.159312911,-73.8101431414101,-45.9295650320735,2013,2011.0,2013.0,25_981,32.0,34.0,46.0,10.515151515151516,0.2807142857142857,"{""2011"": 14, ""2012"": 6, ""2013"": 14}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0298,125121.78634348058,4915426.404022156,-73.8252734822055,-45.8127317498862,2014,2012.0,2014.0,25_983,30.0,36.0,46.0,9.82857142857143,0.2264615384615384,"{""2012"": 7, ""2013"": 17, ""2014"": 12}",3.0,5.0,5.0,"landsat7,landsat8",
LT0334,126441.15049117256,4937612.2879238175,-73.7912769666477,-45.6144575508767,2018,2016.0,2018.0,25_988,46.0,55.0,39.0,6.462962962962963,0.29775,"{""2016"": 23, ""2017"": 17, ""2018"": 15}",3.0,5.0,5.0,"landsat7,landsat8",
LT0335,127378.900551977,4938688.081194248,-73.7784702139413,-45.6053113079821,2018,2016.0,2018.0,25_988,54.0,59.0,39.0,6.017241379310345,0.3295,"{""2016"": 24, ""2017"": 18, ""2018"": 17}",3.0,5.0,5.0,"landsat7,landsat8",
LT0339,122907.63326836324,4944373.306607025,-73.8312197698659,-45.5519109728507,2012,2010.0,2012.0,25_989,33.0,37.0,89.0,9.77777777777778,0.3518279569892473,"{""2010"": 10, ""2011"": 18, ""2012"": 9}",3.0,5.0,5.0,"landsat5,landsat7",
LT0385,123388.65388135264,4978576.2139826985,-73.7989772147494,-45.2453875602176,2014,2012.0,2014.0,25_996,42.0,53.0,25.0,6.788461538461538,0.2649056603773584,"{""2012"": 12, ""2013"": 18, ""2014"": 23}",3.0,5.0,5.0,"landsat7,landsat8",
