site_id,X,Y,lon,lat,year,win_start,win_end,cell,n_obs_center,n_obs_mean5x5,max_doy_gap,mean_doy_gap,frac_valid_px,n_obs_per_year,n_years_with_obs,patch_y,patch_x,sensors,error
LT0027,505736.0000000001,4045298.0000000056,-68.9130327325657,-53.7409340888734,2019,2017.0,2019.0,101_809,55.0,62.0,102.0,5.721311475409836,0.3105747126436781,"{""2017"": 16, ""2018"": 19, ""2019"": 27}",3.0,5.0,5.0,"landsat7,landsat8",
LT0009,509885.9999999975,3949147.000000002,-68.8469548619121,-54.6050411843061,2015,2013.0,2015.0,102_790,25.0,30.0,117.0,11.862068965517242,0.163235294117647,"{""2013"": 9, ""2014"": 8, ""2015"": 13}",3.0,5.0,5.0,"landsat7,landsat8",
LT0010,508914.0000000032,3949519.999999998,-68.8620136761992,-54.6017071241703,2015,2013.0,2015.0,102_790,17.0,21.0,169.0,17.3,0.1244117647058823,"{""2013"": 4, ""2014"": 6, ""2015"": 11}",3.0,5.0,5.0,"landsat7,landsat8",
LT0014,512096.9999999984,3982737.0000000047,-68.8140993470909,-54.3031134265657,2017,2015.0,2017.0,102_797,41.0,44.0,112.0,8.186046511627907,0.2278709677419355,"{""2015"": 14, ""2016"": 16, ""2017"": 14}",3.0,5.0,5.0,"landsat7,landsat8",
LT0020,508247.0000000008,4015326.000000004,-68.8741556944634,-54.0102912454639,2013,2011.0,2013.0,102_803,22.0,25.0,119.0,13.708333333333334,0.2432183908045977,"{""2011"": 4, ""2012"": 7, ""2013"": 14}",3.0,5.0,5.0,"landsat7,landsat8",
LT0024,508752.0000000027,4025443.000000003,-68.8667400728942,-53.9193518839837,2013,2011.0,2013.0,102_805,22.0,28.0,130.0,12.51851851851852,0.2168,"{""2011"": 7, ""2012"": 7, ""2013"": 14}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0025,507950.9999999982,4031459.999999998,-68.8790924428138,-53.8652836443907,2019,2017.0,2019.0,102_806,46.0,51.0,101.0,7.04,0.2681656804733728,"{""2017"": 21, ""2018"": 11, ""2019"": 19}",3.0,5.0,5.0,"landsat7,landsat8",
LT0018,513860.0000000003,3996911.000000007,-68.78766168072,-54.1756798702508,2013,2011.0,2013.0,103_799,16.0,21.0,127.0,17.0,0.188235294117647,"{""2011"": 5, ""2012"": 5, ""2013"": 11}",3.0,5.0,5.0,"landsat7,landsat8",
LT0012,518514.000000001,3966044.999999996,-68.714448020304,-54.4529361424871,2017,2015.0,2017.0,104_793,23.0,29.0,117.0,12.535714285714286,0.144,"{""2015"": 11, ""2016"": 12, ""2017"": 6}",3.0,5.0,5.0,"landsat7,landsat8",
LT0013,518387.9999999985,3973265.0000000047,-68.716838959695,-54.3880533073754,2017,2015.0,2017.0,104_795,33.0,40.0,118.0,9.0,0.2046451612903226,"{""2015"": 15, ""2016"": 15, ""2017"": 10}",3.0,5.0,5.0,"landsat7,landsat8",
LT0016,517630.9999999974,3988368.000000001,-68.7293882958555,-54.2523443483131,2017,2015.0,2017.0,104_798,48.0,52.0,112.0,6.823529411764706,0.3050322580645161,"{""2015"": 16, ""2016"": 22, ""2017"": 14}",3.0,5.0,5.0,"landsat7,landsat8",
LT0019,518477.0000000023,4013327.000000002,-68.717931981491,-54.0279930697111,2013,2011.0,2013.0,104_803,20.0,24.0,119.0,14.217391304347826,0.2329411764705882,"{""2011"": 5, ""2012"": 6, ""2013"": 13}",3.0,5.0,5.0,"landsat7,landsat8",
LT0000,526503.9999999976,3907957.000000004,-68.5859316163065,-54.9745967022927,2016,2014.0,2016.0,105_782,25.0,30.0,118.0,12.482758620689657,0.1701369863013698,"{""2014"": 11, ""2015"": 9, ""2016"": 10}",3.0,5.0,5.0,"landsat7,landsat8",
LT0011,523963.9999999986,3960663.0,-68.6299549502183,-54.5010764049538,2013,2011.0,2013.0,105_792,23.0,25.0,119.0,13.625,0.2517647058823529,"{""2011"": 7, ""2012"": 5, ""2013"": 13}",3.0,5.0,5.0,"landsat7,landsat8",
LT0015,522758.9999999997,3986649.9999999953,-68.6505514187892,-54.2675822757459,2013,2011.0,2013.0,105_797,22.0,28.0,119.0,12.444444444444445,0.2498823529411764,"{""2011"": 6, ""2012"": 6, ""2013"": 16}",3.0,5.0,5.0,"landsat7,landsat8",
LT0017,523225.9999999991,3992720.999999998,-68.643851298053,-54.2129988853503,2013,2011.0,2013.0,105_799,20.0,24.0,119.0,14.217391304347826,0.2230588235294117,"{""2011"": 5, ""2012"": 5, ""2013"": 14}",3.0,5.0,5.0,"landsat7,landsat8",
LT0003,587290.9999999981,3911028.9999999953,-67.6373940866387,-54.9400591560471,2012,2010.0,2012.0,117_782,10.0,15.0,164.0,24.0,0.134,"{""2010"": 7, ""2011"": 3, ""2012"": 5}",3.0,5.0,5.0,"landsat5,landsat7",
LT0001,586561.0000000014,3908017.000000002,-67.6478775169754,-54.9672460869503,2017,2015.0,2017.0,117_782,25.0,36.0,122.0,9.628571428571428,0.1750993377483443,"{""2015"": 7, ""2016"": 14, ""2017"": 15}",3.0,5.0,5.0,"landsat7,landsat8",
LT0005,591293.000000002,3911376.999999998,-67.5750547851476,-54.9362167444281,2012,2010.0,2012.0,118_782,11.0,15.0,128.0,24.0,0.1437974683544303,"{""2010"": 5, ""2011"": 3, ""2012"": 7}",3.0,5.0,5.0,"landsat5,landsat7",
LT0007,594262.9999999988,3911675.0000000056,-67.5288120849653,-54.9329875596249,2012,2010.0,2012.0,119_782,13.0,16.0,163.0,20.933333333333334,0.170126582278481,"{""2010"": 6, ""2011"": 3, ""2012"": 7}",3.0,5.0,5.0,"landsat5,landsat7",
LT0002,597404.9999999985,3910195.0000000047,-67.4792912216795,-54.9456796902573,2017,2015.0,2017.0,119_782,37.0,45.0,126.0,7.772727272727272,0.2474172185430463,"{""2015"": 15, ""2016"": 16, ""2017"": 14}",3.0,5.0,5.0,"landsat7,landsat8",
LT0006,593263.0000000023,3911583.0000000047,-67.5443838607424,-54.9340018933245,2017,2015.0,2017.0,119_782,35.0,43.0,123.0,8.142857142857142,0.2291390728476821,"{""2015"": 14, ""2016"": 14, ""2017"": 15}",3.0,5.0,5.0,"landsat7,landsat8",
LT0004,598302.0000000029,3910982.0000000056,-67.4655619353708,-54.9384339230789,2017,2015.0,2017.0,120_782,46.0,52.0,126.0,6.470588235294118,0.2871523178807947,"{""2015"": 17, ""2016"": 17, ""2017"": 18}",3.0,5.0,5.0,"landsat7,landsat8",
LT0008,606262.9999999998,3911664.000000003,-67.341603241492,-54.9306761591759,2017,2015.0,2017.0,121_782,45.0,54.0,119.0,6.69811320754717,0.2961589403973509,"{""2015"": 17, ""2016"": 21, ""2017"": 16}",3.0,5.0,5.0,"landsat7,landsat8",
LT0286,59792.12760024611,4901439.148366068,-74.6750905945159,-45.8994849645497,2019,2017.0,2019.0,12_980,23.0,24.0,72.0,14.130434782608695,0.4730434782608695,"{""2017"": 8, ""2018"": 7, ""2019"": 9}",3.0,5.0,5.0,"landsat7,landsat8",
LT0288,58679.85594646714,4903337.547153398,-74.6876170217686,-45.8817708654434,2019,2017.0,2019.0,12_981,21.0,24.0,72.0,14.130434782608695,0.4660869565217391,"{""2017"": 8, ""2018"": 6, ""2019"": 10}",3.0,5.0,5.0,"landsat7,landsat8",
LT0292,59240.58750594309,4908419.055343292,-74.6757785831743,-45.836618025156,2019,2017.0,2019.0,12_982,21.0,21.0,72.0,15.05,0.4565217391304347,"{""2017"": 7, ""2018"": 3, ""2019"": 11}",3.0,5.0,5.0,"landsat7,landsat8",
LT0294,59236.8809391823,4909455.163414688,-74.6748797616186,-45.8273358379019,2019,2017.0,2019.0,12_982,20.0,20.0,94.0,15.68421052631579,0.4347826086956521,"{""2017"": 6, ""2018"": 3, ""2019"": 11}",3.0,5.0,5.0,"landsat7,landsat8",
LT1419,72238.39649492066,5738302.422465602,-73.8975831572396,-38.4011567559848,2013,2011.0,2013.0,14_1148,21.0,26.0,110.0,13.0,0.29,"{""2011"": 8, ""2012"": 9, ""2013"": 9}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1425,71108.73351449554,5740225.259167945,-73.9093027489531,-38.3833507123384,2013,2011.0,2013.0,14_1148,23.0,24.0,75.0,15.173913043478262,0.3111111111111111,"{""2011"": 9, ""2012"": 8, ""2013"": 7}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1427,71038.06243226322,5741216.900399067,-73.9095056416345,-38.374412756484,2013,2011.0,2013.0,14_1148,26.0,27.0,75.0,13.423076923076923,0.3588888888888888,"{""2011"": 9, ""2012"": 8, ""2013"": 10}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0487,78293.27279838786,5058607.528508583,-74.3047305919771,-44.5025185886464,2013,2011.0,2013.0,16_1012,25.0,25.0,59.0,15.0,0.4494545454545454,"{""2011"": 11, ""2012"": 4, ""2013"": 10}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0489,79128.53851728357,5060692.803071207,-74.2925725084159,-44.4843124589772,2013,2011.0,2013.0,16_1012,23.0,25.0,32.0,15.0,0.4189090909090909,"{""2011"": 12, ""2012"": 4, ""2013"": 9}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0507,81657.364277052,5080975.18261898,-74.2445941267843,-44.303947834851,2013,2011.0,2013.0,16_1016,27.0,28.0,30.0,13.333333333333334,0.4952727272727272,"{""2011"": 13, ""2012"": 5, ""2013"": 10}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0609,79146.70779486571,5256564.412165212,-74.1401443767152,-42.7279838357491,2017,2015.0,2017.0,16_1051,77.0,88.0,19.0,4.172413793103448,0.4346666666666666,"{""2015"": 31, ""2016"": 34, ""2017"": 23}",3.0,5.0,5.0,"landsat7,landsat8",
LT0613,81645.62740441726,5261819.883008704,-74.1058672066591,-42.6822077300092,2017,2015.0,2017.0,16_1052,72.0,83.0,18.0,4.426829268292683,0.3733333333333333,"{""2015"": 30, ""2016"": 33, ""2017"": 20}",3.0,5.0,5.0,"landsat7,landsat8",
LT0615,80569.88717839378,5262691.66751313,-74.1183017456348,-42.6738029197765,2012,2010.0,2012.0,16_1053,40.0,49.0,48.0,7.583333333333333,0.4113131313131313,"{""2010"": 17, ""2011"": 24, ""2012"": 8}",3.0,5.0,5.0,"landsat5,landsat7",
LT0616,81558.82365707995,5262799.240659332,-74.106201299236,-42.6733759336992,2016,2014.0,2016.0,16_1053,71.0,79.0,18.0,4.653846153846154,0.3558,"{""2014"": 16, ""2015"": 33, ""2016"": 30}",3.0,5.0,5.0,"landsat7,landsat8",
LT0621,79866.83966160385,5272745.294395228,-74.1194327760888,-42.5832424312538,2013,2011.0,2013.0,16_1055,39.0,42.0,51.0,8.707317073170731,0.3318260869565217,"{""2011"": 17, ""2012"": 8, ""2013"": 17}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0407,86712.28086819581,4999961.689958851,-74.2467804305941,-45.0331330228355,2015,2013.0,2015.0,17_1000,23.0,24.0,48.0,13.304347826086955,0.2829629629629629,"{""2013"": 7, ""2014"": 8, ""2015"": 9}",3.0,5.0,5.0,"landsat7,landsat8",
LT0441,83064.35032015637,5034851.199519676,-74.2642229835342,-44.7182535765361,2017,2015.0,2017.0,17_1007,25.0,28.0,40.0,12.62962962962963,0.3319480519480519,"{""2015"": 10, ""2016"": 10, ""2017"": 8}",3.0,5.0,5.0,"landsat7,landsat8",
LT0617,83573.63080934348,5262960.753660507,-74.0815908623078,-42.6730191521962,2013,2011.0,2013.0,17_1053,43.0,49.0,35.0,7.5,0.3718260869565217,"{""2011"": 19, ""2012"": 8, ""2013"": 22}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0618,86593.17331107229,5263175.702732553,-74.0447271001938,-42.6727176456471,2019,2017.0,2019.0,17_1053,50.0,58.0,25.0,6.175438596491228,0.2867039106145251,"{""2017"": 15, ""2018"": 24, ""2019"": 19}",3.0,5.0,5.0,"landsat7,landsat8",
LT0623,83720.19755303825,5275026.30558849,-74.070996086904,-42.5648666130617,2013,2011.0,2013.0,17_1055,35.0,41.0,38.0,9.0,0.2963478260869565,"{""2011"": 20, ""2012"": 5, ""2013"": 16}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0661,86470.50217044272,5334537.822422351,-73.9951315399375,-42.0324272715742,2012,2010.0,2012.0,17_1067,43.0,51.0,45.0,7.28,0.419047619047619,"{""2010"": 15, ""2011"": 22, ""2012"": 14}",3.0,5.0,5.0,"landsat5,landsat7",
LT0663,87477.11263915343,5335564.867208723,-73.9822954922419,-42.0237400052269,2019,2017.0,2019.0,17_1067,72.0,82.0,18.0,4.283950617283951,0.3650761421319797,"{""2017"": 26, ""2018"": 29, ""2019"": 27}",3.0,5.0,5.0,"landsat7,landsat8",
LT0676,83107.76787199953,5341236.661894996,-74.0308512438594,-41.9705533853779,2015,2013.0,2015.0,17_1068,62.0,74.0,21.0,4.945205479452055,0.36,"{""2013"": 26, ""2014"": 22, ""2015"": 26}",3.0,5.0,5.0,"landsat7,landsat8",
LT0696,84867.76305569359,5358481.945776227,-73.9975833803756,-41.8167487869645,2015,2013.0,2015.0,17_1072,64.0,76.0,24.0,4.826666666666667,0.3618079096045197,"{""2013"": 24, ""2014"": 23, ""2015"": 29}",3.0,5.0,5.0,"landsat7,landsat8",
LT0301,84922.98250266112,4915413.467878817,-74.3405456675473,-45.7898657333189,2014,2012.0,2014.0,17_983,38.0,43.0,45.0,8.523809523809524,0.2896124031007752,"{""2012"": 10, ""2013"": 15, ""2014"": 18}",3.0,5.0,5.0,"landsat7,landsat8",
LT0303,86758.78176353639,4917551.454944154,-74.3152022476842,-45.77180523785,2014,2012.0,2014.0,17_984,36.0,43.0,45.0,8.19047619047619,0.277829457364341,"{""2012"": 8, ""2013"": 18, ""2014"": 17}",3.0,5.0,5.0,"landsat7,landsat8",
LT0306,83639.22886231705,4918329.604662341,-74.3544811827667,-45.7629611787059,2014,2012.0,2014.0,17_984,35.0,41.0,46.0,8.6,0.2728682170542635,"{""2012"": 11, ""2013"": 17, ""2014"": 13}",3.0,5.0,5.0,"landsat7,landsat8",
LT0316,86095.75257398159,4926552.718247741,-74.3160124643013,-45.6907400202346,2014,2012.0,2014.0,17_985,44.0,50.0,45.0,7.040816326530612,0.3426356589147287,"{""2012"": 11, ""2013"": 21, ""2014"": 18}",3.0,5.0,5.0,"landsat7,landsat8",
LT0374,85052.35284415411,4966637.837004705,-74.2954601128953,-45.3308579689456,2015,2013.0,2015.0,17_993,27.0,31.0,35.0,11.9,0.2950537634408602,"{""2013"": 7, ""2014"": 10, ""2015"": 14}",3.0,5.0,5.0,"landsat7,landsat8",
LT0392,85749.28455380705,4984814.499256437,-74.2714688416581,-45.1683467270294,2015,2013.0,2015.0,17_997,25.0,30.0,35.0,12.310344827586206,0.314074074074074,"{""2013"": 7, ""2014"": 12, ""2015"": 11}",3.0,5.0,5.0,"landsat7,landsat8",
LT0395,86677.36600586551,4985885.458631663,-74.2588228931953,-45.15929069026,2015,2013.0,2015.0,17_997,26.0,28.0,35.0,12.925925925925926,0.3195061728395061,"{""2013"": 8, ""2014"": 10, ""2015"": 10}",3.0,5.0,5.0,"landsat7,landsat8",
LT0410,88561.17891555117,5001096.86291132,-74.2224780845282,-45.0240312802894,2015,2013.0,2015.0,18_1000,29.0,29.0,32.0,10.857142857142858,0.3417283950617284,"{""2013"": 10, ""2014"": 9, ""2015"": 10}",3.0,5.0,5.0,"landsat7,landsat8",
LT0500,92386.67718976026,5071715.5159108415,-74.117863290946,-44.3930687368563,2013,2011.0,2013.0,18_1014,27.0,30.0,30.0,12.413793103448276,0.5047272727272727,"{""2011"": 12, ""2012"": 5, ""2013"": 13}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0508,91651.37512338885,5081703.352152832,-74.1192368722542,-44.3030950222773,2013,2011.0,2013.0,18_1016,26.0,26.0,30.0,14.4,0.4727272727272727,"{""2011"": 12, ""2012"": 4, ""2013"": 10}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0579,92289.0057840902,5225364.417413035,-74.0028453016731,-43.0149647635964,2013,2011.0,2013.0,18_1045,25.0,30.0,35.0,12.413793103448276,0.3904761904761905,"{""2011"": 13, ""2012"": 5, ""2013"": 12}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0603,91496.95914418309,5250466.127812071,-73.9942724357025,-42.7893559871971,2017,2015.0,2017.0,18_1050,60.0,69.0,36.0,5.102941176470588,0.3500578034682081,"{""2015"": 27, ""2016"": 29, ""2017"": 13}",3.0,5.0,5.0,"landsat7,landsat8",
LT0629,91301.0585199754,5295655.526836318,-73.9643030774888,-42.383827078239,2013,2011.0,2013.0,18_1059,42.0,51.0,35.0,7.2,0.337741935483871,"{""2011"": 19, ""2012"": 11, ""2013"": 21}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0631,88226.10894921009,5297375.548756619,-74.0002882080985,-42.3667740660678,2013,2011.0,2013.0,18_1059,31.0,39.0,57.0,9.473684210526317,0.2580645161290322,"{""2011"": 15, ""2012"": 10, ""2013"": 14}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0627,88423.28299811314,5294462.36285724,-73.9999811729163,-42.3930147010424,2015,2013.0,2015.0,18_1059,46.0,53.0,42.0,6.826923076923077,0.2427807486631016,"{""2013"": 14, ""2014"": 19, ""2015"": 20}",3.0,5.0,5.0,"landsat7,landsat8",
LT0628,90298.25175683953,5295504.178571099,-73.9765467374812,-42.3846575149401,2015,2013.0,2015.0,18_1059,54.0,61.0,25.0,5.916666666666667,0.2806417112299465,"{""2013"": 18, ""2014"": 19, ""2015"": 24}",3.0,5.0,5.0,"landsat7,landsat8",
LT0630,91195.55206170389,5296663.58237786,-73.9648655929572,-42.3747271606459,2015,2013.0,2015.0,18_1059,51.0,58.0,48.0,6.350877192982456,0.2748663101604278,"{""2013"": 16, ""2014"": 18, ""2015"": 24}",3.0,5.0,5.0,"landsat7,landsat8",
LT0666,89333.71724976692,5337689.235465731,-73.9584689571419,-42.0056483837216,2015,2013.0,2015.0,18_1068,65.0,75.0,21.0,4.824324324324325,0.3658757062146893,"{""2013"": 24, ""2014"": 22, ""2015"": 29}",3.0,5.0,5.0,"landsat7,landsat8",
LT0667,91337.53536295186,5337847.129215892,-73.9342516181234,-42.0052729671615,2018,2016.0,2018.0,18_1068,84.0,96.0,18.0,3.7578947368421054,0.412156862745098,"{""2016"": 38, ""2017"": 26, ""2018"": 32}",3.0,5.0,5.0,"landsat7,landsat8",
LT0679,92108.12046436984,5342963.554457331,-73.9214351386672,-41.9597603655538,2012,2010.0,2012.0,18_1069,35.0,44.0,45.0,8.465116279069768,0.3211428571428571,"{""2010"": 12, ""2011"": 19, ""2012"": 13}",3.0,5.0,5.0,"landsat5,landsat7",
LT0690,91562.87727290986,5347913.2264265865,-73.9245636181331,-41.9150629709875,2015,2013.0,2015.0,18_1070,53.0,62.0,24.0,5.901639344262295,0.3077966101694915,"{""2013"": 17, ""2014"": 21, ""2015"": 24}",3.0,5.0,5.0,"landsat7,landsat8",
LT0801,91502.07250583736,5451345.679629098,-73.8554092974863,-40.986758991995,2014,2012.0,2014.0,18_1090,49.0,61.0,36.0,5.833333333333333,0.299,"{""2012"": 11, ""2013"": 25, ""2014"": 25}",3.0,5.0,5.0,"landsat7,landsat8",
LT0811,91138.61261265224,5456319.12989793,-73.8564330349679,-40.9419361412746,2013,2011.0,2013.0,18_1091,51.0,58.0,24.0,6.315789473684211,0.3762962962962963,"{""2011"": 20, ""2012"": 13, ""2013"": 25}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0817,90737.29773553704,5462344.526479791,-73.8572138791172,-40.887651978961,2012,2010.0,2012.0,18_1092,46.0,57.0,26.0,6.5,0.4109090909090909,"{""2010"": 17, ""2011"": 22, ""2012"": 18}",3.0,5.0,5.0,"landsat5,landsat7",
LT1642,91429.46112249698,5860988.748276608,-73.6092481448806,-37.3079783800684,2017,2015.0,2017.0,18_1172,57.0,62.0,21.0,5.819672131147541,0.4853781512605042,"{""2015"": 23, ""2016"": 25, ""2017"": 14}",3.0,5.0,5.0,"landsat7,landsat8",
LT0363,92389.0829010341,4963202.93226256,-74.2050511179847,-45.3659459712724,2015,2013.0,2015.0,18_993,49.0,57.0,21.0,6.357142857142857,0.2809090909090909,"{""2013"": 20, ""2014"": 17, ""2015"": 20}",3.0,5.0,5.0,"landsat7,landsat8",
LT0366,91312.78393405564,4964119.24675481,-74.2179806789073,-45.3571058785071,2015,2013.0,2015.0,18_993,44.0,49.0,21.0,7.4375,0.2486363636363636,"{""2013"": 18, ""2014"": 13, ""2015"": 18}",3.0,5.0,5.0,"landsat7,landsat8",
LT0371,90240.4323178454,4965049.946677263,-74.2308440996169,-45.3481378441922,2015,2013.0,2015.0,18_993,39.0,45.0,34.0,8.090909090909092,0.2272727272727272,"{""2013"": 17, ""2014"": 12, ""2015"": 16}",3.0,5.0,5.0,"landsat7,landsat8",
LT0376,89015.0850915715,4967974.873831022,-74.243993558758,-45.3212034225405,2015,2013.0,2015.0,18_994,29.0,35.0,38.0,10.5,0.2025714285714285,"{""2013"": 9, ""2014"": 16, ""2015"": 10}",3.0,5.0,5.0,"landsat7,landsat8",
LT0377,87929.89317188895,4968862.4829201205,-74.2570438735849,-45.3126116805101,2015,2013.0,2015.0,18_994,31.0,37.0,25.0,9.694444444444445,0.2308571428571428,"{""2013"": 12, ""2014"": 11, ""2015"": 14}",3.0,5.0,5.0,"landsat7,landsat8",
LT0397,89582.74171431077,4987120.725240314,-74.2209973929135,-45.1499112313249,2015,2013.0,2015.0,18_997,25.0,28.0,32.0,12.74074074074074,0.2595833333333333,"{""2013"": 9, ""2014"": 8, ""2015"": 11}",3.0,5.0,5.0,"landsat7,landsat8",
LT0501,94380.53106634942,5071857.999336662,-74.0928165255201,-44.3929085537373,2013,2011.0,2013.0,19_1014,27.0,29.0,30.0,12.857142857142858,0.5069090909090909,"{""2011"": 13, ""2012"": 5, ""2013"": 11}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0506,95727.1030468078,5080993.685028305,-74.0688903619271,-44.3117347092752,2013,2011.0,2013.0,19_1016,25.0,25.0,38.0,15.0,0.4545454545454545,"{""2011"": 11, ""2012"": 4, ""2013"": 10}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0596,92852.16503417851,5245538.280733691,-73.981320654962,-42.8342858902157,2013,2011.0,2013.0,19_1049,25.0,37.0,40.0,10.0,0.3132530120481928,"{""2011"": 15, ""2012"": 8, ""2013"": 14}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0620,93213.20570354542,5268678.377523394,-73.9603073715547,-42.6268738316544,2013,2011.0,2013.0,19_1054,44.0,52.0,24.0,7.0588235294117645,0.3881739130434782,"{""2011"": 21, ""2012"": 7, ""2013"": 24}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0624,96189.16746763728,5278944.435026672,-73.9168887056911,-42.5363253552039,2014,2012.0,2014.0,19_1056,41.0,46.0,55.0,7.888888888888889,0.2949253731343284,"{""2012"": 10, ""2013"": 17, ""2014"": 19}",3.0,5.0,5.0,"landsat7,landsat8",
LT0626,97154.03752212068,5284016.943055651,-73.9016153939188,-42.4913135099298,2012,2010.0,2012.0,19_1057,35.0,42.0,36.0,8.878048780487806,0.3730526315789473,"{""2010"": 10, ""2011"": 20, ""2012"": 12}",3.0,5.0,5.0,"landsat5,landsat7",
LT0632,96079.69744390767,5298998.002997041,-73.9041272048834,-42.3563308777937,2015,2013.0,2015.0,19_1060,54.0,62.0,45.0,5.901639344262295,0.2900534759358288,"{""2013"": 21, ""2014"": 19, ""2015"": 22}",3.0,5.0,5.0,"landsat7,landsat8",
LT0633,97072.53948949178,5299076.281635854,-73.8920608697136,-42.356142855138,2015,2013.0,2015.0,19_1060,57.0,66.0,43.0,5.569230769230769,0.3054545454545455,"{""2013"": 16, ""2014"": 23, ""2015"": 27}",3.0,5.0,5.0,"landsat7,landsat8",
LT0635,97011.17710658844,5300057.257513066,-73.8921189067851,-42.347308574209,2015,2013.0,2015.0,19_1060,62.0,67.0,35.0,5.454545454545454,0.3289839572192513,"{""2013"": 18, ""2014"": 22, ""2015"": 27}",3.0,5.0,5.0,"landsat7,landsat8",
LT0639,96794.46282577324,5303093.299290322,-73.8926232381883,-42.3199532716682,2013,2011.0,2013.0,19_1061,42.0,50.0,30.0,7.346938775510204,0.3395041322314049,"{""2011"": 18, ""2012"": 13, ""2013"": 19}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0638,95797.53571480076,5303001.723203643,-73.9047412975956,-42.3202587945909,2015,2013.0,2015.0,19_1061,51.0,57.0,43.0,6.428571428571429,0.2767213114754098,"{""2013"": 17, ""2014"": 20, ""2015"": 20}",3.0,5.0,5.0,"landsat7,landsat8",
LT1638,96757.1256557656,5856302.5497906655,-73.5518639487042,-37.3524098377192,2017,2015.0,2017.0,19_1171,69.0,69.0,21.0,5.294117647058823,0.5781512605042017,"{""2015"": 26, ""2016"": 25, ""2017"": 18}",3.0,5.0,5.0,"landsat7,landsat8",
LT1644,96435.56635031442,5861338.375049943,-73.5527463042373,-37.3070213570124,2013,2011.0,2013.0,19_1172,37.0,41.0,40.0,9.05,0.5277777777777778,"{""2011"": 10, ""2012"": 8, ""2013"": 23}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1641,92513.5659320755,5860090.986060444,-73.5975461714427,-37.3165199980881,2014,2012.0,2014.0,19_1172,46.0,50.0,35.0,7.387755102040816,0.5073913043478261,"{""2012"": 7, ""2013"": 19, ""2014"": 24}",3.0,5.0,5.0,"landsat7,landsat8",
LT0393,94754.9738607445,4985479.322354132,-74.1568000365946,-45.1676116708596,2015,2013.0,2015.0,19_997,48.0,55.0,21.0,6.462962962962963,0.2489839572192513,"{""2013"": 23, ""2014"": 16, ""2015"": 16}",3.0,5.0,5.0,"landsat7,landsat8",
LT0396,96688.55802062376,4986605.966496948,-74.1313848231977,-45.1586175560793,2015,2013.0,2015.0,19_997,48.0,55.0,28.0,6.611111111111111,0.2581818181818182,"{""2013"": 18, ""2014"": 22, ""2015"": 15}",3.0,5.0,5.0,"landsat7,landsat8",
LT0503,102010.0196496633,5077446.428412607,-73.9931177567025,-44.3470136700167,2013,2011.0,2013.0,20_1015,28.0,29.0,30.0,12.857142857142858,0.4614285714285714,"{""2011"": 13, ""2012"": 5, ""2013"": 11}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0573,99922.03204093355,5216917.451379356,-73.9155878162693,-43.0948010137766,2016,2014.0,2016.0,20_1043,38.0,40.0,24.0,8.41025641025641,0.3568627450980392,"{""2014"": 7, ""2015"": 15, ""2016"": 18}",3.0,5.0,5.0,"landsat7,landsat8",
LT0574,97711.42086054636,5219771.266319847,-73.9405872535993,-43.0680296493973,2012,2010.0,2012.0,20_1044,18.0,23.0,77.0,16.363636363636363,0.3885714285714285,"{""2010"": 6, ""2011"": 12, ""2012"": 5}",3.0,5.0,5.0,"landsat5,landsat7",
LT0592,100273.83108001854,5240044.665246013,-73.8947466762958,-42.8874869557177,2012,2010.0,2012.0,20_1048,24.0,28.0,35.0,13.333333333333334,0.4971428571428571,"{""2010"": 8, ""2011"": 13, ""2012"": 7}",3.0,5.0,5.0,"landsat5,landsat7",
LT0597,100846.85609787768,5246112.088617672,-73.8834520838256,-42.8333462674146,2013,2011.0,2013.0,20_1049,32.0,36.0,35.0,10.285714285714286,0.5127868852459017,"{""2011"": 13, ""2012"": 8, ""2013"": 15}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
