target,n,R2,RMSE,nRMSE,MAE,Bias,spearman,seed
hill_q0_unified,3102,0.34329637684396697,2.460722593048965,0.1757658995034975,1.817019729584868,-0.04145876996939601,0.5784659589910879,0
lcbd_pa_unified,3094,0.34624744228968174,1.2074372720071146e-05,0.2081063890094513,9.570133650255534e-06,1.208164111348008e-07,0.5132022081176894,0
pcoa1_pa_unified,3094,0.3764839484096699,0.23170373074405368,0.18071149023473068,0.133300801953352,-0.01853141943947491,0.7041075311223762,0
pcoa2_pa_unified,3094,0.4605873026836812,0.19834307976623444,0.18951978628221727,0.15118743907825583,0.00658816444573603,0.6943745740206033,0
lcbd_freq_unified,3040,0.31782375433271703,2.072607135364558e-05,0.20802578231244923,1.64501383485184e-05,-1.9652271957792435e-06,0.5018507638713782,0
pcoa1_freq_unified,3040,0.15056660834342928,0.4609322339267987,0.22240231615672423,0.2317149096342307,-0.048133300476089616,0.534235648570233,0
pcoa2_freq_unified,3040,0.2771966149461884,0.4019978735879848,0.19092206250519364,0.27170848222590743,-0.003452188799859552,0.6389443290348611,0
mpd_unified,2535,0.03223987243716209,114.89668904396942,0.17963440347414475,78.29848352373622,5.172159481434612,0.2420100928961554,0
mntd_unified,2535,-0.021218502179641385,102.91660824040474,0.16090423216436195,67.45380671235145,-5.650998922564769,0.08493711217920545,0
ses_pd_unified,2535,0.02013746843572728,1.1909220159576897,0.2180376276239723,0.8732883093278319,-0.045804822186694495,0.16486503950251583,0
ses_mpd_unified,2535,0.041504414778824716,1.2443177660005347,0.22627006982135103,0.9144482611135915,-0.057598442494004344,0.21804286800631398,0
ses_mntd_unified,2535,-0.0028260929252734712,1.224924675160812,0.20181052711939954,0.9074554441309481,-0.1062743752806695,0.10080836008027627,0
dark_n_unified,3094,0.48113388670123336,20.00102207696266,0.18692543997161365,16.051422931692336,-0.3232571423202514,0.68921673460172,0
hill_q0_unified,3102,0.33949510886581324,2.4678341489359634,0.17627386778114024,1.811751605678206,-0.16429584331466068,0.5782872014707126,1
lcbd_pa_unified,3094,0.34230346447201354,1.2110739271153238e-05,0.20873318029723734,9.57292983499264e-06,-1.3070525479288426e-06,0.5133045246797971,1
pcoa1_pa_unified,3094,0.3656712940621595,0.23370413154201114,0.18227165246476812,0.13094787481702544,-0.02689422646375052,0.6966541821194513,1
pcoa2_pa_unified,3094,0.4575132638834877,0.198907441824162,0.19005904268950047,0.15326664746583962,-0.0032531197522727754,0.692411849659936,1
lcbd_freq_unified,3040,0.31949741623649464,2.0700630905749446e-05,0.20777043874126916,1.6483297383808227e-05,-4.6976030144624965e-07,0.4978049875761325,1
pcoa1_freq_unified,3040,0.14135229515865333,0.46342549481222406,0.22360532812873926,0.22213028667001347,-0.06656706993301378,0.5369355234343309,1
pcoa2_freq_unified,3040,0.26528919187452316,0.40529559284734895,0.1924882582587717,0.2621205376274692,0.03360525467649088,0.6320528412663966,1
mpd_unified,2535,0.01254531103592671,116.05991272642416,0.18145303718799174,76.31730724188505,-6.159191706009046,0.21067493926550687,1
mntd_unified,2535,-0.02249525837872235,102.98092276913535,0.1610047842524976,67.63078886531693,-7.694412729771625,0.08049372496176951,1
ses_pd_unified,2535,0.022775618704194867,1.1893177353939666,0.21774391105523785,0.8951945350978209,0.038318334037941465,0.18462940024481303,1
ses_mpd_unified,2535,0.04335725133942259,1.2431145091761118,0.22605126638294135,0.920094039220127,-0.04147270028101017,0.21818078972144422,1
ses_mntd_unified,2535,-0.005952758446148065,1.2268327572942348,0.20212489017285226,0.9107468765080793,-0.08781370310261348,0.09334743236573231,1
dark_n_unified,3094,0.48026539266526735,20.017754240701773,0.18708181533366144,16.033457723421385,-0.9147655964872129,0.6916444378905737,1
hill_q0_unified,3102,0.3312229134002782,2.4832397016600596,0.17737426440428997,1.8428670726964453,-0.02361456308552092,0.5617979649794738,2
lcbd_pa_unified,3094,0.34854741010033474,1.20531145725282e-05,0.2077399967814858,9.553519476674055e-06,-4.927911559730668e-07,0.5165649174634969,2
pcoa1_pa_unified,3094,0.34375635354646183,0.23770688629948328,0.18539350024401677,0.1292168419249772,-0.040284749934278254,0.6987011248572349,2
pcoa2_pa_unified,3094,0.45469579312207675,0.19942329788177598,0.19055195088628057,0.15128250497032167,0.013451511843790894,0.6915001252970623,2
lcbd_freq_unified,3040,0.3187101104015815,2.071260221688619e-05,0.20789059375386343,1.6458479057402655e-05,-8.951511868356846e-07,0.4964722990813786,2
pcoa1_freq_unified,3040,0.1382626224813448,0.46425851826985803,0.22400726648920571,0.22439368603973822,-0.06359325664008725,0.5377474906306057,2
pcoa2_freq_unified,3040,0.27023789322425606,0.40392833677043927,0.19183890320660069,0.26576123363352205,0.017255476680297414,0.6353801055670453,2
mpd_unified,2535,0.024571667421022125,115.35099219936849,0.18034468048034555,75.23097026710535,-6.582377877116919,0.22936171411258022,2
mntd_unified,2535,-0.024707661380260815,103.09227399078628,0.1611788755204342,67.70726372544607,-8.298196072819977,0.08707172757406374,2
ses_pd_unified,2535,0.023771800310287028,1.1887113861416991,0.21763289878851974,0.878821515137444,-0.009398329385950789,0.16927223325814011,2
ses_mpd_unified,2535,0.04266086535755498,1.2435668880985171,0.22613352817583318,0.917791887460733,-0.05189675384885468,0.21721861645333335,2
ses_mntd_unified,2535,-0.004213178754941538,1.2257715261486157,0.20195004871424194,0.9076931471190104,-0.03303330130687565,0.09964012171403178,2
dark_n_unified,3094,0.4825350128446375,19.973998825204546,0.18667288621686493,16.030614036804472,0.3433879156133551,0.6919077250760063,2
